bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
855,STATE_855,north_america,378,STATE_378,split,0.800,1,11,4,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=5/13; bsr_source_count=1
161,STATE_161,europe,161,STATE_161,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
184,STATE_184,europe,184,STATE_184,merge,0.333,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
229,STATE_229,europe,229,STATE_229,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/6; bsr_source_count=1
232,STATE_232,europe,232,Dagestan,split,0.400,2,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
325,STATE_325,asia,325,STATE_325,split,1.000,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
371,STATE_371,north_america,371,STATE_371,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=2/5; bsr_source_count=1
375,STATE_375,north_america,375,STATE_375,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=12; tsr_overlap_rank=2/8; bsr_source_count=1
402,STATE_402,asia,402,STATE_402,merge,0.880,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=22; tsr_overlap_rank=1/3; bsr_source_count=2
404,STATE_404,asia,881,Karagandy,merge,0.864,3,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=19; tsr_overlap_rank=1/3; bsr_source_count=3
425,Mysore,asia,425,Mysore,split,0.600,2,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
459,STATE_459,africa,513,Tlmecen,merge,0.667,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=6; tsr_overlap_rank=1/5; bsr_source_count=2
479,STATE_479,north_america,479,STATE_479,merge,0.400,4,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=4
512,STATE_512,south_america,954,STATE_954,merge,0.800,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=4; bsr_source_count=2
610,STATE_610,asia,610,Jehol,merge,0.889,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2
640,STATE_640,asia,998,STATE_998,merge,0.714,3,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=3
676,STATE_676,middle_east,676,STATE_676,split,0.500,1,4,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
789,STATE_789,europe,42,STATE_42,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
806,STATE_806,europe,153,STATE_153,merge,0.667,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
807,STATE_807,europe,4,STATE_4,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
814,STATE_814,europe,1048,Moselgebiet,merge,0.500,3,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
869,STATE_869,europe,109,Croatia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
872,STATE_872,europe,108,STATE_108,merge,0.667,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=2
886,STATE_886,europe,972,STATE_972,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
888,STATE_888,europe,972,STATE_972,split,1.000,1,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
899,STATE_899,africa,660,STATE_660,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
901,STATE_901,africa,900,STATE_900,split,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
904,STATE_904,asia,1031,STATE_1031,split,0.833,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
926,STATE_926,europe,202,STATE_202,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
931,STATE_931,europe,232,Dagestan,split,0.900,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=9; tsr_overlap_rank=1/5; bsr_source_count=1
932,STATE_932,europe,232,Dagestan,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
937,STATE_937,europe,109,Croatia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
945,STATE_945,middle_east,1010,STATE_1010,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
950,STATE_950,middle_east,1055,STATE_1055,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
982,STATE_982,asia,1023,STATE_1023,split,1.000,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
989,STATE_989,europe,158,STATE_158,split,1.000,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=3/6; bsr_source_count=1
1013,STATE_1013,europe,923,STATE_923,merge,0.750,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
1014,STATE_1014,europe,144,Nordland,merge,0.875,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
1048,STATE_1048,europe,104,STATE_104,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/8; bsr_source_count=1
1079,STATE_1079,asia,1017,STATE_1017,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=2/2; bsr_source_count=1
1107,STATE_1107,europe,153,STATE_153,merge,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=2
1126,STATE_1126,europe,193,Chernihiv,merge,0.833,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=2/5; bsr_source_count=2
1129,STATE_1129,asia,1005,STATE_1005,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1131,STATE_1131,asia,1008,STATE_1008,merge,0.400,3,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
1148,STATE_1148,asia,589,STATE_589,merge,0.917,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=2
1179,STATE_1179,europe,48,STATE_48,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1182,STATE_1182,europe,980,STATE_980,split,1.000,1,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
1185,STATE_1185,europe,20,Rhone,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
1197,STATE_1197,africa,548,STATE_548,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1204,STATE_1204,europe,106,STATE_106,split,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1215,STATE_1215,africa,275,Transvaal,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1216,STATE_1216,africa,275,Transvaal,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1222,STATE_1222,europe,229,STATE_229,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1
1229,STATE_1229,europe,934,STATE_934,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1250,STATE_1250,asia,588,Semipalatinsk,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=1
1270,STATE_1270,europe,20,Rhone,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
1273,STATE_1273,asia,742,STATE_742,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1275,STATE_1275,europe,67,STATE_67,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1
1323,STATE_1323,south_america,688,STATE_688,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1325,STATE_1325,europe,71,STATE_71,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1330,STATE_1330,asia,999,STATE_999,merge,0.800,2,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=8; tsr_overlap_rank=1/3; bsr_source_count=2
1332,STATE_1332,europe,68,STATE_68,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1344,STATE_1344,asia,592,STATE_592,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1347,STATE_1347,europe,67,STATE_67,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/5; bsr_source_count=1
1403,STATE_1403,europe,108,STATE_108,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1404,STATE_1404,europe,104,STATE_104,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1406,STATE_1406,europe,92,STATE_92,split,0.500,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1438,STATE_1438,europe,189,STATE_189,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1468,STATE_1468,asia,742,STATE_742,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
1469,STATE_1469,asia,404,Kyzyl Orda,merge,0.417,5,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=2
1477,STATE_1477,asia,588,Semipalatinsk,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1487,STATE_1487,europe,229,STATE_229,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1491,STATE_1491,europe,202,STATE_202,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1529,STATE_1529,africa,981,Barotseland,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1530,Zambia,africa,771,Zambia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1534,STATE_1534,africa,542,STATE_542,split,0.500,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
1537,STATE_1537,africa,542,STATE_542,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1539,STATE_1539,africa,889,STATE_889,split,0.600,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
1582,STATE_1582,europe,785,STATE_785,split,0.667,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1589,STATE_1589,europe,92,STATE_92,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1595,STATE_1595,europe,184,STATE_184,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1628,Savo / Tavastland / Tavastia,europe,929,OULU,merge,0.818,3,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=3
1629,Savo / Tavastland / Tavastia,europe,929,OULU,merge,0.889,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2
1730,STATE_1730,europe,20,Rhone,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=1
1733,STATE_1733,europe,17,Lorraine,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
1817,STATE_1817,asia,422,STATE_422,split,1.000,1,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1818,STATE_1818,asia,1005,STATE_1005,merge,0.600,3,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=3
1843,STATE_1843,north_america,479,STATE_479,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1859,STATE_1859,north_america,388,STATE_388,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
1863,STATE_1863,north_america,389,STATE_389,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
1873,STATE_1873,north_america,376,STATE_376,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1
1874,STATE_1874,north_america,377,STATE_377,split,0.667,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1875,STATE_1875,north_america,380,STATE_380,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1877,STATE_1877,europe,785,STATE_785,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
1881,STATE_1881,asia,444,STATE_444,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1906,STATE_1906,south_america,512,STATE_512,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1979,STATE_1979,africa,843,STATE_843,merge,0.500,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=3
2012,STATE_2012,europe,109,Croatia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
2023,STATE_2023,asia,610,Jehol,split,0.700,4,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=3/3; bsr_source_count=1
2027,STATE_2027,asia,1033,STATE_1033,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
2032,STATE_2032,europe,68,STATE_68,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
2040,STATE_2040,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
2041,STATE_2041,europe,17,Lorraine,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
2042,STATE_2042,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1
2043,STATE_2043,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/8; bsr_source_count=1
2044,STATE_2044,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
4,STATE_4,europe,4,STATE_4,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
8,STATE_8,europe,8,STATE_8,merge,0.500,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=1; bsr_source_count=2
10,STATE_10,europe,10,STATE_10,merge,0.500,3,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=3
12,STATE_12,europe,808,STATE_808,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
17,STATE_17,europe,17,Lorraine,split,0.600,3,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
23,STATE_23,europe,23,STATE_23,merge,0.875,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
35,STATE_35,europe,35,STATE_35,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1
38,STATE_38,europe,918,Västerbotten,merge,1.000,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=34; bsr_source_count=2
39,STATE_39,europe,39,(South Tyrol) Alto Adige,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
48,STATE_48,europe,48,STATE_48,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
60,STATE_60,europe,60,STATE_60,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
90,STATE_90,europe,90,Kielce,merge,0.714,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2
107,STATE_107,europe,107,STATE_107,merge,0.875,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
117,STATE_117,europe,117,Campania,merge,0.833,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2
119,STATE_119,europe,119,STATE_119,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
142,STATE_142,europe,142,STATE_142,merge,0.895,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=2
