tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes
552,STATE_552,1251,STATE_1251,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=EGY; bsr_tags=BEL GER WLL
561,Amur,574,STATE_574,manual,0.357,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=FER RUS; bsr_tags=SIB SOV YAK
564,Ulan Ude,565,Bodaybo,manual,0.556,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=BYA RUS; bsr_tags=BRY FER SIB SOV
564,Ulan Ude,563,STATE_563,manual,0.056,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYA RUS; bsr_tags=FER SIB SOV
564,Ulan Ude,566,Irktusk,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYA RUS; bsr_tags=SIB SOV
565,Bodaybo,563,STATE_563,manual,0.300,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=EVE RUS; bsr_tags=FER SIB SOV
565,Bodaybo,575,Kirensk,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=EVE RUS; bsr_tags=SIB SOV
565,Bodaybo,574,STATE_574,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=EVE RUS; bsr_tags=SIB SOV YAK
566,Irktusk,564,Ulan Ude,manual,0.182,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=BRY FER SIB SOV
567,Bratsk,329,STATE_329,manual,0.077,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=SIB SOV TAN
568,Krasnoyarsk,1167,STATE_1167,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=10; tsr_tags=RUS; bsr_tags=SIB SOV
572,Chelyabinsk,653,Sverdlovsk,manual,0.778,incompatible province overlap rejected for automatic overlay; province_overlap=7; tsr_tags=RUS; bsr_tags=SIB SOV
573,Zlatoust,1360,STATE_1360,manual,0.571,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=KOM SOV
576,Yeniseisk,1168,STATE_1168,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=9; tsr_tags=EVE RUS; bsr_tags=SIB SOV
579,Salekhard,581,STATE_581,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS YAM; bsr_tags=KOM SOV
582,STATE_582,1000,STATE_1000,manual,0.692,incompatible province overlap rejected for automatic overlay; province_overlap=9; tsr_tags=RUS; bsr_tags=IDL SOV
583,STATE_583,1000,STATE_1000,manual,0.308,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=KAZ RUS; bsr_tags=IDL SOV
585,Navoiy,1469,STATE_1469,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS UZB; bsr_tags=KAZ SOV
596,STATE_596,1219,STATE_1219,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT; bsr_tags=CHI PRC
597,STATE_597,1253,STATE_1253,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=6; tsr_tags=BYG; bsr_tags=CHI PRC
598,STATE_598,1331,STATE_1331,manual,0.571,incompatible province overlap rejected for automatic overlay; province_overlap=8; tsr_tags=BYG; bsr_tags=CHI PRC
598,STATE_598,597,STATE_597,manual,0.053,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYG; bsr_tags=CHI PGR PRC
599,STATE_599,602,STATE_602,manual,0.077,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=GXC; bsr_tags=CHI PRC
600,STATE_600,1031,STATE_1031,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT; bsr_tags=CHI PRC
602,STATE_602,1031,STATE_1031,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KMT; bsr_tags=CHI PRC
602,STATE_602,600,STATE_600,manual,0.087,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KMT; bsr_tags=CHI PRC
603,STATE_603,748,STATE_748,manual,0.750,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=GUI; bsr_tags=CHI PRC
605,STATE_605,1311,STATE_1311,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=6; tsr_tags=KMT SIC; bsr_tags=CHI PRC SZH
605,STATE_605,1763,STATE_1763,manual,0.429,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=KMT SIC; bsr_tags=CHI PRC
605,STATE_605,1793,STATE_1793,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KMT SIC; bsr_tags=CHI PRC SZH
605,STATE_605,1792,STATE_1792,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI PRC SZH
606,STATE_606,1331,STATE_1331,manual,0.214,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=BYG; bsr_tags=CHI PRC
606,STATE_606,1030,STATE_1030,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BYG; bsr_tags=CHI PRC
607,STATE_607,1029,STATE_1029,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=BYG; bsr_tags=CHI JAP PRC
607,STATE_607,1331,STATE_1331,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BYG; bsr_tags=CHI PRC
607,STATE_607,1027,STATE_1027,manual,0.125,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYG; bsr_tags=CHI PRC
607,STATE_607,614,Hebei,manual,0.056,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYG; bsr_tags=CHI PRC
608,STATE_608,609,STATE_609,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=BYG; bsr_tags=CHI JAP PGR PRC
609,East Hebei,2023,STATE_2023,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYG HBC; bsr_tags=CHI MAN PRC
610,Jehol,609,STATE_609,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYG MAN; bsr_tags=CHI JAP PGR PRC
611,South Chahar,1756,STATE_1756,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=HBC MEN MON; bsr_tags=ITA PRM
611,South Chahar,1978,STATE_1978,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=HBC MEN MON; bsr_tags=CHI MAN PRC
611,South Chahar,2023,STATE_2023,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=HBC MEN MON; bsr_tags=CHI MAN PRC
612,STATE_612,1978,STATE_1978,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=HBC MEN MON; bsr_tags=CHI MAN PRC
613,Shanghai,1219,STATE_1219,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=JAP KMT; bsr_tags=CHI PRC
614,Hebei,597,STATE_597,manual,0.071,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BYG; bsr_tags=CHI PGR PRC
616,STATE_616,2022,STATE_2022,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XSM; bsr_tags=CHI PRC
620,STATE_620,1030,STATE_1030,manual,0.625,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=BYG; bsr_tags=CHI PRC
622,STATE_622,2022,STATE_2022,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XIC; bsr_tags=CHI PRC
651,Ufa,573,Zlatoust,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BSK RUS; bsr_tags=IDL SOV
651,Ufa,582,STATE_582,manual,0.111,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BSK RUS; bsr_tags=IDL SOV
652,STATE_652,1120,STATE_1120,manual,0.750,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=IDL SOV
653,Sverdlovsk,1514,STATE_1514,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=14; tsr_tags=RUS; bsr_tags=SIB SOV
653,Sverdlovsk,580,Tobolsk,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=SIB SOV
653,Sverdlovsk,572,Chelyabinsk,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=SIB SOV
656,STATE_656,1177,STATE_1177,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=IRQ KUW; bsr_tags=ITA LBA
656,STATE_656,17,STATE_17,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=IRQ KUW; bsr_tags=BGN FRA GER
667,STATE_667,1233,STATE_1233,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ENG ISR PAL
667,STATE_667,1584,STATE_1584,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ENG ISR PAL
667,STATE_667,1585,STATE_1585,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ENG ISR PAL
667,STATE_667,1235,STATE_1235,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ENG ISR PAL
667,STATE_667,1001,STATE_1001,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=TUR
667,STATE_667,44,STATE_44,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ALB
667,STATE_667,1231,STATE_1231,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ALB KOS SER YUG
669,STATE_669,1034,STATE_1034,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS WPG; bsr_tags=BRA
675,STATE_675,1732,STATE_1732,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SAU; bsr_tags=BGN FRA GER
678,STATE_678,1117,STATE_1117,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SAU; bsr_tags=ENG ISR PAL
717,STATE_717,909,STATE_909,manual,0.067,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=MAN; bsr_tags=JAP KOR
719,Natal,1037,STATE_1037,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SAF; bsr_tags=ENG SWA
719,Natal,1038,STATE_1038,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SAF; bsr_tags=ENG LES
726,STATE_726,814,STATE_814,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DAS SAM; bsr_tags=BGN FRA GER
732,STATE_732,1489,STATE_1489,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KYR RUS; bsr_tags=KOK SOV UZB
738,STATE_738,804,STATE_804,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=DEN GER SHL
741,STATE_741,286,STATE_286,manual,0.125,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CAM DAS; bsr_tags=COC FRA VIN
744,STATE_744,1309,STATE_1309,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=XIC; bsr_tags=CHI NEA PRC
748,STATE_748,1312,STATE_1312,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=GUI; bsr_tags=CHI PRC
748,STATE_748,603,STATE_603,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=GUI; bsr_tags=CHI PRC
749,STATE_749,1021,STATE_1021,manual,0.286,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=JAP KMT; bsr_tags=CHI PRC RGR
749,STATE_749,606,STATE_606,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=JAP KMT; bsr_tags=CHI PRC
750,STATE_750,1763,STATE_1763,manual,0.571,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=KMT; bsr_tags=CHI PRC
751,STATE_751,753,STATE_753,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI PRC SZH
751,STATE_751,1746,STATE_1746,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI HSI PRC
752,STATE_752,1790,STATE_1790,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KMT SIC; bsr_tags=CHI HSI PRC
752,STATE_752,1744,STATE_1744,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI HSI PRC
752,STATE_752,1746,STATE_1746,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI HSI PRC
752,STATE_752,1788,STATE_1788,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI HSI PRC
752,STATE_752,1789,STATE_1789,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC; bsr_tags=CHI HSI PRC
753,STATE_753,1310,STATE_1310,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KMT SIC XSM; bsr_tags=CHI PRC SZH
753,STATE_753,1745,STATE_1745,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC XSM; bsr_tags=CHI PRC SZH
753,STATE_753,1787,STATE_1787,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC XSM; bsr_tags=CHI HSI PRC
753,STATE_753,1308,STATE_1308,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC XSM; bsr_tags=CHI NEA PRC
753,STATE_753,1791,STATE_1791,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC XSM; bsr_tags=CHI PRC SZH
753,STATE_753,1792,STATE_1792,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KMT SIC XSM; bsr_tags=CHI PRC SZH
754,STATE_754,1383,STATE_1383,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XSM; bsr_tags=POL SOV
755,STATE_755,1383,STATE_1383,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XSM; bsr_tags=POL SOV
761,STATE_761,1019,STATE_1019,manual,0.091,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=MAN; bsr_tags=MON
768,Rwanda,552,STATE_552,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEL RWA; bsr_tags=EGY
769,Burundi,1277,STATE_1277,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEL BRD; bsr_tags=EGY
775,BET - Borkou-Ennedi-Tibesti region,2000,STATE_2000,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHA DWA; bsr_tags=KSH RAJ
786,Mauritanian Desert,1908,STATE_1908,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=AOC MRT; bsr_tags=PAR
787,Northern Kashmir,441,STATE_441,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KAS KHL PAK; bsr_tags=KSH RAJ
800,Van,1217,STATE_1217,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM KUR TUR; bsr_tags=SAF TRV
805,STATE_805,829,STATE_829,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=ALB ITA; bsr_tags=MOL SOV UKR
821,STATE_821,232,STATE_232,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=CIN RUS; bsr_tags=CHE SOV
821,STATE_821,931,STATE_931,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CIN RUS; bsr_tags=DAG SOV
821,STATE_821,2009,STATE_2009,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CIN RUS; bsr_tags=DAG SOV
821,STATE_821,1092,STATE_1092,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CIN RUS; bsr_tags=GEO SOV
822,Chukotka,644,STATE_644,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=CKK FER RUS; bsr_tags=SIB SOV YAK
823,Karakalpakstan,1469,STATE_1469,manual,0.083,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KKP RUS UZB; bsr_tags=KAZ SOV
824,Yamalia,1169,STATE_1169,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=10; tsr_tags=RUS YAM; bsr_tags=SIB SOV
825,Nenets,262,STATE_262,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=9; tsr_tags=NEN RUS; bsr_tags=SOV
825,Nenets,1252,STATE_1252,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=NEN RUS; bsr_tags=SOV
827,STATE_827,1091,STATE_1091,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KBK RUS; bsr_tags=GEO SOT SOV
827,STATE_827,1226,STATE_1226,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KBK RUS; bsr_tags=GEO SOV
827,STATE_827,1326,STATE_1326,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KBK RUS; bsr_tags=CIR KBR SOV
827,STATE_827,1968,STATE_1968,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KBK RUS; bsr_tags=CIR KBR SOV
828,STATE_828,1326,STATE_1326,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=NOA RUS; bsr_tags=CIR KBR SOV
828,STATE_828,1092,STATE_1092,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=NOA RUS; bsr_tags=GEO SOV
829,Volga Germany,930,STATE_930,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS VGE; bsr_tags=SOV
829,Volga Germany,265,STATE_265,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS VGE; bsr_tags=DON SOV
829,Volga Germany,239,STATE_239,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS VGE; bsr_tags=SOV
829,Volga Germany,401,STATE_401,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS VGE; bsr_tags=SOV
831,Khiva,1465,STATE_1465,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KHI KKP RUS UZB; bsr_tags=SOV TMS
833,STATE_833,256,STATE_256,manual,0.941,incompatible province overlap rejected for automatic overlay; province_overlap=16; tsr_tags=MEL RUS; bsr_tags=SOV
833,STATE_833,252,STATE_252,manual,0.059,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=MEL RUS; bsr_tags=SOV
835,STATE_835,1419,STATE_1419,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH HAR ITA SOM; bsr_tags=CAN
837,STATE_837,861,STATE_861,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA ORO SID; bsr_tags=ENG SCO
837,STATE_837,834,STATE_834,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA ORO SID; bsr_tags=CAN QUE
838,STATE_838,1683,STATE_1683,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH GBA ITA; bsr_tags=USA
839,STATE_839,381,STATE_381,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEG ETH ITA ORO; bsr_tags=USA
840,STATE_840,381,STATE_381,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEG ETH ITA; bsr_tags=USA
841,STATE_841,839,STATE_839,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA QEM; bsr_tags=NEE USA
842,STATE_842,813,STATE_813,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA TIG; bsr_tags=BEL GER WLL
842,STATE_842,1632,STATE_1632,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA TIG; bsr_tags=USA
858,STATE_858,876,STATE_876,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SAU; bsr_tags=OMA
858,STATE_858,875,STATE_875,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SAU; bsr_tags=BHR ENG
860,STATE_860,1109,STATE_1109,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CAN QUE; bsr_tags=JAP KOR
866,STATE_866,1204,STATE_1204,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CAN; bsr_tags=BUL MAC YUG
875,Chukchi Peninsula,644,STATE_644,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CKK FER RUS; bsr_tags=SIB SOV YAK
876,Udachny,516,STATE_516,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS YAK; bsr_tags=SIB SOV
878,Khatangsky,516,STATE_516,manual,0.833,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS TAY; bsr_tags=SIB SOV
878,Khatangsky,1420,STATE_1420,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS TAY; bsr_tags=SIB SOV
879,Kargopol,1255,STATE_1255,manual,0.588,incompatible province overlap rejected for automatic overlay; province_overlap=10; tsr_tags=RUS; bsr_tags=SOV
879,Kargopol,215,STATE_215,manual,0.364,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=KAR SOV
879,Kargopol,351,STATE_351,manual,0.118,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=SOV
879,Kargopol,1371,STATE_1371,manual,0.059,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=SOV
880,Kotlas,351,STATE_351,manual,0.684,incompatible province overlap rejected for automatic overlay; province_overlap=13; tsr_tags=RUS; bsr_tags=SOV
880,Kotlas,214,STATE_214,manual,0.308,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=SOV
880,Kotlas,1255,STATE_1255,manual,0.105,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=SOV
891,STATE_891,1196,STATE_1196,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ANG POR; bsr_tags=ENG SSU SUD
908,STATE_908,846,STATE_846,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=AFA ETH; bsr_tags=USA
908,STATE_908,792,STATE_792,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=AFA ETH; bsr_tags=GER PRE RHI
911,STATE_911,873,STATE_873,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DEN; bsr_tags=ENG SUD
912,STATE_912,551,STATE_551,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DEN GER; bsr_tags=ENG SUD
913,STATE_913,910,STATE_910,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SWE; bsr_tags=JAP KOR
913,STATE_913,902,STATE_902,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SWE; bsr_tags=CHI PRC
914,STATE_914,897,STATE_897,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=NOR; bsr_tags=FRA GAB
938,STATE_938,901,STATE_901,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG NGA
938,STATE_938,927,STATE_927,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=MUS SOV
940,STATE_940,946,STATE_946,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG IRQ
940,STATE_940,938,STATE_938,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BOS CRO HRZ YUG
940,STATE_940,1488,STATE_1488,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=SAU
941,STATE_941,946,STATE_946,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG IRQ
941,STATE_941,1154,STATE_1154,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG IRQ JBS
942,STATE_942,973,STATE_973,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG
942,STATE_942,1154,STATE_1154,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG IRQ JBS
947,STATE_947,994,STATE_994,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=HUN
948,STATE_948,1109,STATE_1109,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL RAP; bsr_tags=JAP KOR
949,Aysen,1108,STATE_1108,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL; bsr_tags=JAP KOR
950,STATE_950,1111,STATE_1111,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL; bsr_tags=ETH ITA SOM
951,STATE_951,860,STATE_860,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL; bsr_tags=CUB USA
953,STATE_953,1703,STATE_1703,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG WLA; bsr_tags=GER PRE
953,STATE_953,1111,STATE_1111,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG WLA; bsr_tags=ETH ITA SOM
954,STATE_954,904,STATE_904,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG WLA; bsr_tags=JAP KOR
955,STATE_955,1108,STATE_1108,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG WLA; bsr_tags=JAP KOR
955,STATE_955,903,STATE_903,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG WLA; bsr_tags=JAP KOR
