state 10: split/merge VP added province 3544 (from 402, value=1.0)
state 1510: split/merge VP added province 9875 (from 6900, value=2.0)
state 1513: split/merge VP added province 13885 (from 4109, value=20.0)
state 1513: split/merge VP added province 1109 (from 3973, value=3.0)
state 1513: split/merge VP added province 1109 (from 863, value=1.0)
state 1513: split/merge VP added province 1109 (from 3864, value=3.0)
state 1513: split/merge VP added province 1109 (from 976, value=1.0)
state 1513: split/merge VP added province 13885 (from 7127, value=3.0)
state 1515: split/merge VP added province 6683 (from 9638, value=5.0)
state 1515: split/merge VP added province 6683 (from 6666, value=5.0)
state 1517: split/merge VP added province 3678 (from 9814, value=30.0)
state 1517: split/merge VP added province 3678 (from 1562, value=15.0)
state 1517: split/merge VP added province 3678 (from 9671, value=25.0)
state 1517: split/merge VP added province 3678 (from 9713, value=1.0)
state 1518: split/merge VP added province 9814 (from 1562, value=15.0)
state 1518: split/merge VP added province 9814 (from 9671, value=25.0)
state 1518: split/merge VP added province 9814 (from 9713, value=1.0)
state 1519: split/merge VP added province 11470 (from 11435, value=1.0)
state 1519: split/merge VP added province 11470 (from 3423, value=3.0)
state 1519: split/merge VP added province 11470 (from 9575, value=3.0)
state 1519: split/merge VP added province 11470 (from 11531, value=5.0)
state 152: split/merge VP added province 3684 (from 688, value=10.0)
state 1525: split/merge VP added province 8182 (from 2196, value=1.0)
state 1526: split/merge VP added province 10988 (from 2196, value=1.0)
state 1527: split/merge VP added province 10594 (from 5199, value=2.0)
state 1527: split/merge VP added province 10594 (from 5221, value=1.0)
state 1529: split/merge VP added province 10538 (from 697, value=1.0)
state 1530: split/merge VP added province 5221 (from 5199, value=2.0)
state 1531: split/merge VP added province 4851 (from 10929, value=1.0)
state 1532: split/merge VP added province 5657 (from 10934, value=1.0)
state 1534: split/merge VP added province 13920 (from 8214, value=1.0)
state 1537: split/merge VP added province 1580 (from 8214, value=1.0)
state 1539: split/merge VP added province 13922 (from 191, value=2.0)
state 154: split/merge VP added province 730 (from 9706, value=2.0)
state 1540: split/merge VP added province 12808 (from 1950, value=3.0)
state 1542: split/merge VP added province 5212 (from 8245, value=1.0)
state 1543: split/merge VP added province 7770 (from 4879, value=1.0)
state 1545: split/merge VP added province 1197 (from 4425, value=1.0)
state 1548: split/merge VP added province 8244 (from 1903, value=1.0)
state 155: split/merge VP added province 686 (from 11627, value=2.0)
state 1552: split/merge VP added province 9886 (from 9932, value=3.0)
state 1552: split/merge VP added province 9886 (from 3979, value=3.0)
state 1552: split/merge VP added province 9886 (from 9868, value=1.0)
state 1553: split/merge VP added province 491 (from 11479, value=3.0)
state 1553: split/merge VP added province 491 (from 3483, value=5.0)
state 1554: split/merge VP added province 11612 (from 9648, value=5.0)
state 1554: split/merge VP added province 11612 (from 3673, value=3.0)
state 1555: split/merge VP added province 572 (from 6557, value=1.0)
state 1555: split/merge VP added province 513 (from 422, value=3.0)
state 1557: split/merge VP added province 560 (from 3392, value=1.0)
state 1558: split/merge VP added province 442 (from 9427, value=20.0)
state 1558: split/merge VP added province 11507 (from 9494, value=1.0)
state 1559: split/merge VP added province 6241 (from 9363, value=1.0)
state 1559: split/merge VP added province 6286 (from 9335, value=3.0)
state 1559: split/merge VP added province 6286 (from 6336, value=1.0)
state 1560: split/merge VP added province 11232 (from 6558, value=10.0)
state 1561: split/merge VP added province 243 (from 9263, value=5.0)
state 1561: split/merge VP added province 243 (from 3295, value=5.0)
state 1561: split/merge VP added province 243 (from 279, value=1.0)
state 1562: split/merge VP added province 13203 (from 13090, value=1.0)
state 1562: split/merge VP added province 13203 (from 13091, value=3.0)
state 1563: split/merge VP added province 9295 (from 3320, value=3.0)
state 1564: split/merge VP added province 10707 (from 13090, value=1.0)
state 1564: split/merge VP added province 10707 (from 13091, value=3.0)
state 1566: split/merge VP added province 10783 (from 853, value=3.0)
state 1567: split/merge VP added province 5044 (from 4975, value=1.0)
state 1569: split/merge VP added province 12889 (from 12002, value=1.0)
state 1570: split/merge VP added province 6571 (from 3548, value=1.0)
state 1570: split/merge VP added province 6571 (from 11691, value=2.0)
state 1571: split/merge VP added province 705 (from 3686, value=20.0)
state 1571: split/merge VP added province 9718 (from 9680, value=1.0)
state 1571: split/merge VP added province 705 (from 6704, value=1.0)
state 1572: split/merge VP added province 3061 (from 9183, value=1.0)
state 1573: split/merge VP added province 4873 (from 12557, value=1.0)
state 1574: split/merge VP added province 10944 (from 12922, value=1.0)
state 1575: split/merge VP added province 12888 (from 12034, value=1.0)
state 1577: split/merge VP added province 1013 (from 7132, value=5.0)
state 1579: split/merge VP added province 11000 (from 5228, value=2.0)
state 158: split/merge VP added province 776 (from 6788, value=10.0)
state 158: split/merge VP added province 3782 (from 6780, value=5.0)
state 1580: split/merge VP added province 11001 (from 2224, value=2.0)
state 1582: split/merge VP added province 3402 (from 11420, value=5.0)
state 1586: split/merge VP added province 7107 (from 1086, value=3.0)
state 1586: split/merge VP added province 7107 (from 4206, value=1.0)
state 1586: split/merge VP added province 7107 (from 1065, value=1.0)
state 1587: split/merge VP added province 11385 (from 3230, value=5.0)
state 1588: split/merge VP added province 9494 (from 9427, value=20.0)
state 1588: split/merge VP added province 9494 (from 442, value=3.0)
state 1589: split/merge VP added province 6580 (from 11399, value=1.0)
state 159: split/merge VP added province 969 (from 3780, value=15.0)
state 1590: split/merge VP added province 422 (from 6557, value=1.0)
state 1590: split/merge VP added province 422 (from 572, value=5.0)
state 1594: split/merge VP added province 13058 (from 12512, value=1.0)
state 1595: split/merge VP added province 9791 (from 11905, value=1.0)
state 1596: split/merge VP added province 6790 (from 6606, value=5.0)
state 1596: split/merge VP added province 6790 (from 6793, value=3.0)
state 1596: split/merge VP added province 6790 (from 9752, value=1.0)
state 1597: split/merge VP added province 3775 (from 3778, value=20.0)
state 1599: split/merge VP added province 466 (from 9427, value=20.0)
state 1599: split/merge VP added province 466 (from 442, value=3.0)
state 1599: split/merge VP added province 6522 (from 9494, value=1.0)
state 1600: split/merge VP added province 395 (from 6332, value=10.0)
state 1601: split/merge VP added province 976 (from 4109, value=20.0)
state 1601: split/merge VP added province 976 (from 3973, value=3.0)
state 1601: split/merge VP added province 976 (from 863, value=1.0)
state 1601: split/merge VP added province 976 (from 3864, value=3.0)
state 1601: split/merge VP added province 976 (from 7127, value=3.0)
state 1601: split/merge VP added province 976 (from 3988, value=1.0)
state 1602: split/merge VP added province 9520 (from 3392, value=1.0)
state 1602: split/merge VP added province 9520 (from 560, value=1.0)
state 1604: split/merge VP added province 327 (from 6296, value=5.0)
state 1604: split/merge VP added province 9404 (from 9357, value=1.0)
state 1605: split/merge VP added province 12917 (from 2160, value=5.0)
state 1608: split/merge VP added province 13930 (from 1866, value=5.0)
state 161: split/merge VP added province 782 (from 6606, value=5.0)
state 161: split/merge VP added province 6793 (from 9752, value=1.0)
state 1610: split/merge VP added province 12685 (from 1836, value=1.0)
state 1611: split/merge VP added province 9535 (from 514, value=5.0)
state 1611: split/merge VP added province 9535 (from 3535, value=5.0)
state 1611: split/merge VP added province 9535 (from 9471, value=2.0)
state 1615: split/merge VP added province 4507 (from 7552, value=10.0)
state 1616: split/merge VP added province 6968 (from 10337, value=10.0)
state 1616: split/merge VP added province 13940 (from 3960, value=10.0)
state 1616: split/merge VP added province 9829 (from 12782, value=1.0)
state 1617: split/merge VP added province 11517 (from 9570, value=10.0)
state 1617: split/merge VP added province 6595 (from 552, value=1.0)
state 1617: split/merge VP added province 11517 (from 3545, value=1.0)
state 1619: split/merge VP added province 6220 (from 11370, value=20.0)
state 1619: split/merge VP added province 6292 (from 9289, value=5.0)
state 162: split/merge VP added province 6946 (from 6973, value=1.0)
state 1620: split/merge VP added province 6371 (from 11241, value=5.0)
state 1621: split/merge VP added province 1830 (from 13090, value=1.0)
state 1621: split/merge VP added province 13069 (from 13091, value=3.0)
state 1622: split/merge VP added province 9882 (from 6766, value=5.0)
state 1623: split/merge VP added province 10642 (from 4975, value=1.0)
state 1624: split/merge VP added province 9435 (from 476, value=3.0)
state 1626: split/merge VP added province 169 (from 3117, value=2.0)
state 1628: split/merge VP added province 82 (from 3073, value=1.0)
state 1629: split/merge VP added province 9233 (from 158, value=2.0)
state 1630: split/merge VP added province 162 (from 6087, value=1.0)
state 1630: split/merge VP added province 11164 (from 11125, value=1.0)
state 1630: split/merge VP added province 11030 (from 6142, value=1.0)
state 1631: split/merge VP added province 11126 (from 6013, value=1.0)
state 1631: split/merge VP added province 66 (from 6141, value=1.0)
state 1632: split/merge VP added province 1658 (from 1827, value=5.0)
state 1637: split/merge VP added province 3129 (from 53, value=3.0)
state 1637: split/merge VP added province 3188 (from 122, value=5.0)
state 1638: split/merge VP added province 3105 (from 3136, value=3.0)
state 1640: split/merge VP added province 3471 (from 3513, value=1.0)
state 1641: split/merge VP added province 12607 (from 9616, value=1.0)
state 1644: split/merge VP added province 12716 (from 4982, value=1.0)
state 1648: split/merge VP added province 13956 (from 6732, value=20.0)
state 1648: split/merge VP added province 13956 (from 12459, value=1.0)
state 1648: split/merge VP added province 13956 (from 9832, value=1.0)
state 1654: split/merge VP added province 6962 (from 9898, value=1.0)
state 1655: split/merge VP added province 9252 (from 6282, value=5.0)
state 1655: split/merge VP added province 9252 (from 11372, value=3.0)
state 1656: split/merge VP added province 3281 (from 9304, value=1.0)
state 166: split/merge VP added province 3816 (from 9840, value=1.0)
state 1661: split/merge VP added province 11848 (from 928, value=5.0)
state 1662: split/merge VP added province 3786 (from 9799, value=5.0)
state 1663: split/merge VP added province 3983 (from 10041, value=1.0)
state 1663: split/merge VP added province 3983 (from 9878, value=5.0)
state 1663: split/merge VP added province 3983 (from 3856, value=3.0)
state 1675: split/merge VP added province 10038 (from 4112, value=15.0)
state 1675: split/merge VP added province 10038 (from 928, value=5.0)
state 1678: split/merge VP added province 3967 (from 6938, value=10.0)
state 1679: split/merge VP added province 3718 (from 11666, value=30.0)
state 1679: split/merge VP added province 6552 (from 732, value=10.0)
state 1681: split/merge VP added province 6890 (from 6855, value=5.0)
state 1682: split/merge VP added province 11799 (from 11800, value=15.0)
state 1683: split/merge VP added province 3880 (from 6845, value=20.0)
state 1684: split/merge VP added province 3702 (from 3878, value=30.0)
state 1686: split/merge VP added province 1769 (from 7899, value=1.0)
state 1689: split/merge VP added province 3677 (from 9814, value=30.0)
state 1689: split/merge VP added province 3677 (from 1562, value=15.0)
state 1689: split/merge VP added province 3677 (from 9713, value=1.0)
state 1690: split/merge VP added province 1432 (from 9814, value=30.0)
state 1690: split/merge VP added province 1432 (from 1562, value=15.0)
state 1690: split/merge VP added province 6699 (from 9671, value=25.0)
state 1690: split/merge VP added province 6699 (from 9713, value=1.0)
state 1691: split/merge VP added province 823 (from 9814, value=30.0)
state 1691: split/merge VP added province 12374 (from 1562, value=15.0)
state 1691: split/merge VP added province 823 (from 9671, value=25.0)
state 1691: split/merge VP added province 823 (from 9713, value=1.0)
state 1692: split/merge VP added province 1651 (from 9814, value=30.0)
state 1692: split/merge VP added province 12303 (from 1562, value=15.0)
state 1692: split/merge VP added province 1651 (from 9671, value=25.0)
state 1692: split/merge VP added province 1651 (from 9713, value=1.0)
state 1693: split/merge VP added province 11757 (from 9814, value=30.0)
state 1693: split/merge VP added province 11757 (from 9671, value=25.0)
state 1693: split/merge VP added province 11757 (from 9713, value=1.0)
state 1694: split/merge VP added province 9855 (from 9814, value=30.0)
state 1694: split/merge VP added province 11795 (from 1562, value=15.0)
state 1694: split/merge VP added province 9855 (from 9671, value=25.0)
state 1694: split/merge VP added province 9855 (from 9713, value=1.0)
state 1695: split/merge VP added province 6861 (from 9814, value=30.0)
state 1695: split/merge VP added province 6861 (from 1562, value=15.0)
state 1695: split/merge VP added province 9637 (from 9671, value=25.0)
state 1695: split/merge VP added province 9637 (from 9713, value=1.0)
state 1696: split/merge VP added province 11763 (from 9814, value=30.0)
state 1696: split/merge VP added province 11763 (from 1562, value=15.0)
state 1696: split/merge VP added province 6876 (from 9671, value=25.0)
state 1696: split/merge VP added province 6876 (from 9713, value=1.0)
state 1697: split/merge VP added province 3875 (from 10337, value=10.0)
state 1697: split/merge VP added province 3875 (from 3960, value=10.0)
state 1697: split/merge VP added province 3875 (from 12782, value=1.0)
state 1698: split/merge VP added province 12301 (from 10337, value=10.0)
state 1698: split/merge VP added province 12301 (from 3960, value=10.0)
state 1698: split/merge VP added province 1998 (from 12782, value=1.0)
state 1699: split/merge VP added province 12410 (from 10337, value=10.0)
state 1699: split/merge VP added province 7981 (from 3960, value=10.0)
state 1699: split/merge VP added province 12341 (from 12782, value=1.0)
state 17: split/merge VP added province 196 (from 9642, value=5.0)
state 1700: split/merge VP added province 9306 (from 6282, value=5.0)
state 1700: split/merge VP added province 9306 (from 11372, value=3.0)
state 1701: split/merge VP added province 9277 (from 6282, value=5.0)
state 1701: split/merge VP added province 9361 (from 11372, value=3.0)
state 1702: split/merge VP added province 6236 (from 3473, value=1.0)
state 1704: split/merge VP added province 921 (from 3870, value=5.0)
state 1705: split/merge VP added province 6534 (from 9570, value=10.0)
state 1705: split/merge VP added province 6534 (from 3545, value=1.0)
state 1706: split/merge VP added province 9470 (from 9570, value=10.0)
state 1706: split/merge VP added province 9470 (from 552, value=1.0)
state 1706: split/merge VP added province 9470 (from 3545, value=1.0)
state 1707: split/merge VP added province 1119 (from 1005, value=5.0)
state 1708: split/merge VP added province 9332 (from 9379, value=10.0)
state 1708: split/merge VP added province 11317 (from 11297, value=5.0)
state 1708: split/merge VP added province 9332 (from 9315, value=15.0)
state 1709: split/merge VP added province 3463 (from 540, value=10.0)
state 1709: split/merge VP added province 3463 (from 6526, value=1.0)
state 1710: split/merge VP added province 421 (from 11542, value=30.0)
state 1710: split/merge VP added province 421 (from 6418, value=5.0)
state 1710: split/merge VP added province 421 (from 9569, value=5.0)
state 1710: split/merge VP added province 421 (from 9541, value=3.0)
state 1715: split/merge VP added province 9877 (from 6902, value=1.0)
state 1716: split/merge VP added province 939 (from 3938, value=30.0)
state 1716: split/merge VP added province 939 (from 858, value=1.0)
state 1717: split/merge VP added province 11870 (from 3945, value=1.0)
state 1718: split/merge VP added province 9845 (from 9793, value=1.0)
state 1719: split/merge VP added province 9903 (from 10024, value=3.0)
state 1720: split/merge VP added province 9813 (from 3816, value=3.0)
state 1720: split/merge VP added province 9813 (from 7213, value=1.0)
state 1721: split/merge VP added province 790 (from 3954, value=1.0)
state 1722: split/merge VP added province 9703 (from 11707, value=3.0)
state 1723: split/merge VP added province 11852 (from 885, value=3.0)
state 1724: split/merge VP added province 9767 (from 3938, value=30.0)
state 1725: split/merge VP added province 6749 (from 11707, value=3.0)
state 1726: split/merge VP added province 4162 (from 11929, value=1.0)
state 1728: split/merge VP added province 3324 (from 9263, value=5.0)
state 1728: split/merge VP added province 3324 (from 3295, value=5.0)
state 1728: split/merge VP added province 3324 (from 279, value=1.0)
state 1729: split/merge VP added province 541 (from 9692, value=10.0)
state 1730: split/merge VP added province 641 (from 6613, value=10.0)
state 1731: split/merge VP added province 521 (from 11516, value=5.0)
state 1732: split/merge VP added province 13368 (from 13011, value=5.0)
state 1732: split/merge VP added province 5291 (from 3560, value=1.0)
state 1733: split/merge VP added province 11488 (from 9642, value=5.0)
state 1734: split/merge VP added province 3646 (from 9642, value=5.0)
state 1737: split/merge VP added province 11398 (from 9427, value=20.0)
state 1737: split/merge VP added province 11413 (from 442, value=3.0)
state 1737: split/merge VP added province 11413 (from 9494, value=1.0)
state 1738: split/merge VP added province 7693 (from 4823, value=2.0)
state 1739: split/merge VP added province 7866 (from 4709, value=5.0)
state 1739: split/merge VP added province 7866 (from 10545, value=1.0)
state 1739: split/merge VP added province 12601 (from 4682, value=1.0)
state 1747: split/merge VP added province 4937 (from 7965, value=3.0)
state 1747: split/merge VP added province 4937 (from 10863, value=1.0)
state 1749: split/merge VP added province 10863 (from 7965, value=3.0)
state 1750: split/merge VP added province 10776 (from 1319, value=10.0)
state 1750: split/merge VP added province 10776 (from 4501, value=1.0)
state 1750: split/merge VP added province 10776 (from 12262, value=1.0)
state 1750: split/merge VP added province 10776 (from 5072, value=1.0)
state 1753: split/merge VP added province 3742 (from 8127, value=3.0)
state 1753: split/merge VP added province 3742 (from 5031, value=1.0)
state 1754: split/merge VP added province 13081 (from 3516, value=5.0)
state 1754: split/merge VP added province 13081 (from 11519, value=10.0)
state 1755: split/merge VP added province 11790 (from 925, value=1.0)
state 1756: split/merge VP added province 13379 (from 6793, value=3.0)
state 1756: split/merge VP added province 6606 (from 9752, value=1.0)
state 1757: split/merge VP added province 11861 (from 925, value=1.0)
state 1758: split/merge VP added province 3885 (from 9907, value=3.0)
state 1758: split/merge VP added province 3885 (from 6973, value=1.0)
state 1758: split/merge VP added province 9750 (from 11833, value=1.0)
state 1758: split/merge VP added province 3885 (from 6946, value=1.0)
state 1759: split/merge VP added province 6770 (from 9898, value=1.0)
state 1760: split/merge VP added province 11877 (from 9898, value=1.0)
state 1761: split/merge VP added province 3946 (from 6766, value=5.0)
state 1764: split/merge VP added province 11486 (from 9517, value=20.0)
state 1764: split/merge VP added province 519 (from 11499, value=3.0)
state 1767: split/merge VP added province 9547 (from 6488, value=20.0)
state 1767: split/merge VP added province 9547 (from 564, value=3.0)
state 1767: split/merge VP added province 9547 (from 6444, value=2.0)
state 1767: split/merge VP added province 9547 (from 11560, value=2.0)
state 1768: split/merge VP added province 13743 (from 11479, value=3.0)
state 1768: split/merge VP added province 13743 (from 3483, value=5.0)
state 1769: split/merge VP added province 6460 (from 11411, value=1.0)
state 1769: split/merge VP added province 6460 (from 6483, value=1.0)
state 1771: split/merge VP added province 3511 (from 3457, value=3.0)
state 1772: split/merge VP added province 462 (from 3457, value=3.0)
state 1774: split/merge VP added province 9342 (from 9288, value=10.0)
state 1775: split/merge VP added province 493 (from 9508, value=10.0)
state 1777: split/merge VP added province 2053 (from 10750, value=1.0)
state 1778: split/merge VP added province 10490 (from 11448, value=1.0)
state 1779: split/merge VP added province 4888 (from 12732, value=10.0)
state 1779: split/merge VP added province 7270 (from 11448, value=1.0)
state 1781: split/merge VP added province 11448 (from 12732, value=10.0)
state 1784: split/merge VP added province 2028 (from 7971, value=1.0)
state 1786: split/merge VP added province 7859 (from 12406, value=20.0)
state 1786: split/merge VP added province 7859 (from 7520, value=1.0)
state 179: split/merge VP added province 980 (from 970, value=1.0)
state 1794: split/merge VP added province 7976 (from 1319, value=10.0)
state 1794: split/merge VP added province 12262 (from 4501, value=1.0)
state 1794: split/merge VP added province 7976 (from 5072, value=1.0)
state 1796: split/merge VP added province 8238 (from 11007, value=2.0)
state 1796: split/merge VP added province 8187 (from 1449, value=3.0)
state 1797: split/merge VP added province 11007 (from 12964, value=1.0)
state 1797: split/merge VP added province 11007 (from 1449, value=3.0)
state 1798: split/merge VP added province 9609 (from 3594, value=3.0)
state 1799: split/merge VP added province 817 (from 3652, value=5.0)
state 18: split/merge VP added province 11732 (from 9490, value=5.0)
state 1801: split/merge VP added province 3762 (from 11834, value=10.0)
state 1802: split/merge VP added province 11721 (from 6788, value=10.0)
state 1802: split/merge VP added province 9738 (from 6780, value=5.0)
state 1804: split/merge VP added province 349 (from 9388, value=1.0)
state 1804: split/merge VP added province 349 (from 3258, value=1.0)
state 1805: split/merge VP added province 374 (from 3326, value=5.0)
state 1805: split/merge VP added province 6325 (from 6298, value=1.0)
state 1805: split/merge VP added province 3271 (from 6377, value=10.0)
state 1807: split/merge VP added province 9574 (from 6598, value=30.0)
state 1807: split/merge VP added province 9574 (from 13068, value=1.0)
state 1808: split/merge VP added province 11419 (from 6598, value=30.0)
state 1809: split/merge VP added province 1555 (from 12364, value=15.0)
state 1809: split/merge VP added province 1624 (from 7621, value=2.0)
state 1811: split/merge VP added province 3351 (from 6375, value=3.0)
state 1811: split/merge VP added province 3351 (from 11386, value=1.0)
state 1813: split/merge VP added province 7963 (from 2080, value=1.0)
state 1816: split/merge VP added province 4957 (from 1909, value=1.0)
state 1821: split/merge VP added province 10826 (from 10781, value=1.0)
state 1822: split/merge VP added province 5082 (from 12831, value=1.0)
state 1823: split/merge VP added province 425 (from 3561, value=5.0)
state 1823: split/merge VP added province 6501 (from 538, value=2.0)
state 1828: split/merge VP added province 4686 (from 7597, value=1.0)
state 183: split/merge VP added province 7193 (from 11984, value=5.0)
state 1835: split/merge VP added province 5056 (from 8113, value=5.0)
state 1836: split/merge VP added province 1981 (from 10879, value=1.0)
state 1837: split/merge VP added province 8050 (from 10879, value=1.0)
state 1838: split/merge VP added province 12379 (from 12364, value=15.0)
state 1839: split/merge VP added province 3536 (from 575, value=5.0)
state 1839: split/merge VP added province 6504 (from 11483, value=10.0)
state 1839: split/merge VP added province 3536 (from 11548, value=15.0)
state 184: split/merge VP added province 13559 (from 11905, value=1.0)
state 1842: split/merge VP added province 11875 (from 11834, value=10.0)
state 1843: split/merge VP added province 2083 (from 4956, value=10.0)
state 1844: split/merge VP added province 8236 (from 10889, value=1.0)
state 1844: split/merge VP added province 8236 (from 2021, value=3.0)
state 1845: split/merge VP added province 2011 (from 1965, value=25.0)
state 1846: split/merge VP added province 10730 (from 4887, value=3.0)
state 1846: split/merge VP added province 10730 (from 8032, value=1.0)
state 1848: split/merge VP added province 10895 (from 7921, value=10.0)
state 1849: split/merge VP added province 12867 (from 1900, value=3.0)
state 185: split/merge VP added province 9916 (from 10203, value=1.0)
state 185: split/merge VP added province 9916 (from 3914, value=3.0)
state 185: split/merge VP added province 12001 (from 1205, value=1.0)
state 1851: split/merge VP added province 10842 (from 10886, value=3.0)
state 1853: split/merge VP added province 8107 (from 4982, value=1.0)
state 1859: split/merge VP added province 1851 (from 4860, value=1.0)
state 1861: split/merge VP added province 10676 (from 12586, value=1.0)
state 1863: split/merge VP added province 12566 (from 1836, value=1.0)
state 1865: split/merge VP added province 6708 (from 688, value=10.0)
state 1865: split/merge VP added province 6708 (from 9665, value=3.0)
state 1866: split/merge VP added province 6421 (from 11544, value=10.0)
state 1866: split/merge VP added province 6594 (from 9557, value=2.0)
state 1867: split/merge VP added province 4991 (from 10886, value=3.0)
state 1868: split/merge VP added province 6347 (from 9263, value=5.0)
state 1868: split/merge VP added province 6347 (from 3295, value=5.0)
state 1868: split/merge VP added province 6347 (from 279, value=1.0)
state 187: split/merge VP added province 3401 (from 6550, value=1.0)
state 187: split/merge VP added province 3401 (from 8435, value=1.0)
state 1871: split/merge VP added province 10728 (from 12738, value=3.0)
state 1872: split/merge VP added province 656 (from 11584, value=10.0)
state 1872: split/merge VP added province 656 (from 3604, value=3.0)
state 1872: split/merge VP added province 656 (from 603, value=1.0)
state 1873: split/merge VP added province 10645 (from 4975, value=1.0)
state 1874: split/merge VP added province 13983 (from 853, value=3.0)
state 1875: split/merge VP added province 7818 (from 4865, value=1.0)
state 1876: split/merge VP added province 6529 (from 549, value=1.0)
state 1876: split/merge VP added province 6529 (from 678, value=5.0)
state 1876: split/merge VP added province 6529 (from 9503, value=5.0)
state 1876: split/merge VP added province 6529 (from 9559, value=10.0)
state 1877: split/merge VP added province 6585 (from 11420, value=5.0)
state 1878: split/merge VP added province 241 (from 11360, value=1.0)
state 1878: split/merge VP added province 3326 (from 11388, value=5.0)
state 1879: split/merge VP added province 8013 (from 5105, value=3.0)
state 1881: split/merge VP added province 1179 (from 12774, value=1.0)
state 1884: split/merge VP added province 7446 (from 1319, value=10.0)
state 1884: split/merge VP added province 1383 (from 12262, value=1.0)
state 1884: split/merge VP added province 7606 (from 5072, value=1.0)
state 1885: split/merge VP added province 2156 (from 12997, value=10.0)
state 1886: split/merge VP added province 13085 (from 10886, value=3.0)
state 1887: split/merge VP added province 8017 (from 12865, value=3.0)
state 1888: split/merge VP added province 13093 (from 12823, value=3.0)
state 1889: split/merge VP added province 6767 (from 1866, value=5.0)
state 189: split/merge VP added province 13892 (from 6314, value=1.0)
state 1895: split/merge VP added province 2227 (from 5168, value=5.0)
state 1896: split/merge VP added province 10939 (from 5168, value=5.0)
state 1897: split/merge VP added province 8143 (from 10946, value=1.0)
state 1900: split/merge VP added province 12396 (from 10447, value=3.0)
state 1901: split/merge VP added province 10956 (from 12853, value=3.0)
state 1905: split/merge VP added province 6462 (from 9570, value=10.0)
state 1905: split/merge VP added province 6462 (from 552, value=1.0)
state 1905: split/merge VP added province 6462 (from 3545, value=1.0)
state 1906: split/merge VP added province 12306 (from 12321, value=2.0)
state 1907: split/merge VP added province 8641 (from 12306, value=1.0)
state 1909: split/merge VP added province 11023 (from 2152, value=10.0)
state 1909: split/merge VP added province 11023 (from 2194, value=5.0)
state 1910: split/merge VP added province 7658 (from 13417, value=1.0)
state 1911: split/merge VP added province 12138 (from 12268, value=1.0)
state 1912: split/merge VP added province 1533 (from 4652, value=10.0)
state 1913: split/merge VP added province 10225 (from 12212, value=1.0)
state 1914: split/merge VP added province 4276 (from 12268, value=1.0)
state 1918: split/merge VP added province 7223 (from 13423, value=1.0)
state 1918: split/merge VP added province 7223 (from 13424, value=15.0)
state 1918: split/merge VP added province 7223 (from 13425, value=10.0)
state 1918: split/merge VP added province 7223 (from 13426, value=3.0)
state 1918: split/merge VP added province 7223 (from 13422, value=10.0)
state 1919: split/merge VP added province 10135 (from 13423, value=1.0)
state 1919: split/merge VP added province 10135 (from 13424, value=15.0)
state 1919: split/merge VP added province 10135 (from 13425, value=10.0)
state 1919: split/merge VP added province 10135 (from 13426, value=3.0)
state 1919: split/merge VP added province 10135 (from 13422, value=10.0)
state 1920: split/merge VP added province 11505 (from 6521, value=50.0)
state 1920: split/merge VP added province 11505 (from 3522, value=5.0)
state 1921: split/merge VP added province 1796 (from 10372, value=1.0)
state 1921: split/merge VP added province 1796 (from 12448, value=1.0)
state 1924: split/merge VP added province 12851 (from 10836, value=1.0)
state 1925: split/merge VP added province 7950 (from 10836, value=1.0)
state 1926: split/merge VP added province 11545 (from 514, value=5.0)
state 1926: split/merge VP added province 11545 (from 3535, value=5.0)
state 1926: split/merge VP added province 11545 (from 9471, value=2.0)
state 1929: split/merge VP added province 12252 (from 12225, value=3.0)
state 1929: split/merge VP added province 5176 (from 10325, value=1.0)
state 1929: split/merge VP added province 5176 (from 7415, value=1.0)
state 193: split/merge VP added province 546 (from 3568, value=3.0)
state 1934: split/merge VP added province 9559 (from 6529, value=1.0)
state 1934: split/merge VP added province 9559 (from 549, value=1.0)
state 1934: split/merge VP added province 9559 (from 678, value=5.0)
state 1934: split/merge VP added province 9559 (from 9503, value=5.0)
state 1935: split/merge VP added province 11969 (from 9994, value=1.0)
state 1935: split/merge VP added province 7180 (from 11921, value=1.0)
state 1937: split/merge VP added province 10026 (from 7005, value=1.0)
state 1938: split/merge VP added province 10103 (from 4075, value=5.0)
state 1938: split/merge VP added province 10103 (from 9948, value=1.0)
state 194: split/merge VP added province 3203 (from 6232, value=1.0)
state 1940: split/merge VP added province 3701 (from 6727, value=1.0)
state 1942: split/merge VP added province 9048 (from 9263, value=5.0)
state 1942: split/merge VP added province 9048 (from 3295, value=5.0)
state 1942: split/merge VP added province 334 (from 279, value=1.0)
state 1943: split/merge VP added province 4861 (from 12674, value=1.0)
state 1944: split/merge VP added province 10930 (from 5199, value=2.0)
state 1944: split/merge VP added province 10930 (from 5221, value=1.0)
state 1946: split/merge VP added province 1412 (from 7244, value=1.0)
state 1949: split/merge VP added province 5032 (from 8011, value=10.0)
state 1949: split/merge VP added province 5032 (from 4315, value=10.0)
state 1949: split/merge VP added province 4278 (from 7244, value=1.0)
state 1951: split/merge VP added province 7570 (from 12371, value=1.0)
state 1954: split/merge VP added province 9517 (from 11499, value=3.0)
state 1961: split/merge VP added province 13209 (from 12986, value=1.0)
state 1962: split/merge VP added province 8160 (from 2226, value=2.0)
state 1964: split/merge VP added province 9557 (from 11544, value=10.0)
state 1964: split/merge VP added province 9557 (from 6421, value=2.0)
