bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,suggested_decision_status,manual_decision,manual_tsr_state_id,reviewer_notes,applied_tsr_state_id,applied_mapping_type
506,STATE_506,952,STATE_952,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,952,split
507,Magallanes,949,Aysen,merge,,approve_selected,,Phase4c: conf=0.833 resource/building dist auto approve,949,merge
508,Tucuman,960,STATE_960,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,960,merge
509,Chaco Australis,509,Chaco Australis,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,509,merge
510,STATE_510,510,STATE_510,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,510,split
511,Mendoza,511,Mendoza,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,511,merge
512,STATE_512,954,STATE_954,merge,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,954,merge
513,STATE_513,513,Tlmecen,merge,,approve_selected,,Phase4b: conf=0.625 owner/core conflict auto approve,513,merge
514,STATE_514,514,Algerian Desert,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,514,split
515,STATE_515,515,STATE_515,split,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,515,split
516,STATE_516,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
521,STATE_521,521,STATE_521,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,521,merge
522,STATE_522,522,STATE_522,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,522,same_id_same_area
523,STATE_523,523,STATE_523,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,523,merge
524,STATE_524,524,STATE_524,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,524,same_id_same_area
525,STATE_525,525,STATE_525,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,525,split
526,STATE_526,526,STATE_526,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,526,split
527,STATE_527,527,STATE_527,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,527,merge
528,STATE_528,528,North Kyushu,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,528,split
529,Chugoku,529,"San'yo, formerly Chugoku",merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,529,merge
530,STATE_530,530,Shikoku,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,530,split
531,STATE_531,531,Kansai,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,531,split
533,STATE_533,533,North Tohoku,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,533,merge
534,Hokuriku,534,"was Hokuriku, is actually Kōshin'etsu",split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,534,split
535,Koshinetsu,535,"was Koshinetsu, is actually Hokuriku",merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,535,merge
536,STATE_536,536,STATE_536,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,536,same_id_same_area
537,STATE_537,537,STATE_537,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,537,same_id_same_area
538,STATE_538,538,STATE_538,merge,,approve_selected,,Phase4c: conf=0.714 resource/building dist auto approve,538,merge
539,STATE_539,539,STATE_539,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,539,same_id_same_area
540,STATE_540,892,STATE_892,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,892,merge
541,STATE_541,893,STATE_893,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,893,merge
542,STATE_542,542,STATE_542,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,542,split
543,STATE_543,543,STATE_543,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,543,same_id_same_area
544,STATE_544,544,STATE_544,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,544,split
545,STATE_545,545,STATE_545,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,545,split
546,STATE_546,546,STATE_546,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,546,split
547,STATE_547,904,STATE_904,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,904,merge
548,STATE_548,548,STATE_548,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,548,split
549,STATE_549,549,"Kurdufan / was ""Sudan""",split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,549,split
550,STATE_550,550,STATE_550,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,550,same_id_same_area
551,STATE_551,551,STATE_551,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,551,merge
552,STATE_552,552,STATE_552,merge,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,552,merge
553,STATE_553,553,STATE_553,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,553,split
554,STATE_554,554,STATE_554,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,554,split
555,Kuril Islands,555,Kuril Islands,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,555,same_id_same_area
556,Mali (previously French West Africa),556,STATE_556,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,556,same_id_same_area
557,Mauritania,557,Mauritania,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,557,same_id_same_area
558,STATE_558,902,STATE_902,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,902,merge
559,STATE_559,559,STATE_559,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,559,split
560,STATE_560,560,Nikolayevsk,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,560,split
561,STATE_561,561,Amur,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,561,split
562,Okhotsk,562,Okhotsk,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,562,merge
563,STATE_563,563,Chita,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,563,merge
564,Ulan Ude,564,Ulan Ude,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,564,same_id_same_area
565,Bodaybo,565,Bodaybo,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,565,same_name
566,Irktusk,566,Irktusk,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,566,same_id_same_area
567,STATE_567,567,Bratsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,567,same_id_same_area
568,Krasnoyarsk,568,Krasnoyarsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,568,same_id_same_area
569,Kemerovo,569,Khakassia,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,569,same_id_same_area
570,Novosibirsk,570,Novosibirsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,570,same_id_same_area
571,Omsk,571,Omsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,571,same_id_same_area
572,Chelyabinsk,572,Chelyabinsk,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,572,same_id_same_area
573,Zlatoust,573,Zlatoust,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,573,same_name
574,STATE_574,574,Yakutsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,574,same_id_same_area
575,Kirensk,575,Kirensk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,575,same_id_same_area
576,Yeniseisk,576,Yeniseisk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,576,same_id_same_area
577,STATE_577,577,STATE_577,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,577,same_id_same_area
578,Tomsk,578,Tomsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,578,same_id_same_area
579,Salekhard,579,Salekhard,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,579,same_id_same_area
580,Tobolsk,580,Tobolsk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,580,same_id_same_area
581,STATE_581,581,STATE_581,split,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,581,split
582,STATE_582,582,STATE_582,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,582,same_id_same_area
583,STATE_583,583,STATE_583,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,583,split
584,STATE_584,584,STATE_584,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,584,split
585,STATE_585,585,Navoiy,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,585,merge
586,STATE_586,586,STATE_586,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,586,merge
587,STATE_587,587,STATE_587,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,587,same_id_same_area
588,STATE_588,882,Pavlodar,merge,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,882,merge
589,STATE_589,589,STATE_589,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,589,merge
590,Akmolinsk,590,Akmolinsk,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,590,merge
591,STATE_591,591,STATE_591,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,591,same_id_same_area
592,STATE_592,592,STATE_592,merge,,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve,592,merge
593,STATE_593,593,STATE_593,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,593,split
594,STATE_594,1033,STATE_1033,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1033,split
595,STATE_595,595,STATE_595,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,595,same_id_same_area
596,STATE_596,596,STATE_596,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,596,same_id_same_area
597,STATE_597,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
598,STATE_598,598,STATE_598,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,598,same_name
599,STATE_599,594,STATE_594,split,,approve_selected,,Phase4a: conf=0.929 owner/core conflict auto approve,594,split
600,STATE_600,600,STATE_600,same_id_same_area,,approve_selected,,Phase4a: conf=0.931 owner/core conflict auto approve,600,same_id_same_area
601,STATE_601,601,STATE_601,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,601,split
602,STATE_602,602,STATE_602,same_id_same_area,,approve_selected,,Phase4a: conf=0.947 owner/core conflict auto approve,602,same_id_same_area
603,STATE_603,603,STATE_603,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,603,same_id_same_area
604,STATE_604,604,STATE_604,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,604,split
605,STATE_605,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
606,STATE_606,606,STATE_606,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,606,same_id_same_area
607,STATE_607,607,STATE_607,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,607,same_id_same_area
608,STATE_608,608,STATE_608,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,608,same_id_same_area
609,STATE_609,609,East Hebei,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,609,same_id_same_area
610,STATE_610,610,Jehol,merge,,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve,610,merge
611,STATE_611,611,South Chahar,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,611,merge
612,STATE_612,612,STATE_612,merge,,approve_selected,,Phase4b: conf=0.786 owner/core conflict auto approve,612,merge
613,STATE_613,613,Shanghai,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,613,same_id_same_area
614,Hebei,614,Hebei,same_id_same_area,,approve_selected,,Phase4a: conf=0.929 owner/core conflict auto approve,614,same_id_same_area
615,STATE_615,615,STATE_615,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,615,merge
616,STATE_616,1040,STATE_1040,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1040,merge
617,STATE_617,617,STATE_617,merge,,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve,617,merge
618,STATE_618,618,Dzungaria,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,618,split
619,STATE_619,619,Yarkand,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,619,split
620,STATE_620,620,STATE_620,same_id_same_area,,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve,620,same_id_same_area
621,STATE_621,621,STATE_621,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,621,split
622,STATE_622,622,STATE_622,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,622,same_name
623,STATE_623,623,Luzon,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,623,merge
624,STATE_624,624,Central Islands,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,624,merge
626,STATE_626,626,STATE_626,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,626,same_id_same_area
627,STATE_627,1026,STATE_1026,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1026,merge
633,STATE_633,633,STATE_633,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,633,same_id_same_area
634,STATE_634,634,STATE_634,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,634,same_id_same_area
635,STATE_635,635,STATE_635,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,635,same_id_same_area
636,STATE_636,636,STATE_636,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,636,same_id_same_area
637,STATE_637,637,Kamchatka,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,637,same_id_same_area
639,STATE_639,639,STATE_639,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,639,same_id_same_area
640,STATE_640,998,STATE_998,merge,,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve,998,merge
641,STATE_641,641,STATE_641,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,641,split
642,STATE_642,642,STATE_642,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,642,same_id_same_area
643,STATE_643,643,STATE_643,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,643,same_id_same_area
644,STATE_644,644,Kolyma,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,644,merge
646,STATE_646,646,STATE_646,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,646,same_id_same_area
647,STATE_647,647,STATE_647,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,647,same_id_same_area
648,STATE_648,648,STATE_648,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,648,same_id_same_area
650,STATE_650,650,STATE_650,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,650,same_id_same_area
651,Ufa,651,Ufa,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,651,same_id_same_area
652,STATE_652,652,STATE_652,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,652,same_id_same_area
653,Sverdlovsk,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
654,Gorno-Altaysk,654,Gorno-Altaysk,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,654,same_id_same_area
655,STATE_655,655,STATE_655,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,655,same_id_same_area
656,STATE_656,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
657,Birobidzhan,657,Birobidzhan,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,657,same_id_same_area
658,STATE_658,658,STATE_658,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,658,same_id_same_area
659,STATE_659,659,STATE_659,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,659,merge
660,STATE_660,660,STATE_660,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,660,split
661,STATE_661,661,STATE_661,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,661,split
662,STATE_662,662,STATE_662,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,662,merge
663,STATE_663,663,STATE_663,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,663,split
664,STATE_664,664,STATE_664,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,664,split
665,STATE_665,665,STATE_665,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,665,split
666,STATE_666,666,STATE_666,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,666,split
667,STATE_667,667,STATE_667,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),667,merge
668,STATE_668,668,STATE_668,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,668,split
669,STATE_669,1079,STATE_1079,merge,,approve_selected,,Phase4a: conf=0.857 owner/core conflict auto approve,1079,merge
670,STATE_670,670,STATE_670,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,670,split
671,STATE_671,671,STATE_671,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,671,split
672,STATE_672,1070,STATE_1070,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1070,split
673,STATE_673,673,STATE_673,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,673,same_id_same_area
674,STATE_674,1096,STATE_1096,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1096,same_name
675,STATE_675,675,STATE_675,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,675,same_name
676,STATE_676,676,STATE_676,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,676,split
677,STATE_677,677,STATE_677,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,677,split
678,STATE_678,678,STATE_678,merge,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,678,merge
679,STATE_679,856,STATE_856,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),856,merge
680,STATE_680,680,STATE_680,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,680,merge
681,STATE_681,681,Cape,split,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,681,split
682,STATE_682,682,STATE_682,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,682,split
683,STATE_683,683,STATE_683,merge,,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve,683,merge
684,STATE_684,684,STATE_684,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,684,same_id_same_area
686,STATE_686,686,STATE_686,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,686,split
687,STATE_687,687,STATE_687,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,687,split
688,STATE_688,688,STATE_688,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,688,split
694,STATE_694,694,STATE_694,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,694,same_id_same_area
699,STATE_699,699,STATE_699,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,699,split
700,STATE_700,700,STATE_700,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,700,same_id_same_area
701,STATE_701,701,STATE_701,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,701,same_id_same_area
702,STATE_702,702,STATE_702,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,702,same_id_same_area
705,STATE_705,705,STATE_705,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,705,same_id_same_area
706,STATE_706,706,STATE_706,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,706,same_id_same_area
708,STATE_708,708,STATE_708,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,708,same_id_same_area
711,STATE_711,711,STATE_711,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,711,same_id_same_area
713,STATE_713,713,STATE_713,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,713,same_id_same_area
714,STATE_714,714,STATE_714,merge,,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve,714,merge
715,STATE_715,715,STATE_715,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,715,merge
716,STATE_716,716,STATE_716,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,716,split
717,STATE_717,717,STATE_717,split,,approve_selected,,Phase4a: conf=0.957 owner/core conflict auto approve,717,split
718,STATE_718,890,STATE_890,merge,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,890,merge
719,STATE_719,719,Natal,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,719,split
720,STATE_720,720,STATE_720,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,720,same_id_same_area
721,STATE_721,721,STATE_721,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,721,same_id_same_area
722,STATE_722,722,PETSAMO,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,722,same_id_same_area
723,STATE_723,723,STATE_723,merge,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,723,merge
724,STATE_724,724,STATE_724,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,724,split
725,STATE_725,725,STATE_725,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,725,same_id_same_area
726,STATE_726,726,STATE_726,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,726,same_id_same_area
727,STATE_727,727,STATE_727,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,727,same_id_same_area
728,STATE_728,728,STATE_728,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,728,same_id_same_area
729,STATE_729,729,STATE_729,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,729,same_id_same_area
730,STATE_730,730,STATE_730,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,730,same_id_same_area
731,STATE_731,731,STATE_731,merge,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,731,merge
732,STATE_732,732,STATE_732,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,732,split
733,STATE_733,733,STATE_733,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,733,same_id_same_area
734,STATE_734,734,STATE_734,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,734,same_id_same_area
735,STATE_735,1066,STATE_1066,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1066,same_name
736,STATE_736,852,Dalmatia,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,852,split
737,STATE_737,737,STATE_737,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,737,same_id_same_area
738,STATE_738,738,STATE_738,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,738,same_id_same_area
741,STATE_741,741,STATE_741,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,741,split
742,STATE_742,742,STATE_742,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,742,split
743,STATE_743,743,STATE_743,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,743,same_id_same_area
744,STATE_744,744,STATE_744,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,744,same_id_same_area
745,STATE_745,745,STATE_745,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,745,same_id_same_area
746,STATE_746,746,STATE_746,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,746,same_id_same_area
747,STATE_747,747,STATE_747,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,747,split
748,STATE_748,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
749,STATE_749,749,STATE_749,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,749,same_id_same_area
750,STATE_750,750,STATE_750,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,750,same_id_same_area
751,STATE_751,751,STATE_751,same_name,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,751,same_name
752,STATE_752,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
753,STATE_753,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
754,STATE_754,754,STATE_754,split,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,754,split
755,STATE_755,755,STATE_755,merge,,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve,755,merge
756,STATE_756,1044,STATE_1044,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1044,split
757,STATE_757,757,STATE_757,merge,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,757,merge
758,STATE_758,758,STATE_758,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,758,split
759,STATE_759,1042,STATE_1042,split,,approve_selected,,Phase4a: conf=0.833 owner/core conflict auto approve,1042,split
760,STATE_760,760,STATE_760,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,760,split
761,STATE_761,761,STATE_761,merge,,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve,761,merge
762,STATE_762,762,STATE_762,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,762,same_id_same_area
763,STATE_763,763,STATE_763,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,763,split
764,STATE_764,764,STATE_764,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,764,split
765,STATE_765,765,STATE_765,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,765,same_id_same_area
766,STATE_766,766,STATE_766,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,766,split
767,STATE_767,767,North Darfur,same_id_same_area,,approve_selected,,Phase2: conf=1.0 issues=0 auto approve,767,same_id_same_area
770,STATE_770,770,STATE_770,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,770,split
771,Zambia,771,Zambia,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,771,split
772,STATE_772,772,Middle Congo (Brazzaville),split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,772,split
773,Cameroon,773,Cameroon,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,773,split
774,STATE_774,774,STATE_774,split,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,774,split
