tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes,resources
65,STATE_65,65,STATE_65,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,	resources = { 		steel = 41 #was 12 was 32 #was 53 # was: 90 		coal = 13 # initial distribution 	}
65,STATE_65,1611,STATE_1611,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,	resources = { 		steel = 41 #was 12 was 32 #was 53 # was: 90 		coal = 13 # initial distribution 	}
65,STATE_65,1926,STATE_1926,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,	resources = { 		steel = 41 #was 12 was 32 #was 53 # was: 90 		coal = 13 # initial distribution 	}
65,STATE_65,2036,STATE_2036,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,	resources = { 		steel = 41 #was 12 was 32 #was 53 # was: 90 		coal = 13 # initial distribution 	}
65,STATE_65,1328,STATE_1328,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,	resources = { 		steel = 41 #was 12 was 32 #was 53 # was: 90 		coal = 13 # initial distribution 	}
66,STATE_66,1705,STATE_1705,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
66,STATE_66,66,STATE_66,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
66,STATE_66,1617,STATE_1617,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
66,STATE_66,801,STATE_801,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
66,STATE_66,1706,STATE_1706,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
66,STATE_66,802,STATE_802,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
66,STATE_66,1905,STATE_1905,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1, 	resources = { 		steel = 10 #was 32 #was 50 # was: 110 		aluminium = 16 # was: 38 		coal = 12 # initial distribution / 660 total 	}
67,STATE_67,1347,STATE_1347,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/5; bsr_source_count=1,	resources = { 		steel = 8 #was 11 #was: 11 was 19 # was: 60 		aluminium = 6 # was: 20 		coal = 25 # initial distribution / 660 total 	}
67,STATE_67,1275,STATE_1275,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1,	resources = { 		steel = 8 #was 11 #was: 11 was 19 # was: 60 		aluminium = 6 # was: 20 		coal = 25 # initial distribution / 660 total 	}
67,STATE_67,1348,STATE_1348,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1,	resources = { 		steel = 8 #was 11 #was: 11 was 19 # was: 60 		aluminium = 6 # was: 20 		coal = 25 # initial distribution / 660 total 	}
67,STATE_67,803,STATE_803,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1,	resources = { 		steel = 8 #was 11 #was: 11 was 19 # was: 60 		aluminium = 6 # was: 20 		coal = 25 # initial distribution / 660 total 	}
67,STATE_67,67,STATE_67,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,	resources = { 		steel = 8 #was 11 #was: 11 was 19 # was: 60 		aluminium = 6 # was: 20 		coal = 25 # initial distribution / 660 total 	}
68,STATE_68,68,STATE_68,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/6; bsr_source_count=1,	resources = { 		aluminium = 15 # was: 24 	}
68,STATE_68,2035,STATE_2035,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1,	resources = { 		aluminium = 15 # was: 24 	}
68,STATE_68,1702,STATE_1702,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,	resources = { 		aluminium = 15 # was: 24 	}
68,STATE_68,2032,STATE_2032,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,	resources = { 		aluminium = 15 # was: 24 	}
68,STATE_68,1332,STATE_1332,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,	resources = { 		aluminium = 15 # was: 24 	}
68,STATE_68,2034,STATE_2034,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,	resources = { 		aluminium = 15 # was: 24 	}
69,STATE_69,69,STATE_69,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources = { 		steel = 4 # was: 8 	}
69,STATE_69,887,STATE_887,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,	 	resources = { 		steel = 4 # was: 8 	}
70,STATE_70,1729,STATE_1729,merge,0.714,split+merge; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=2,	 	resources = { 		tungsten = 1 # was: 2 	}
70,STATE_70,889,STATE_889,split,0.500,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,	 	resources = { 		tungsten = 1 # was: 2 	}
70,STATE_70,70,STATE_70,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	 	resources = { 		tungsten = 1 # was: 2 	}
71,STATE_71,1729,STATE_1729,merge,0.429,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2,	 	resources = { 		coal = 2 # initial distribution / 60 total 	}
71,STATE_71,71,STATE_71,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1,	 	resources = { 		coal = 2 # initial distribution / 60 total 	}
71,STATE_71,1325,STATE_1325,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	 	resources = { 		coal = 2 # initial distribution / 60 total 	}
72,STATE_72,72,STATE_72,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources = { 		coal = 7 # initial distribution / 60 total 	}
72,STATE_72,1803,STATE_1803,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	 	resources = { 		coal = 7 # initial distribution / 60 total 	}
74,STATE_74,74,STATE_74,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources = { 		coal = 12 # initial distribution / 60 total 	}
74,STATE_74,1710,STATE_1710,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,	 	resources = { 		coal = 12 # initial distribution / 60 total 	}
79,STATE_79,79,STATE_79,split,1.000,split; province_overlap=12; tsr_overlap_rank=1/3; bsr_source_count=1,	 	resources = { 		coal = 1 # initial distribution 	}
79,STATE_79,833,STATE_833,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,	 	resources = { 		coal = 1 # initial distribution 	}
79,STATE_79,830,STATE_830,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1,	 	resources = { 		coal = 1 # initial distribution 	}
88,STATE_88,1558,STATE_1558,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,1737,STATE_1737,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,1599,STATE_1599,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,88,STATE_88,split,0.250,split; province_overlap=1; tsr_overlap_rank=4/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,1181,STATE_1181,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,996,STATE_996,split,0.500,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,1374,STATE_1374,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,1588,STATE_1588,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
88,STATE_88,863,STATE_863,split,1.000,split; province_overlap=1; tsr_overlap_rank=9/9; bsr_source_count=1,	resources={ 		steel=5.000 		oil=3.000 	}
90,Kielce,90,STATE_90,merge,0.714,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2,	 	resources={ 		steel=8 # was: 12 	}
90,Kielce,10,STATE_10,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=3,	 	resources={ 		steel=8 # was: 12 	}
92,STATE_92,92,STATE_92,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2, 	resources = { 		coal = 2 # initial distribution 	}
92,STATE_92,1712,STATE_1712,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1, 	resources = { 		coal = 2 # initial distribution 	}
92,STATE_92,1406,STATE_1406,split,0.500,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1, 	resources = { 		coal = 2 # initial distribution 	}
92,STATE_92,1589,STATE_1589,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1, 	resources = { 		coal = 2 # initial distribution 	}
101,STATE_101,101,STATE_101,split,0.800,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1,	resources = { 		aluminium = 10.000 		coal = 1 #initial distribution 	}
101,STATE_101,1594,STATE_1594,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources = { 		aluminium = 10.000 		coal = 1 #initial distribution 	}
104,STATE_104,1048,STATE_1048,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,104,STATE_104,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,1421,STATE_1421,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,1047,STATE_1047,split,1.000,split; province_overlap=3; tsr_overlap_rank=4/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,2004,STATE_2004,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,2003,STATE_2003,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/8; bsr_source_count=2,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,1404,STATE_1404,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
104,STATE_104,2011,STATE_2011,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1,	 	resources={ 		aluminium=7 # was: 10 		coal = 2 # initial distribution 	}
105,STATE_105,1189,STATE_1189,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,	resources={ 		chromium=20.000 		aluminium=70.000 	}
105,STATE_105,105,STATE_105,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,	resources={ 		chromium=20.000 		aluminium=70.000 	}
105,STATE_105,940,STATE_940,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,	resources={ 		chromium=20.000 		aluminium=70.000 	}
106,STATE_106,106,STATE_106,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1,	resources = { 		chromium = 50.000 		aluminium = 10.000 	}
106,STATE_106,1204,STATE_1204,split,0.500,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,	resources = { 		chromium = 50.000 		aluminium = 10.000 	}
106,STATE_106,1230,STATE_1230,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	resources = { 		chromium = 50.000 		aluminium = 10.000 	}
107,STATE_107,107,STATE_107,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2, 	resources = { 		coal = 4 # initial distribution 	}
107,STATE_107,872,STATE_872,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2, 	resources = { 		coal = 4 # initial distribution 	}
108,STATE_108,107,STATE_107,merge,0.300,split+merge; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=2,	resources={ 		steel=3.000 	}
108,STATE_108,872,STATE_872,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=2,	resources={ 		steel=3.000 	}
108,STATE_108,1403,STATE_1403,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,	resources={ 		steel=3.000 	}
108,STATE_108,878,STATE_878,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2,	resources={ 		steel=3.000 	}
108,STATE_108,1190,STATE_1190,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,	resources={ 		steel=3.000 	}
108,STATE_108,108,STATE_108,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2,	resources={ 		steel=3.000 	}
109,Croatia,109,STATE_109,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1, 	resources = { 		coal = 1 #initial distribution 	}
109,Croatia,937,STATE_937,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1, 	resources = { 		coal = 1 #initial distribution 	}
109,Croatia,2012,STATE_2012,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1, 	resources = { 		coal = 1 #initial distribution 	}
109,Croatia,869,STATE_869,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1, 	resources = { 		coal = 1 #initial distribution 	}
113,Leinster,113,Leinster,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		aluminium=0 # was: 2 		steel=2 # was: 3 		coal = 1 # initial distribution 	}
113,Leinster,1396,STATE_1396,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,	resources={ 		aluminium=0 # was: 2 		steel=2 # was: 3 		coal = 1 # initial distribution 	}
117,Campania,117,STATE_117,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2,	resources = { 		aluminium = 10 # was: 16 (MM: This WAS before my time) 		steel = 15 # was: 24 (MM: This WAS before my time) 	}
117,Campania,991,STATE_991,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1,	resources = { 		aluminium = 10 # was: 16 (MM: This WAS before my time) 		steel = 15 # was: 24 (MM: This WAS before my time) 	}
119,STATE_119,1397,STATE_1397,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1,	 	resources={ 		aluminium=2 		coal = 2 #initial distribution 	}
119,STATE_119,119,STATE_119,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,	 	resources={ 		aluminium=2 		coal = 2 #initial distribution 	}
119,STATE_119,1398,STATE_1398,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,	 	resources={ 		aluminium=2 		coal = 2 #initial distribution 	}
119,STATE_119,1399,STATE_1399,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,	 	resources={ 		aluminium=2 		coal = 2 #initial distribution 	}
127,Sussex,127,Sussex,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources = { 		coal = 6 #initial distribution 	}
127,Sussex,1422,STATE_1422,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1, 	resources = { 		coal = 6 #initial distribution 	}
128,STATE_128,1401,STATE_1401,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=3,	resources={ 		steel=27 # was: 48 		coal = 13 # initial distribution 	}
128,STATE_128,128,STATE_128,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1,	resources={ 		steel=27 # was: 48 		coal = 13 # initial distribution 	}
128,STATE_128,132,Lancashire,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	resources={ 		steel=27 # was: 48 		coal = 13 # initial distribution 	}
129,STATE_129,129,STATE_129,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources={ 		steel = 11 # was: 20 		coal = 8 #initial distribution 	}
129,STATE_129,130,STATE_130,merge,0.429,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2,	 	resources={ 		steel = 11 # was: 20 		coal = 8 #initial distribution 	}
130,STATE_130,130,STATE_130,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2,	 	resources={ 		steel = 71 # was: 120 		coal = 51 # initial distribution 	}
130,STATE_130,1708,STATE_1708,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,	 	resources={ 		steel = 71 # was: 120 		coal = 51 # initial distribution 	}
132,Lancashire,132,Lancashire,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,	 	resources={ 		steel = 31 # was: 56 		aluminium = 2 # was: 4 		coal = 33 #initial distribution 	}
132,Lancashire,1401,STATE_1401,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=3,	 	resources={ 		steel = 31 # was: 56 		aluminium = 2 # was: 4 		coal = 33 #initial distribution 	}
138,STATE_138,138,STATE_138,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1, 	resources = { 		coal = 2 #initial distribution 	}
138,STATE_138,1006,STATE_1006,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1, 	resources = { 		coal = 2 #initial distribution 	}
139,STATE_139,139,STATE_139,merge,1.000,merge; province_overlap=13; bsr_source_count=2,	resources = { 		steel = 4 	}
140,Västra Götaland,140,STATE_140,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1,	resources = { 		steel = 2 		coal = 1 #initial distribution  	}
140,Västra Götaland,1657,STATE_1657,merge,0.200,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2,	resources = { 		steel = 2 		coal = 1 #initial distribution  	}
141,Svealand,141,STATE_141,split,1.000,split; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=1,	 	resources = { 		steel = 24 # was: 40 		aluminium = 2 # was: 4 	}
141,Svealand,1007,STATE_1007,merge,0.778,split+merge; province_overlap=7; tsr_overlap_rank=2/2; bsr_source_count=2,	 	resources = { 		steel = 24 # was: 40 		aluminium = 2 # was: 4 	}
142,STATE_142,142,STATE_142,merge,0.895,split+merge; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=2,	 	resources={ 		chromium=1 # was: 2 		aluminium=10 # was: 22 	}
142,STATE_142,1637,STATE_1637,merge,0.600,split+merge; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=4,	 	resources={ 		chromium=1 # was: 2 		aluminium=10 # was: 22 	}
142,STATE_142,143,STATE_143,merge,0.045,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=3,	 	resources={ 		chromium=1 # was: 2 		aluminium=10 # was: 22 	}
144,Nordland,1014,STATE_1014,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2,	 	resources = { 		steel = 6 	}
144,Nordland,1013,STATE_1013,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2,	 	resources = { 		steel = 6 	}
148,LAPPI,148,STATE_148,split,1.000,split; province_overlap=15; tsr_overlap_rank=1/3; bsr_source_count=1,	 	resources = { 		steel = 7 # was: 8 		chromium = 2 # was: 2 	}
148,LAPPI,1630,Savo / Tavastland / Tavastia,merge,0.533,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2,	 	resources = { 		steel = 7 # was: 8 		chromium = 2 # was: 2 	}
148,LAPPI,1361,STATE_1361,split,1.000,split; province_overlap=6; tsr_overlap_rank=3/3; bsr_source_count=1,	 	resources = { 		steel = 7 # was: 8 		chromium = 2 # was: 2 	}
150,KUOPIO,1151,STATE_1151,merge,0.812,split+merge; province_overlap=13; tsr_overlap_rank=1/5; bsr_source_count=3,	 	resources={ 		steel=3 # was: 4 	}
150,KUOPIO,150,Savo,merge,0.688,split+merge; province_overlap=11; tsr_overlap_rank=2/5; bsr_source_count=3,	 	resources={ 		steel=3 # was: 4 	}
150,KUOPIO,1627,Savo / Tavastland / Tavastia,merge,0.091,split+merge; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=6,	 	resources={ 		steel=3 # was: 4 	}
150,KUOPIO,1628,Savo / Tavastland / Tavastia,merge,0.091,split+merge; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=3,	 	resources={ 		steel=3 # was: 4 	}
150,KUOPIO,1629,Savo / Tavastland / Tavastia,merge,0.111,split+merge; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=2,	 	resources={ 		steel=3 # was: 4 	}
151,STATE_151,894,STATE_894,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,	resources={ 		aluminium=15 # was: 24 	}
151,STATE_151,151,STATE_151,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2,	resources={ 		aluminium=15 # was: 24 	}
151,STATE_151,893,STATE_893,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2,	resources={ 		aluminium=15 # was: 24 	}
152,STATE_152,152,STATE_152,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1,	 	resources = { 		steel = 15 # was: 8 		aluminium = 1 # was: 1 		coal = 4 # initial distribution / 5 total 	}
152,STATE_152,1865,STATE_1865,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,	 	resources = { 		steel = 15 # was: 8 		aluminium = 1 # was: 1 		coal = 4 # initial distribution / 5 total 	}
152,STATE_152,1149,STATE_1149,merge,0.167,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2,	 	resources = { 		steel = 15 # was: 8 		aluminium = 1 # was: 1 		coal = 4 # initial distribution / 5 total 	}
152,STATE_152,806,STATE_806,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2,	 	resources = { 		steel = 15 # was: 8 		aluminium = 1 # was: 1 		coal = 4 # initial distribution / 5 total 	}
155,North Transdanubia,155,STATE_155,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1," 	resources = { 		aluminium = 40 # moved from Northern Hungary, then was 60 		coal = 1 # more coal is added through a focus 	}"
155,North Transdanubia,1431,STATE_1431,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2," 	resources = { 		aluminium = 40 # moved from Northern Hungary, then was 60 		coal = 1 # more coal is added through a focus 	}"
155,North Transdanubia,808,STATE_808,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2," 	resources = { 		aluminium = 40 # moved from Northern Hungary, then was 60 		coal = 1 # more coal is added through a focus 	}"
158,STATE_158,988,STATE_988,split,0.833,split; province_overlap=5; tsr_overlap_rank=1/6; bsr_source_count=1,	resources = { 		steel = 24 # was: 40 		aluminium = 16 # was: 28 		chromium = 2 # was: 4 		tungsten = 1 # was: 2 		coal = 1 # initial distribution 	}
158,STATE_158,158,STATE_158,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=1,	resources = { 		steel = 24 # was: 40 		aluminium = 16 # was: 28 		chromium = 2 # was: 4 		tungsten = 1 # was: 2 		coal = 1 # initial distribution 	}
158,STATE_158,989,STATE_989,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/6; bsr_source_count=1,	resources = { 		steel = 24 # was: 40 		aluminium = 16 # was: 28 		chromium = 2 # was: 4 		tungsten = 1 # was: 2 		coal = 1 # initial distribution 	}
158,STATE_158,1391,STATE_1391,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1,	resources = { 		steel = 24 # was: 40 		aluminium = 16 # was: 28 		chromium = 2 # was: 4 		tungsten = 1 # was: 2 		coal = 1 # initial distribution 	}
158,STATE_158,1802,STATE_1802,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1,	resources = { 		steel = 24 # was: 40 		aluminium = 16 # was: 28 		chromium = 2 # was: 4 		tungsten = 1 # was: 2 		coal = 1 # initial distribution 	}
158,STATE_158,1351,STATE_1351,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,	resources = { 		steel = 24 # was: 40 		aluminium = 16 # was: 28 		chromium = 2 # was: 4 		tungsten = 1 # was: 2 		coal = 1 # initial distribution 	}
160,STATE_160,160,STATE_160,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1,	resources = { 		steel=20 # was: 32.000 		aluminium=11 # was: 18.000 	}
160,STATE_160,986,STATE_986,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,	resources = { 		steel=20 # was: 32.000 		aluminium=11 # was: 18.000 	}
160,STATE_160,1872,STATE_1872,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=2,	resources = { 		steel=20 # was: 32.000 		aluminium=11 # was: 18.000 	}
161,STATE_161,161,STATE_161,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1,	 	resources = { 		aluminium=9 # was: 16 	}
161,STATE_161,1596,STATE_1596,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,	 	resources = { 		aluminium=9 # was: 16 	}
161,STATE_161,1203,STATE_1203,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=3,	 	resources = { 		aluminium=9 # was: 16 	}
161,STATE_161,1756,STATE_1756,split,0.667,split; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=1,	 	resources = { 		aluminium=9 # was: 16 	}
166,STATE_166,166,STATE_166,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1,	resources={ 		steel=15.000 		coal = 3 #initial distribution 	}
