tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes
273,Libyan Desert,273,STATE_273,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/7; bsr_source_count=1
273,Libyan Desert,1146,STATE_1146,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1
273,Libyan Desert,998,STATE_998,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
273,Libyan Desert,1145,STATE_1145,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
273,Libyan Desert,1072,STATE_1072,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1
274,STATE_274,274,STATE_274,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
274,STATE_274,1049,STATE_1049,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
275,Transvaal,275,STATE_275,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/6; bsr_source_count=1
275,Transvaal,1221,STATE_1221,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
275,Transvaal,1216,STATE_1216,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
275,Transvaal,1208,STATE_1208,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
275,Transvaal,1215,STATE_1215,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
275,Transvaal,1220,STATE_1220,split,0.333,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
276,Southern Ontario,276,STATE_276,split,1.000,split; province_overlap=22; tsr_overlap_rank=1/2; bsr_source_count=1
276,Southern Ontario,1597,STATE_1597,split,1.000,split; province_overlap=13; tsr_overlap_rank=2/2; bsr_source_count=1
277,STATE_277,277,STATE_277,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
277,STATE_277,1845,STATE_1845,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
278,Pampas,1809,Pampas,split,1.000,split; province_overlap=15; tsr_overlap_rank=1/3; bsr_source_count=1
278,Pampas,1838,STATE_1838,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
278,Pampas,278,Pampas,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
279,Santiago,279,Santiago,split,0.833,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
279,Santiago,1576,STATE_1576,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2
280,STATE_280,280,STATE_280,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=3
280,STATE_280,504,STATE_504,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
280,STATE_280,914,STATE_914,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
282,Kanto,964,STATE_964,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
282,Kanto,282,STATE_282,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
283,STATE_283,1308,STATE_1308,manual,0.833,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=XIC; bsr_tags=CHI NEA PRC
283,STATE_283,1520,STATE_1520,manual,0.750,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=XIC; bsr_tags=CHI NEA PRC
283,STATE_283,2022,STATE_2022,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XIC; bsr_tags=CHI PRC
283,STATE_283,1780,STATE_1780,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XIC; bsr_tags=CHI PRC XSM
284,North Island,284,North Island,merge,1.000,merge; province_overlap=8; bsr_source_count=2
285,STATE_285,285,STATE_285,split,1.000,split; province_overlap=37; tsr_overlap_rank=1/3; bsr_source_count=1
285,STATE_285,922,STATE_922,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
285,STATE_285,1786,STATE_1786,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
286,STATE_286,1084,STATE_1084,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHM DAS VIN; bsr_tags=CAM FRA
288,STATE_288,288,STATE_288,merge,1.000,merge; province_overlap=11; bsr_source_count=6
289,STATE_289,289,STATE_289,merge,1.000,merge; province_overlap=10; bsr_source_count=3
290,STATE_290,1336,STATE_1336,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RIF; bsr_tags=MOR SPR TNG
290,STATE_290,1044,STATE_1044,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RIF; bsr_tags=MOR SPR
290,STATE_290,1043,STATE_1043,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RIF; bsr_tags=MOR SPR
290,STATE_290,290,STATE_290,manual,0.750,province_overlap=3; close candidate tie
291,STATE_291,291,STATE_291,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
291,STATE_291,1247,STATE_1247,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
291,STATE_291,946,STATE_946,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
292,STATE_292,1158,STATE_1158,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=3
292,STATE_292,292,STATE_292,merge,0.250,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=6
293,STATE_293,293,STATE_293,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
293,STATE_293,949,STATE_949,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
294,STATE_294,294,STATE_294,merge,1.000,merge; province_overlap=5; bsr_source_count=2
295,STATE_295,1176,STATE_1176,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEL COG; bsr_tags=ITA LBA
295,STATE_295,1195,STATE_1195,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEL COG; bsr_tags=USA
295,STATE_295,295,STATE_295,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2
295,STATE_295,538,STATE_538,merge,0.143,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=3
297,Equatorial Guinea,1548,STATE_1548,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
297,Equatorial Guinea,297,Malabo,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
299,STATE_299,64,STATE_64,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ENG; bsr_tags=GER PRE
299,STATE_299,299,STATE_299,manual,0.750,province_overlap=1; close candidate tie
300,STATE_300,300,STATE_300,merge,1.000,merge; province_overlap=4; bsr_source_count=3
301,STATE_301,301,STATE_301,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
301,STATE_301,1909,STATE_1909,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
302,STATE_302,302,STATE_302,split,1.000,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1
302,STATE_302,1480,STATE_1480,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
302,STATE_302,1261,STATE_1261,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
303,Lima,303,Lima,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
303,Lima,1885,STATE_1885,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
304,STATE_304,917,STATE_917,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
304,STATE_304,304,STATE_304,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
305,STATE_305,305,STATE_305,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
305,STATE_305,864,STATE_864,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
307,Miranda,307,Miranda,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
307,Miranda,1835,STATE_1835,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
312,STATE_312,312,STATE_312,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
312,STATE_312,1887,STATE_1887,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
313,STATE_313,1851,STATE_1851,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1
313,STATE_313,1886,STATE_1886,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
313,STATE_313,313,STATE_313,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
313,STATE_313,1867,STATE_1867,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
314,STATE_314,1888,STATE_1888,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
314,STATE_314,314,STATE_314,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
317,STATE_317,1871,STATE_1871,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
317,STATE_317,317,STATE_317,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
322,STATE_322,1740,STATE_1740,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=2
322,STATE_322,322,STATE_322,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
325,STATE_325,1884,STATE_1884,split,1.000,split; province_overlap=12; tsr_overlap_rank=1/4; bsr_source_count=1
325,STATE_325,325,STATE_325,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
325,STATE_325,1794,STATE_1794,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
325,STATE_325,1750,STATE_1750,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
327,Manila,327,Luzon,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
327,Manila,624,STATE_624,merge,0.250,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
327,Manila,623,STATE_623,merge,0.200,split+merge; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=3
328,Kirin,1022,STATE_1022,split,1.000,split; province_overlap=13; tsr_overlap_rank=1/4; bsr_source_count=1
328,Kirin,1024,STATE_1024,merge,0.562,split+merge; province_overlap=9; tsr_overlap_rank=2/4; bsr_source_count=2
328,Kirin,328,STATE_328,split,1.000,split; province_overlap=9; tsr_overlap_rank=3/4; bsr_source_count=1
328,Kirin,1026,STATE_1026,merge,0.727,split+merge; province_overlap=8; tsr_overlap_rank=4/4; bsr_source_count=2
330,STATE_330,1017,STATE_1017,merge,0.571,split+merge; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=3
330,STATE_330,330,STATE_330,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=2
332,STATE_332,332,STATE_332,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
332,STATE_332,1659,STATE_1659,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
333,STATE_333,333,STATE_333,merge,1.000,merge; province_overlap=9; bsr_source_count=3
334,STATE_334,1111,STATE_1111,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ETH ITA SOM
334,STATE_334,1928,STATE_1928,merge,0.600,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2
334,STATE_334,1929,STATE_1929,merge,0.300,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=3
335,Java,2006,STATE_2006,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=TUR
335,Java,335,STATE_335,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
335,Java,1916,STATE_1916,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
335,Java,1918,STATE_1918,merge,0.167,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
336,STATE_336,1773,STATE_1773,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DAS MAL; bsr_tags=GGO POL
336,STATE_336,336,STATE_336,merge,0.667,merge; province_overlap=2; bsr_source_count=6
338,STATE_338,338,STATE_338,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
338,STATE_338,1401,STATE_1401,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=3
338,STATE_338,1709,STATE_1709,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
339,STATE_339,339,STATE_339,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
339,STATE_339,1661,STATE_1661,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
339,STATE_339,1675,STATE_1675,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
340,STATE_340,1206,STATE_1206,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
340,STATE_340,681,STATE_681,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
340,STATE_340,339,STATE_339,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
340,STATE_340,340,STATE_340,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
340,STATE_340,1662,STATE_1662,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
341,STATE_341,1207,STATE_1207,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=GRE TUR; bsr_tags=SAF
341,STATE_341,1211,STATE_1211,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=GRE TUR; bsr_tags=SAF
341,STATE_341,1140,STATE_1140,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
341,STATE_341,2002,STATE_2002,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
342,Antalya,342,STATE_342,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
342,Antalya,1707,STATE_1707,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
342,Antalya,951,STATE_951,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
342,Antalya,343,STATE_343,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=3
343,Afyon,954,STATE_954,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1
343,Afyon,1663,STATE_1663,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=3
343,Afyon,343,STATE_343,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=3
343,Afyon,1662,STATE_1662,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
344,STATE_344,1214,STATE_1214,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
345,STATE_345,951,STATE_951,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=2
345,STATE_345,344,STATE_344,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
345,STATE_345,345,STATE_345,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
346,STATE_346,346,STATE_346,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/5; bsr_source_count=1
346,STATE_346,343,STATE_343,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=3
346,STATE_346,1663,STATE_1663,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=3
346,STATE_346,348,STATE_348,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=2
346,STATE_346,956,STATE_956,merge,0.143,split+merge; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=4
347,STATE_347,1206,STATE_1206,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
348,Kayseri,1704,STATE_1704,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
348,Kayseri,344,STATE_344,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=2
348,Kayseri,348,STATE_348,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
348,Kayseri,957,STATE_957,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
349,STATE_349,349,STATE_349,merge,0.857,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2
349,STATE_349,958,STATE_958,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2
350,STATE_350,719,STATE_719,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF TRV
350,STATE_350,1210,STATE_1210,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF
350,STATE_350,1207,STATE_1207,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF
350,STATE_350,350,STATE_350,manual,0.550,same numeric id/name but low province_overlap=0; close candidate tie
351,Vologda,1371,STATE_1371,manual,0.960,incompatible province overlap rejected for automatic overlay; province_overlap=24; tsr_tags=RUS; bsr_tags=SOV
351,Vologda,1255,STATE_1255,manual,0.080,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=SOV
351,Vologda,17,STATE_17,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=BGN FRA GER
351,Vologda,351,STATE_351,province_overlap,0.741,province_overlap=43
352,STATE_352,960,STATE_960,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
352,STATE_352,352,STATE_352,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
353,STATE_353,1208,STATE_1208,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF
353,STATE_353,959,STATE_959,merge,0.833,merge; province_overlap=5; bsr_source_count=3
354,STATE_354,1218,STATE_1218,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM TUR; bsr_tags=SAF TRV
354,STATE_354,1552,STATE_1552,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
354,STATE_354,354,STATE_354,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
354,STATE_354,959,STATE_959,merge,0.125,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=3
354,STATE_354,349,STATE_349,merge,0.143,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
355,STATE_355,955,STATE_955,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
355,STATE_355,355,STATE_355,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
355,STATE_355,958,STATE_958,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=2
356,Kastamonu,356,STATE_356,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
356,Kastamonu,956,STATE_956,merge,0.286,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=4
356,Kastamonu,1678,STATE_1678,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
357,STATE_357,357,STATE_357,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/8; bsr_source_count=1
357,STATE_357,836,STATE_836,split,1.000,split; province_overlap=6; tsr_overlap_rank=2/8; bsr_source_count=1
357,STATE_357,835,STATE_835,split,1.000,split; province_overlap=5; tsr_overlap_rank=3/8; bsr_source_count=1
357,STATE_357,837,STATE_837,split,1.000,split; province_overlap=4; tsr_overlap_rank=4/8; bsr_source_count=1
357,STATE_357,839,STATE_839,split,0.800,split; province_overlap=4; tsr_overlap_rank=5/8; bsr_source_count=1
357,STATE_357,838,STATE_838,split,1.000,split; province_overlap=3; tsr_overlap_rank=6/8; bsr_source_count=1
357,STATE_357,1648,STATE_1648,split,0.500,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
357,STATE_357,840,STATE_840,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
358,STATE_358,358,STATE_358,split,1.000,split; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=1
358,STATE_358,1684,STATE_1684,split,1.000,split; province_overlap=14; tsr_overlap_rank=2/3; bsr_source_count=1
358,STATE_358,1175,STATE_1175,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
359,STATE_359,359,STATE_359,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
359,STATE_359,1999,STATE_1999,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
359,STATE_359,1998,STATE_1998,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
360,STATE_360,360,STATE_360,split,1.000,split; province_overlap=21; tsr_overlap_rank=1/3; bsr_source_count=1
360,STATE_360,1683,STATE_1683,split,0.917,split; province_overlap=11; tsr_overlap_rank=2/3; bsr_source_count=1
360,STATE_360,1682,STATE_1682,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
361,STATE_361,844,STATE_844,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
361,STATE_361,361,STATE_361,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
361,STATE_361,841,STATE_841,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
362,STATE_362,362,STATE_362,split,1.000,split; province_overlap=17; tsr_overlap_rank=1/2; bsr_source_count=1
362,STATE_362,1456,STATE_1456,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
367,STATE_367,1497,STATE_1497,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
367,STATE_367,367,STATE_367,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1
367,STATE_367,1494,STATE_1494,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
370,STATE_370,370,STATE_370,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
370,STATE_370,1496,STATE_1496,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
370,STATE_370,1495,STATE_1495,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
371,STATE_371,858,STATE_858,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/5; bsr_source_count=1
371,STATE_371,371,STATE_371,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/5; bsr_source_count=1
371,STATE_371,845,STATE_845,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
371,STATE_371,1615,STATE_1615,split,0.400,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
371,STATE_371,1618,STATE_1618,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
374,STATE_374,374,STATE_374,split,1.000,split; province_overlap=15; tsr_overlap_rank=1/2; bsr_source_count=1
374,STATE_374,849,STATE_849,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
375,STATE_375,852,STATE_852,split,1.000,split; province_overlap=13; tsr_overlap_rank=1/8; bsr_source_count=1
375,STATE_375,375,STATE_375,split,1.000,split; province_overlap=12; tsr_overlap_rank=2/8; bsr_source_count=1
375,STATE_375,1699,STATE_1699,split,1.000,split; province_overlap=7; tsr_overlap_rank=3/8; bsr_source_count=1
375,STATE_375,850,STATE_850,split,0.500,split; province_overlap=4; tsr_overlap_rank=4/8; bsr_source_count=1
375,STATE_375,851,STATE_851,split,1.000,split; province_overlap=4; tsr_overlap_rank=5/8; bsr_source_count=1
375,STATE_375,1616,STATE_1616,split,0.750,split; province_overlap=3; tsr_overlap_rank=6/8; bsr_source_count=1
375,STATE_375,1698,STATE_1698,split,1.000,split; province_overlap=3; tsr_overlap_rank=7/8; bsr_source_count=1
375,STATE_375,1697,STATE_1697,split,1.000,split; province_overlap=3; tsr_overlap_rank=8/8; bsr_source_count=1
376,STATE_376,376,STATE_376,split,0.800,split; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=1
376,STATE_376,1200,STATE_1200,split,0.600,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1
376,STATE_376,1623,STATE_1623,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/7; bsr_source_count=1
376,STATE_376,1064,STATE_1064,split,0.667,split; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=1
376,STATE_376,1199,STATE_1199,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
376,STATE_376,1567,STATE_1567,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
376,STATE_376,1873,STATE_1873,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1
377,STATE_377,377,STATE_377,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1
377,STATE_377,1566,STATE_1566,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
377,STATE_377,1874,STATE_1874,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
377,STATE_377,1195,STATE_1195,split,0.500,split; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=1
378,STATE_378,854,STATE_854,split,1.000,split; province_overlap=21; tsr_overlap_rank=1/13; bsr_source_count=1
378,STATE_378,378,STATE_378,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/13; bsr_source_count=1
378,STATE_378,1694,STATE_1694,split,1.000,split; province_overlap=4; tsr_overlap_rank=3/13; bsr_source_count=1
378,STATE_378,1690,STATE_1690,split,1.000,split; province_overlap=4; tsr_overlap_rank=4/13; bsr_source_count=1
378,STATE_378,855,STATE_855,split,0.800,split; province_overlap=4; tsr_overlap_rank=5/13; bsr_source_count=1
378,STATE_378,1691,STATE_1691,split,1.000,split; province_overlap=4; tsr_overlap_rank=6/13; bsr_source_count=1
