tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes,bsr_continent,tsr_owner,bsr_owner,tsr_controller,bsr_controller,tsr_cores,bsr_cores
959,STATE_959,831,STATE_831,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG; bsr_tags=ROM,europe,ARG,ROM,,,ARG,ROM
837,STATE_837,861,STATE_861,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA ORO SID; bsr_tags=ENG SCO,europe,ETH,ENG,ITA,,ETH ORO SID,ENG SCO
88,STATE_88,863,STATE_863,split,1.000,split; province_overlap=1; tsr_overlap_rank=9/9; bsr_source_count=1,europe,RUS,POL,,GER,POL,GAL POL
736,Name was Istria before the Pola (Istria) split and merge with Fiume,866,STATE_866,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,ITA,ITA,,,ITA LBV SLV YUG,ITA SLV YUG
850,Trentino,867,STATE_867,merge,1.000,merge; province_overlap=2; bsr_source_count=2,europe,ITA,ITA,,,ITA LBV,ITA VEC
45,STATE_45,868,STATE_868,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,HUN,YUG,,HUN,SER YUG,SER VOJ YUG
109,Croatia,869,STATE_869,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,YUG,YUG,,CRO,CRO YUG,CRO VOJ YUG
803,STATE_803,870,STATE_870,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,YUG,YUG,,BUL,SER YUG,SER YUG
814,STATE_814,879,STATE_879,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,europe,RUS,LIT,,SOV,LIT,LIT
810,STATE_810,880,STATE_880,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1,europe,RUS,LAT,,SOV,LAT,LAT LIV
809,STATE_809,881,STATE_881,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,LAT,,SOV,LAT,COU LAT
208,Luga,883,STATE_883,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=EST SOV,europe,RUS,EST,,SOV,RUS,EST
100,STATE_100,884,STATE_884,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ICE; bsr_tags=CZE GER MRV SIL,europe,ICE,CZE,,GER,ICE,CZE GER MRV SIL
972,STATE_972,886,STATE_886,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,GER,CZE,GER,GER,CZE GER,CZE GER
69,STATE_69,887,STATE_887,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,GER,CZE,GER,GER,CZE GER,CZE GER
972,STATE_972,888,STATE_888,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,europe,GER,CZE,GER,GER,CZE GER,CZE GER MRV
209,Pskov,890,STATE_890,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=EST LIV SOV,europe,RUS,EST,,SOV,RUS,EST LIV
100,STATE_100,891,STATE_891,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ICE; bsr_tags=LAT LIV SOV,europe,ICE,LAT,,SOV,ICE,LAT LIV
846,STATE_846,893,STATE_893,merge,1.000,merge; province_overlap=2; bsr_source_count=2,europe,SWI,SWI,,,SWI,SWI
151,STATE_151,894,STATE_894,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,europe,SWI,SWI,,,SWI,SWI
78,STATE_78,925,STATE_925,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,ROM,,SOV,MOL ROM,MOL ROM
202,STATE_202,926,STATE_926,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
232,Dagestan,932,STATE_932,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,europe,RUS,SOV,,,DAG RUS,DAG SOV
95,STATE_95,933,STATE_933,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
102,STATE_102,934,STATE_934,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1,europe,YUG,YUG,,GER,SLV YUG,SLV YUG
102,STATE_102,935,STATE_935,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1,europe,YUG,YUG,,GER,SLV YUG,SLV YUG
109,Croatia,937,STATE_937,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,YUG,YUG,,CRO,CRO YUG,CRO YUG
940,STATE_940,938,STATE_938,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BOS CRO HRZ YUG,europe,BRA,YUG,,CRO,BRA,BOS CRO HRZ YUG
103,Dalmatia,939,STATE_939,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1,europe,YUG,YUG,,CRO,CRO YUG,CRO YUG
105,STATE_105,940,STATE_940,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,YUG,YUG,,ITA,MNT YUG,MNT YUG
802,STATE_802,941,STATE_941,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,YUG,YUG,,SER,KOS SER YUG,KOS SER YUG
801,STATE_801,942,STATE_942,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1,europe,BUL,BUL,BUL,,BUL,BUL
183,STATE_183,952,STATE_952,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,europe,GRE,ENG,GRE,,CYP GRE,CYP
409,STATE_409,970,STATE_970,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,asia,RUS,SOV,,,FER RUS VLA,FER SIB SOV
967,STATE_967,974,STATE_974,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG,europe,BRA,ENG,,,BRA,ENG
185,STATE_185,976,STATE_976,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
185,STATE_185,977,STATE_977,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
47,Thessaly,978,STATE_978,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
160,STATE_160,986,STATE_986,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,ITA,ITA,,,ITA LBV,ITA VEC
159,STATE_159,987,STATE_987,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1,europe,ITA,ITA,,,ITA LBV,ITA VEC
158,STATE_158,989,STATE_989,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/6; bsr_source_count=1,europe,ITA,ITA,,,ITA SPM,ITA SRD
2,Latium,990,STATE_990,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1,europe,ITA,ITA,,,ITA PAP,ITA
117,Campania,991,STATE_991,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ITA,ITA,,,ITA TTS,ITA KTS
849,STATE_849,992,STATE_992,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1,europe,ITA,ITA,,,ITA TTS,ITA KTS
736,Name was Istria before the Pola (Istria) split and merge with Fiume,993,STATE_993,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ITA,ITA,,,ITA LBV SLV YUG,ITA
947,STATE_947,994,STATE_994,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=HUN,europe,PRU,HUN,,,PRU,HUN
97,STATE_97,997,STATE_997,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,RUS,POL,,GER,BLR POL,POL
402,STATE_402,999,STATE_999,split,1.000,split; province_overlap=7; tsr_overlap_rank=2/3; bsr_source_count=1,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
230,STATE_230,1004,STATE_1004,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM RUS; bsr_tags=AZR SOV,europe,RUS,SOV,,,ARM RUS,AZR SOV
229,STATE_229,1005,STATE_1005,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1,europe,RUS,SOV,,,AZR RUS,AZR SOV
138,STATE_138,1006,STATE_1006,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,SWE,SWE,,,SWE,SWE
920,STATE_920,1011,STATE_1011,split,1.000,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1,europe,NOR,NOR,,GER,NOR,NOR
804,STATE_804,1046,STATE_1046,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS HRZ YUG,BOS HRZ YUG
104,STATE_104,1047,STATE_1047,split,1.000,split; province_overlap=3; tsr_overlap_rank=4/8; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS YUG,BOS YUG
104,STATE_104,1048,STATE_1048,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/8; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS YUG,BOS YUG
790,STATE_790,1052,STATE_1052,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
793,STATE_793,1055,STATE_1055,split,1.000,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
35,STATE_35,1058,STATE_1058,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1,europe,HOL,HOL,,GER,HOL,FLA HOL ZEE
35,STATE_35,1060,STATE_1060,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,europe,HOL,HOL,,GER,HOL,HOL LIM
51,STATE_51,1062,STATE_1062,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1,europe,GER,GER,,,GER PRE RHI,GER PRE RHI
852,Dalmatia,1066,STATE_1066,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,europe,ITA,ITA,,,CRO ITA LBV YUG,CRO ITA YUG
213,STATE_213,1067,STATE_1067,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS SMI; bsr_tags=FIN,europe,RUS,FIN,,,RUS SMI,FIN
213,STATE_213,1068,STATE_1068,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS SMI; bsr_tags=FIN,europe,RUS,FIN,,,RUS SMI,FIN
29,STATE_29,1089,STATE_1089,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,BEL,FRA,,GER,FRA,FRA
560,Nikolayevsk,1090,STATE_1090,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1,asia,RUS,SOV,,,FER RUS,FER SIB SOV
834,STATE_834,1100,STATE_1100,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,SOV,,,MOL RUS UKR,MOL SOV UKR
48,STATE_48,1103,STATE_1103,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,BUL,BUL,BUL,,BUL,BUL
103,Dalmatia,1104,STATE_1104,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,YUG,YUG,,ITA,CRO YUG,CRO YUG
64,STATE_64,1105,STATE_1105,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
63,STATE_63,1112,STATE_1112,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER POL PRE
406,Gurev,1122,STATE_1122,split,1.000,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1,europe,RUS,SOV,,,KAZ RUS,KAZ SOV
407,STATE_407,1123,STATE_1123,split,1.000,split; province_overlap=14; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,SOV,,,KAZ RUS,KAZ SOV
193,Chernihiv,1125,STATE_1125,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
226,Dnipropertovsk,1127,STATE_1127,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
1005,STATE_1005,1129,STATE_1129,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,asia,AFG,AFG,,,AFG TAJ,AFG
794,STATE_794,1133,STATE_1133,split,1.000,split; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
795,STATE_795,1134,STATE_1134,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1,europe,POR,POR,,,POR,POR
831,Khiva,1138,STATE_1138,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,asia,RUS,SOV,,,KHI KKP RUS UZB,KPS SOV UZB
341,STATE_341,1140,STATE_1140,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,GRE,TUR,GRE,,GRE TUR,THR TUR
495,STATE_495,1141,STATE_1141,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BUL THR,europe,BRA,BUL,,,BRA,BUL THR
212,STATE_212,1143,STATE_1143,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,BUL,BUL,BUL,,BUL,BUL
962,STATE_962,1147,STATE_1147,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=CHE SOV,europe,BRA,SOV,,,BRA,CHE SOV
184,STATE_184,1156,STATE_1156,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1,europe,GRE,GRE,,GER,GRE,GRE THR
182,STATE_182,1157,STATE_1157,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,CRT GRE
731,STATE_731,1159,STATE_1159,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/6; bsr_source_count=1,europe,GRE,GRE,,GER,GRE,GRE
731,STATE_731,1160,STATE_1160,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,europe,GRE,GRE,,GER,GRE,GRE
242,STATE_242,1162,STATE_1162,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,RUS,MUS SOV
246,STATE_246,1164,STATE_1164,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,RUS,MUS SOV
495,STATE_495,1165,STATE_1165,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BLR SOV,europe,BRA,SOV,,,BRA,BLR SOV
911,STATE_911,1166,STATE_1166,manual,1.000,province_overlap=2; close candidate tie,europe,DEN,DEN,,GER,DEN,DEN
568,Krasnoyarsk,1167,STATE_1167,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=10; tsr_tags=RUS; bsr_tags=SIB SOV,asia,RUS,SOV,,,RUS,SIB SOV
576,Yeniseisk,1168,STATE_1168,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=9; tsr_tags=EVE RUS; bsr_tags=SIB SOV,asia,RUS,SOV,,,EVE RUS,SIB SOV
824,Yamalia,1169,STATE_1169,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=10; tsr_tags=RUS YAM; bsr_tags=SIB SOV,asia,RUS,SOV,,,RUS YAM,SIB SOV
207,STATE_207,1170,STATE_1170,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
732,STATE_732,1171,STATE_1171,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1,asia,RUS,SOV,,,KYR RUS,KOK KYR SOV
98,STATE_98,1178,STATE_1178,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1,europe,RUS,POL,,GER,POL,POL
48,STATE_48,1179,STATE_1179,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,BUL,BUL,BUL,,BUL,BUL
91,Lwow,1180,STATE_1180,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,GAL POL UKR
88,STATE_88,1181,STATE_1181,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/9; bsr_source_count=1,europe,RUS,POL,,GER,POL,CZE GAL MRV POL
980,STATE_980,1182,STATE_1182,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL WLL
18,STATE_18,1184,STATE_1184,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
20,Rhone,1185,STATE_1185,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA
23,STATE_23,1186,STATE_1186,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
105,STATE_105,1189,STATE_1189,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1,europe,YUG,YUG,,,MNT YUG,MNT YUG
108,STATE_108,1190,STATE_1190,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,YUG,YUG,,,SER YUG,SER YUG
1013,STATE_1013,1191,STATE_1191,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=OMA; bsr_tags=LIT POL SOV,europe,OMA,POL,,SOV,OMA,LIT POL
94,STATE_94,1192,STATE_1192,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/9; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,BLR POL
1063,STATE_1063,1194,STATE_1194,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
1064,STATE_1064,1198,STATE_1198,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
229,STATE_229,1222,STATE_1222,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1,europe,RUS,SOV,,,AZR RUS,AZR SOV
230,STATE_230,1223,STATE_1223,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,RUS,SOV,,,ARM RUS,ARM SOV
1058,STATE_1058,1224,STATE_1224,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM RUS; bsr_tags=TUR,middle_east,RUS,TUR,RUS,,ARM,TUR
1058,STATE_1058,1224,STATE_1224,manual,1.000,province_overlap=1; close candidate tie,middle_east,RUS,TUR,RUS,,ARM,TUR
231,STATE_231,1225,STATE_1225,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/7; bsr_source_count=1,europe,RUS,SOV,,,GEO RUS,GEO SOV
231,STATE_231,1227,STATE_1227,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1,europe,RUS,SOV,,,GEO RUS,GEO SOV
934,STATE_934,1228,STATE_1228,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,ALB,ALB,ITA,,ALB,ALB
934,STATE_934,1229,STATE_1229,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ALB,ALB,ITA,,ALB,ALB
667,STATE_667,1231,STATE_1231,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ALB KOS SER YUG,europe,INS,YUG,,ALB,INS,KOS SER YUG
588,Semipalatinsk,1250,STATE_1250,split,1.000,split; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=1,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
552,STATE_552,1251,STATE_1251,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=EGY; bsr_tags=BEL GER WLL,europe,EGY,BEL,EGY,GER,EGY,BEL WLL
825,Nenets,1252,STATE_1252,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=NEN RUS; bsr_tags=SOV,europe,RUS,SOV,,,NEN RUS,SOV
229,STATE_229,1263,STATE_1263,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1,europe,RUS,SOV,,,AZR RUS,AZR SOV
137,STATE_137,1267,STATE_1267,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,SOV,,,CRI RUS,CRI SOV
30,STATE_30,1268,STATE_1268,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
20,Rhone,1270,STATE_1270,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA
495,STATE_495,1271,STATE_1271,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=SWI,europe,BRA,SWI,,,BRA,SWI
742,STATE_742,1273,STATE_1273,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,asia,RUS,SOV,,,BUK RUS TAJ,SOV TAJ
67,STATE_67,1275,STATE_1275,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER POL PRE SIL
1056,STATE_1056,1292,STATE_1292,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,STC,TUR,STC,,TUR,THR TUR
803,STATE_803,1302,STATE_1302,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,YUG,YUG,,,SER YUG,SER YUG
185,STATE_185,1303,STATE_1303,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/7; bsr_source_count=1,europe,GRE,GRE,,ITA,GRE,GRE
847,STATE_847,1304,STATE_1304,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,SWI,SWI,,,SWI,SWI
234,STATE_234,1320,STATE_1320,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=13; tsr_tags=RUS; bsr_tags=CIR KUB SOV,europe,RUS,SOV,,,RUS,CIR KUB SOV
30,STATE_30,1321,STATE_1321,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BRI FRA
71,STATE_71,1325,STATE_1325,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,HUN,CZE,HUN,HUN,SLO,CZE HUN SLO
65,STATE_65,1328,STATE_1328,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,GER,GER,,,GER SAX,GER LUS SAX
68,STATE_68,1332,STATE_1332,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER POL PRE
63,STATE_63,1333,STATE_1333,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER POL PRE
51,STATE_51,1334,STATE_1334,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1,europe,GER,GER,,,GER PRE RHI,GER HAN PRE RHI
67,STATE_67,1347,STATE_1347,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/5; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER POL PRE SIL
67,STATE_67,1348,STATE_1348,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER POL PRE SIL
42,STATE_42,1350,STATE_1350,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1,europe,GER,GER,,,GER PRE RHI,GER PRE RHI
158,STATE_158,1351,STATE_1351,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,ITA,ITA,,,ITA SPM,ITA SRD
806,STATE_806,1353,STATE_1353,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/3; bsr_source_count=1,europe,FRA,FRA,,,FRA NAV,FRA NAV OCC
848,STATE_848,1354,STATE_1354,split,1.000,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1,europe,GER,AUS,GER,GER,AUS GER,AUS GER
148,LAPPI,1361,STATE_1361,split,1.000,split; province_overlap=6; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,FIN,RUS,,FIN SMI,FIN
666,STATE_666,1362,STATE_1362,split,1.000,split; province_overlap=8; tsr_overlap_rank=2/2; bsr_source_count=1,europe,SWE,SWE,,,SMI SWE,SWE
97,STATE_97,1363,STATE_1363,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,POL
807,STATE_807,1364,STATE_1364,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1,europe,GER,POL,,GER,GER KSH POL,POL
229,STATE_229,1366,STATE_1366,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1,europe,RUS,SOV,,,AZR RUS,AZR SOV
230,STATE_230,1367,STATE_1367,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1,europe,RUS,SOV,,,ARM RUS,ARM SOV
146,KARJALA,1368,STATE_1368,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1,europe,RUS,FIN,RUS,SOV,FIN KAR,FIN KAR
146,KARJALA,1369,STATE_1369,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1,europe,RUS,FIN,RUS,SOV,FIN KAR,FIN KAR
179,STATE_179,1370,STATE_1370,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,POR,POR,,,POR,POR
97,STATE_97,1373,STATE_1373,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,POL
88,STATE_88,1374,STATE_1374,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/9; bsr_source_count=1,europe,RUS,POL,,GGO,POL,GAL POL
95,STATE_95,1375,STATE_1375,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,POL
