bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,suggested_decision_status,manual_decision,manual_tsr_state_id,reviewer_notes
4,STATE_4,4,STATE_4,split,requires_manual,,,owner/controller/core conflict
8,STATE_8,8,STATE_8,merge,requires_manual,,,owner/controller/core conflict
10,STATE_10,10,STATE_10,merge,requires_manual,,,owner/controller/core conflict
12,STATE_12,808,STATE_808,split,requires_manual,,,owner/controller/core conflict
17,STATE_17,17,Lorraine,split,requires_manual,,,owner/controller/core conflict
23,STATE_23,23,STATE_23,merge,requires_manual,,,owner/controller/core conflict
35,STATE_35,35,STATE_35,split,requires_manual,,,owner/controller/core conflict
38,STATE_38,918,Västerbotten,merge,requires_manual,,,owner/controller/core conflict
39,STATE_39,39,(South Tyrol) Alto Adige,split,requires_manual,,,owner/controller/core conflict
48,STATE_48,48,STATE_48,split,requires_manual,,,owner/controller/core conflict
60,STATE_60,60,STATE_60,split,requires_manual,,,owner/controller/core conflict
90,STATE_90,90,Kielce,merge,requires_manual,,,owner/controller/core conflict
107,STATE_107,107,STATE_107,merge,requires_manual,,,owner/controller/core conflict
117,STATE_117,117,Campania,merge,requires_manual,,,owner/controller/core conflict
119,STATE_119,119,STATE_119,split,requires_manual,,,owner/controller/core conflict
142,STATE_142,142,STATE_142,merge,requires_manual,,,owner/controller/core conflict
152,STATE_152,152,STATE_152,split,requires_manual,,,owner/controller/core conflict
183,STATE_183,183,STATE_183,split,requires_manual,,,owner/controller/core conflict
271,STATE_271,271,STATE_271,merge,requires_manual,,,owner/controller/core conflict
275,STATE_275,275,Transvaal,split,requires_manual,,,owner/controller/core conflict
286,STATE_286,1088,STATE_1088,split,requires_manual,,,owner/controller/core conflict
328,STATE_328,328,Kirin,split,requires_manual,,,owner/controller/core conflict
335,STATE_335,335,Java,merge,requires_manual,,,owner/controller/core conflict
336,STATE_336,1085,STATE_1085,merge,requires_manual,,,owner/controller/core conflict
419,STATE_419,1000,STATE_1000,merge,requires_manual,,,owner/controller/core conflict
458,STATE_458,458,STATE_458,split,requires_manual,,,owner/controller/core conflict
542,STATE_542,542,STATE_542,split,requires_manual,,,owner/controller/core conflict
588,STATE_588,882,Pavlodar,merge,requires_manual,,,owner/controller/core conflict
593,STATE_593,593,STATE_593,split,requires_manual,,,owner/controller/core conflict
599,STATE_599,594,STATE_594,split,requires_manual,,,owner/controller/core conflict
601,STATE_601,601,STATE_601,split,requires_manual,,,owner/controller/core conflict
612,STATE_612,612,STATE_612,merge,requires_manual,,,owner/controller/core conflict
617,STATE_617,617,STATE_617,merge,requires_manual,,,owner/controller/core conflict
621,STATE_621,621,STATE_621,split,requires_manual,,,owner/controller/core conflict
664,STATE_664,664,STATE_664,split,requires_manual,,,owner/controller/core conflict
666,STATE_666,666,STATE_666,split,requires_manual,,,owner/controller/core conflict
669,STATE_669,1079,STATE_1079,merge,requires_manual,,,owner/controller/core conflict
671,STATE_671,671,STATE_671,split,requires_manual,,,owner/controller/core conflict
672,STATE_672,1070,STATE_1070,split,requires_manual,,,owner/controller/core conflict
718,STATE_718,890,STATE_890,merge,requires_manual,,,owner/controller/core conflict
771,Zambia,771,Zambia,split,requires_manual,,,owner/controller/core conflict
871,STATE_871,970,STATE_970,split,requires_manual,,,owner/controller/core conflict
906,STATE_906,1029,STATE_1029,split,requires_manual,,,owner/controller/core conflict
909,STATE_909,1028,STATE_1028,split,requires_manual,,,owner/controller/core conflict
928,STATE_928,215,STATE_215,split,requires_manual,,,owner/controller/core conflict
929,STATE_929,215,STATE_215,split,requires_manual,,,owner/controller/core conflict
981,STATE_981,1083,STATE_1083,split,requires_manual,,,owner/controller/core conflict
999,STATE_999,402,STATE_402,split,requires_manual,,,owner/controller/core conflict
1010,STATE_1010,921,Telemark,merge,requires_manual,,,owner/controller/core conflict
1011,STATE_1011,920,STATE_920,split,requires_manual,,,owner/controller/core conflict
1046,STATE_1046,804,STATE_804,split,requires_manual,,,owner/controller/core conflict
1066,STATE_1066,852,Dalmatia,split,requires_manual,,,owner/controller/core conflict
1080,STATE_1080,1017,STATE_1017,split,requires_manual,,,owner/controller/core conflict
1090,STATE_1090,560,Nikolayevsk,split,requires_manual,,,owner/controller/core conflict
1094,STATE_1094,1084,STATE_1084,split,requires_manual,,,owner/controller/core conflict
1110,STATE_1110,558,STATE_558,split,requires_manual,,,owner/controller/core conflict
1135,STATE_1135,889,STATE_889,split,requires_manual,,,owner/controller/core conflict
1156,STATE_1156,184,STATE_184,split,requires_manual,,,owner/controller/core conflict
1160,STATE_1160,731,STATE_731,split,requires_manual,,,owner/controller/core conflict
1221,STATE_1221,275,Transvaal,split,requires_manual,,,owner/controller/core conflict
1228,STATE_1228,934,STATE_934,split,requires_manual,,,owner/controller/core conflict
1299,STATE_1299,1015,STATE_1015,merge,requires_manual,,,owner/controller/core conflict
1314,STATE_1314,1079,STATE_1079,split,requires_manual,,,owner/controller/core conflict
1316,STATE_1316,599,STATE_599,split,requires_manual,,,owner/controller/core conflict
1376,STATE_1376,664,STATE_664,split,requires_manual,,,owner/controller/core conflict
1380,STATE_1380,215,STATE_215,split,requires_manual,,,owner/controller/core conflict
1454,STATE_1454,12,STATE_12,merge,requires_manual,,,owner/controller/core conflict
1492,STATE_1492,900,STATE_900,split,requires_manual,,,owner/controller/core conflict
1528,STATE_1528,981,Barotseland,split,requires_manual,,,owner/controller/core conflict
1536,STATE_1536,542,STATE_542,split,requires_manual,,,owner/controller/core conflict
1581,STATE_1581,17,Lorraine,split,requires_manual,,,owner/controller/core conflict
1618,STATE_1618,371,STATE_371,split,requires_manual,,,owner/controller/core conflict
1627,Savo / Tavastland / Tavastia,927,HÄME,merge,requires_manual,,,owner/controller/core conflict
1712,STATE_1712,92,STATE_92,split,requires_manual,,,owner/controller/core conflict
1762,STATE_1762,925,STATE_925,split,requires_manual,,,owner/controller/core conflict
1800,STATE_1800,20,Rhone,split,requires_manual,,,owner/controller/core conflict
1803,STATE_1803,72,STATE_72,split,requires_manual,,,owner/controller/core conflict
1862,STATE_1862,381,STATE_381,split,requires_manual,,,owner/controller/core conflict
1915,STATE_1915,1069,STATE_1069,merge,requires_manual,,,owner/controller/core conflict
1916,STATE_1916,335,Java,split,requires_manual,,,owner/controller/core conflict
2013,STATE_2013,601,STATE_601,split,requires_manual,,,owner/controller/core conflict
9,STATE_9,9,STATE_9,split,requires_manual,,,owner/controller/core conflict
13,STATE_13,812,STATE_812,merge,requires_manual,,,owner/controller/core conflict
19,STATE_19,19,STATE_19,merge,requires_manual,,,owner/controller/core conflict
27,STATE_27,27,Bourgogne,split,requires_manual,,,owner/controller/core conflict
32,STATE_32,32,STATE_32,split,requires_manual,,,owner/controller/core conflict
71,STATE_71,71,STATE_71,split,requires_manual,,,owner/controller/core conflict
72,STATE_72,72,STATE_72,split,requires_manual,,,owner/controller/core conflict
74,STATE_74,74,STATE_74,split,requires_manual,,,owner/controller/core conflict
101,STATE_101,101,STATE_101,split,requires_manual,,,owner/controller/core conflict
106,STATE_106,106,STATE_106,split,requires_manual,,,owner/controller/core conflict
109,STATE_109,109,Croatia,split,requires_manual,,,owner/controller/core conflict
143,STATE_143,143,STATE_143,merge,requires_manual,,,owner/controller/core conflict
160,STATE_160,160,STATE_160,split,requires_manual,,,owner/controller/core conflict
196,STATE_196,196,STATE_196,split,requires_manual,,,owner/controller/core conflict
202,STATE_202,202,STATE_202,split,requires_manual,,,owner/controller/core conflict
212,STATE_212,212,STATE_212,split,requires_manual,,,owner/controller/core conflict
215,STATE_215,215,STATE_215,split,requires_manual,,,owner/controller/core conflict
216,STATE_216,216,STATE_216,merge,requires_manual,,,owner/controller/core conflict
221,STATE_221,221,STATE_221,merge,requires_manual,,,owner/controller/core conflict
226,STATE_226,226,Dnipropertovsk,split,requires_manual,,,owner/controller/core conflict
227,STATE_227,227,STATE_227,split,requires_manual,,,owner/controller/core conflict
272,STATE_272,272,STATE_272,split,requires_manual,,,owner/controller/core conflict
274,STATE_274,274,STATE_274,split,requires_manual,,,owner/controller/core conflict
288,STATE_288,288,STATE_288,merge,requires_manual,,,owner/controller/core conflict
292,STATE_292,854,STATE_854,merge,requires_manual,,,owner/controller/core conflict
333,STATE_333,333,STATE_333,merge,requires_manual,,,owner/controller/core conflict
397,STATE_397,397,STATE_397,merge,requires_manual,,,owner/controller/core conflict
408,STATE_408,408,STATE_408,split,requires_manual,,,owner/controller/core conflict
409,STATE_409,409,STATE_409,split,requires_manual,,,owner/controller/core conflict
430,STATE_430,430,STATE_430,merge,requires_manual,,,owner/controller/core conflict
442,STATE_442,987,manpower = 217974,merge,requires_manual,,,owner/controller/core conflict
444,STATE_444,444,STATE_444,split,requires_manual,,,owner/controller/core conflict
447,STATE_447,447,STATE_447,split,requires_manual,,,owner/controller/core conflict
480,STATE_480,480,STATE_480,split,requires_manual,,,owner/controller/core conflict
526,STATE_526,526,STATE_526,split,requires_manual,,,owner/controller/core conflict
546,STATE_546,546,STATE_546,split,requires_manual,,,owner/controller/core conflict
548,STATE_548,548,STATE_548,split,requires_manual,,,owner/controller/core conflict
558,STATE_558,902,STATE_902,merge,requires_manual,,,owner/controller/core conflict
559,STATE_559,559,STATE_559,split,requires_manual,,,owner/controller/core conflict
560,STATE_560,560,Nikolayevsk,split,requires_manual,,,owner/controller/core conflict
563,STATE_563,563,Chita,merge,requires_manual,,,owner/controller/core conflict
581,STATE_581,581,STATE_581,split,requires_manual,,,owner/controller/core conflict
586,STATE_586,586,STATE_586,merge,requires_manual,,,owner/controller/core conflict
589,STATE_589,589,STATE_589,merge,requires_manual,,,owner/controller/core conflict
594,STATE_594,1033,STATE_1033,split,requires_manual,,,owner/controller/core conflict
615,STATE_615,615,STATE_615,merge,requires_manual,,,owner/controller/core conflict
616,STATE_616,1040,STATE_1040,merge,requires_manual,,,owner/controller/core conflict
619,STATE_619,619,Yarkand,split,requires_manual,,,owner/controller/core conflict
660,STATE_660,660,STATE_660,split,requires_manual,,,owner/controller/core conflict
716,STATE_716,716,STATE_716,split,requires_manual,,,owner/controller/core conflict
723,STATE_723,723,STATE_723,merge,requires_manual,,,owner/controller/core conflict
742,STATE_742,742,STATE_742,split,requires_manual,,,owner/controller/core conflict
772,STATE_772,772,Middle Congo (Brazzaville),split,requires_manual,,,owner/controller/core conflict
785,STATE_785,785,STATE_785,split,requires_manual,,,owner/controller/core conflict
810,STATE_810,975,STATE_975,split,requires_manual,,,owner/controller/core conflict
867,STATE_867,850,Trentino,merge,requires_manual,,,owner/controller/core conflict
905,STATE_905,1030,STATE_1030,merge,requires_manual,,,owner/controller/core conflict
1041,STATE_1041,993,STATE_993,merge,requires_manual,,,owner/controller/core conflict
1917,STATE_1917,1080,Batavia/Jakarta,split,requires_manual,,,owner/controller/core conflict
191,STATE_191,191,STATE_191,merge,requires_manual,,,owner/controller/core conflict
197,STATE_197,197,STATE_197,merge,requires_manual,,,owner/controller/core conflict
432,STATE_432,990,STATE_990,same_name,requires_manual,,,owner/controller/core conflict
525,STATE_525,525,STATE_525,split,requires_manual,,,owner/controller/core conflict
590,Akmolinsk,590,Akmolinsk,merge,requires_manual,,,owner/controller/core conflict
1220,STATE_1220,1068,STATE_1068,same_name,requires_manual,,,owner/controller/core conflict
1413,STATE_1413,99,STATE_99,split,requires_manual,,,owner/controller/core conflict
1758,STATE_1758,162,STATE_162,split,requires_manual,,,owner/controller/core conflict
816,STATE_816,849,STATE_849,split,requires_manual,,,owner/controller/core conflict
943,STATE_943,211,STATE_211,merge,requires_manual,,,owner/controller/core conflict
990,STATE_990,2,Latium,split,requires_manual,,,owner/controller/core conflict
1571,STATE_1571,137,STATE_137,split,requires_manual,,,owner/controller/core conflict
1975,STATE_1975,36,STATE_36,split,requires_manual,,,owner/controller/core conflict
99,STATE_99,99,STATE_99,split,requires_manual,,,owner/controller/core conflict
149,Pohjanmaa,149,VAASA,merge,requires_manual,,,owner/controller/core conflict
865,STATE_865,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
939,STATE_939,103,Dalmatia,split,requires_manual,,,owner/controller/core conflict
995,STATE_995,446,Suez,split,requires_manual,,,owner/controller/core conflict
1059,STATE_1059,36,STATE_36,split,requires_manual,,,owner/controller/core conflict
1157,STATE_1157,182,STATE_182,split,requires_manual,,,owner/controller/core conflict
1226,STATE_1226,231,STATE_231,merge,requires_manual,,,owner/controller/core conflict
1233,STATE_1233,454,Palestine,split,requires_manual,,,owner/controller/core conflict
1267,STATE_1267,137,STATE_137,split,requires_manual,,,owner/controller/core conflict
1329,STATE_1329,64,STATE_64,split,requires_manual,,,owner/controller/core conflict
1369,STATE_1369,146,KARJALA,split,requires_manual,,,owner/controller/core conflict
1412,STATE_1412,99,STATE_99,split,requires_manual,,,owner/controller/core conflict
1426,STATE_1426,86,STATE_86,split,requires_manual,,,owner/controller/core conflict
1478,STATE_1478,14,STATE_14,split,requires_manual,,,owner/controller/core conflict
1552,STATE_1552,354,STATE_354,split,requires_manual,,,owner/controller/core conflict
1559,STATE_1559,36,STATE_36,split,requires_manual,,,owner/controller/core conflict
1561,STATE_1561,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1586,STATE_1586,454,Palestine,split,requires_manual,,,owner/controller/core conflict
1728,STATE_1728,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1739,STATE_1739,617,STATE_617,merge,requires_manual,,,owner/controller/core conflict
1868,STATE_1868,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1942,STATE_1942,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1973,STATE_1973,86,STATE_86,split,requires_manual,,,owner/controller/core conflict
2029,STATE_2029,86,STATE_86,split,requires_manual,,,owner/controller/core conflict
103,STATE_103,103,Dalmatia,split,requires_manual,,,owner/controller/core conflict
146,STATE_146,146,KARJALA,split,requires_manual,,,owner/controller/core conflict
1091,STATE_1091,231,STATE_231,split,requires_manual,,,owner/controller/core conflict
1092,STATE_1092,231,STATE_231,split,requires_manual,,,owner/controller/core conflict
1155,STATE_1155,856,STATE_856,split,requires_manual,,,owner/controller/core conflict
1193,STATE_1193,157,STATE_157,merge,requires_manual,,,owner/controller/core conflict
1225,STATE_1225,231,STATE_231,split,requires_manual,,,owner/controller/core conflict
1232,STATE_1232,454,Palestine,split,requires_manual,,,owner/controller/core conflict
1236,STATE_1236,454,Palestine,split,requires_manual,,,owner/controller/core conflict
1256,STATE_1256,677,STATE_677,split,requires_manual,,,owner/controller/core conflict
1278,STATE_1278,456,Aswan,split,requires_manual,,,owner/controller/core conflict
1363,STATE_1363,97,STATE_97,split,requires_manual,,,owner/controller/core conflict
1364,STATE_1364,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1373,STATE_1373,97,STATE_97,split,requires_manual,,,owner/controller/core conflict
1381,STATE_1381,146,KARJALA,split,requires_manual,,,owner/controller/core conflict
1424,STATE_1424,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1463,STATE_1463,405,Tashkent,merge,requires_manual,,,owner/controller/core conflict
1498,STATE_1498,856,STATE_856,split,requires_manual,,,owner/controller/core conflict
1560,STATE_1560,86,STATE_86,split,requires_manual,,,owner/controller/core conflict
1562,STATE_1562,463,STATE_463,split,requires_manual,,,owner/controller/core conflict
1564,STATE_1564,463,STATE_463,split,requires_manual,,,owner/controller/core conflict
1604,STATE_1604,11,STATE_11,merge,requires_manual,,,owner/controller/core conflict
1619,STATE_1619,206,STATE_206,merge,requires_manual,,,owner/controller/core conflict
1621,STATE_1621,463,STATE_463,split,requires_manual,,,owner/controller/core conflict
1631,Vaasa,149,VAASA,merge,requires_manual,,,owner/controller/core conflict
1755,STATE_1755,157,STATE_157,split,requires_manual,,,owner/controller/core conflict
1757,STATE_1757,157,STATE_157,split,requires_manual,,,owner/controller/core conflict
1969,STATE_1969,97,STATE_97,split,requires_manual,,,owner/controller/core conflict
1972,STATE_1972,97,STATE_97,split,requires_manual,,,owner/controller/core conflict
2007,STATE_2007,231,STATE_231,split,requires_manual,,,owner/controller/core conflict
2017,STATE_2017,157,STATE_157,split,requires_manual,,,owner/controller/core conflict
2031,STATE_2031,86,STATE_86,split,requires_manual,,,owner/controller/core conflict
2038,STATE_2038,16,STATE_16,merge,requires_manual,,,owner/controller/core conflict
2,STATE_2,2,Latium,split,requires_manual,,,owner/controller/core conflict
11,STATE_11,815,STATE_815,merge,requires_manual,,,owner/controller/core conflict
36,STATE_36,36,STATE_36,split,requires_manual,,,owner/controller/core conflict
59,STATE_59,58,STATE_58,split,requires_manual,,,owner/controller/core conflict
137,STATE_137,137,STATE_137,split,requires_manual,,,owner/controller/core conflict
211,STATE_211,211,STATE_211,split,requires_manual,,,owner/controller/core conflict
446,STATE_446,907,STATE_907,split,requires_manual,,,owner/controller/core conflict
456,STATE_456,456,Aswan,split,requires_manual,,,owner/controller/core conflict
677,STATE_677,677,STATE_677,split,requires_manual,,,owner/controller/core conflict
815,STATE_815,18,STATE_18,split,requires_manual,,,owner/controller/core conflict
866,STATE_866,736,Name was Istria before the Pola (Istria) split and merge with Fiume,split,requires_manual,,,owner/controller/core conflict
880,STATE_880,810,STATE_810,split,requires_manual,,,owner/controller/core conflict
881,STATE_881,809,STATE_809,split,requires_manual,,,owner/controller/core conflict
955,STATE_955,355,STATE_355,split,requires_manual,,,owner/controller/core conflict
972,STATE_972,686,STATE_686,split,requires_manual,,,owner/controller/core conflict
997,STATE_997,97,STATE_97,split,requires_manual,,,owner/controller/core conflict
1075,STATE_1075,670,STATE_670,merge,requires_manual,,,owner/controller/core conflict
1083,STATE_1083,741,STATE_741,split,requires_manual,,,owner/controller/core conflict
1084,STATE_1084,741,STATE_741,split,requires_manual,,,owner/controller/core conflict
1100,STATE_1100,834,STATE_834,split,requires_manual,,,owner/controller/core conflict
1104,STATE_1104,103,Dalmatia,split,requires_manual,,,owner/controller/core conflict
1106,STATE_1106,699,STATE_699,split,requires_manual,,,owner/controller/core conflict
1119,STATE_1119,87,STATE_87,merge,requires_manual,,,owner/controller/core conflict
1223,STATE_1223,230,STATE_230,split,requires_manual,,,owner/controller/core conflict
1239,STATE_1239,553,STATE_553,split,requires_manual,,,owner/controller/core conflict
1240,STATE_1240,554,STATE_554,split,requires_manual,,,owner/controller/core conflict
1242,STATE_1242,677,STATE_677,split,requires_manual,,,owner/controller/core conflict
1277,STATE_1277,456,Aswan,split,requires_manual,,,owner/controller/core conflict
1313,STATE_1313,747,STATE_747,split,requires_manual,,,owner/controller/core conflict
1384,STATE_1384,94,STATE_94,split,requires_manual,,,owner/controller/core conflict
1385,STATE_1385,93,STATE_93,split,requires_manual,,,owner/controller/core conflict
1387,STATE_1387,103,Dalmatia,split,requires_manual,,,owner/controller/core conflict
1405,Cornwall,123,STATE_123,split,requires_manual,,,owner/controller/core conflict
1425,STATE_1425,807,STATE_807,split,requires_manual,,,owner/controller/core conflict
1433,STATE_1433,94,STATE_94,split,requires_manual,,,owner/controller/core conflict
1434,STATE_1434,93,STATE_93,split,requires_manual,,,owner/controller/core conflict
1437,STATE_1437,230,STATE_230,split,requires_manual,,,owner/controller/core conflict
1443,STATE_1443,763,STATE_763,split,requires_manual,,,owner/controller/core conflict
1446,STATE_1446,225,Sumy,split,requires_manual,,,owner/controller/core conflict
1455,STATE_1455,199,STATE_199,merge,requires_manual,,,owner/controller/core conflict
1462,STATE_1462,584,STATE_584,merge,requires_manual,,,owner/controller/core conflict
1467,STATE_1467,823,Karakalpakstan,merge,requires_manual,,,owner/controller/core conflict
1470,STATE_1470,206,STATE_206,merge,requires_manual,,,owner/controller/core conflict
1485,STATE_1485,94,STATE_94,split,requires_manual,,,owner/controller/core conflict
1543,STATE_1543,541,STATE_541,merge,requires_manual,,,owner/controller/core conflict
1548,STATE_1548,297,Equatorial Guinea,split,requires_manual,,,owner/controller/core conflict
1555,STATE_1555,93,STATE_93,split,requires_manual,,,owner/controller/core conflict
1570,STATE_1570,73,STATE_73,split,requires_manual,,,owner/controller/core conflict
1575,STATE_1575,513,Tlmecen,merge,requires_manual,,,owner/controller/core conflict
1600,STATE_1600,763,STATE_763,split,requires_manual,,,owner/controller/core conflict
1602,STATE_1602,94,STATE_94,split,requires_manual,,,owner/controller/core conflict
1626,Varsinais Suomi / Finland Proper,926,TURKU AND PORI,merge,requires_manual,,,owner/controller/core conflict
1726,STATE_1726,430,STATE_430,split,requires_manual,,,owner/controller/core conflict
1731,STATE_1731,1048,Moselgebiet,split,requires_manual,,,owner/controller/core conflict
1732,STATE_1732,18,STATE_18,split,requires_manual,,,owner/controller/core conflict
1747,STATE_1747,747,STATE_747,split,requires_manual,,,owner/controller/core conflict
1775,STATE_1775,87,STATE_87,merge,requires_manual,,,owner/controller/core conflict
1779,STATE_1779,754,STATE_754,split,requires_manual,,,owner/controller/core conflict
1784,STATE_1784,756,STATE_756,merge,requires_manual,,,owner/controller/core conflict
1813,STATE_1813,773,Cameroon,split,requires_manual,,,owner/controller/core conflict
1816,Guinea,780,Guinea,split,requires_manual,,,owner/controller/core conflict
1930,STATE_1930,668,STATE_668,split,requires_manual,,,owner/controller/core conflict
1940,STATE_1940,766,STATE_766,split,requires_manual,,,owner/controller/core conflict
1951,STATE_1951,669,STATE_669,split,requires_manual,,,owner/controller/core conflict
1987,STATE_1987,45,STATE_45,split,requires_manual,,,owner/controller/core conflict
2016,STATE_2016,159,STATE_159,split,requires_manual,,,owner/controller/core conflict
14,STATE_14,14,STATE_14,split,requires_manual,,,owner/controller/core conflict
18,STATE_18,1062,STATE_1062,split,requires_manual,,,owner/controller/core conflict
24,STATE_24,24,STATE_24,merge,requires_manual,,,owner/controller/core conflict
76,STATE_76,76,STATE_76,split,requires_manual,,,owner/controller/core conflict
86,STATE_86,86,STATE_86,split,requires_manual,,,owner/controller/core conflict
94,STATE_94,94,STATE_94,split,requires_manual,,,owner/controller/core conflict
97,STATE_97,97,STATE_97,split,requires_manual,,,owner/controller/core conflict
162,STATE_162,162,STATE_162,split,requires_manual,,,owner/controller/core conflict
204,STATE_204,204,Bobruysk,merge,requires_manual,,,owner/controller/core conflict
206,STATE_206,206,STATE_206,merge,requires_manual,,,owner/controller/core conflict
231,STATE_231,231,STATE_231,split,requires_manual,,,owner/controller/core conflict
234,STATE_234,234,STATE_234,same_id_same_area,requires_manual,,,owner/controller/core conflict
352,STATE_352,352,STATE_352,merge,requires_manual,,,owner/controller/core conflict
354,STATE_354,354,STATE_354,split,requires_manual,,,owner/controller/core conflict
443,STATE_443,443,Sind,split,requires_manual,,,owner/controller/core conflict
454,STATE_454,454,Palestine,split,requires_manual,,,owner/controller/core conflict
513,STATE_513,513,Tlmecen,merge,requires_manual,,,owner/controller/core conflict
641,STATE_641,641,STATE_641,split,requires_manual,,,owner/controller/core conflict
679,STATE_679,856,STATE_856,merge,requires_manual,,,owner/controller/core conflict
714,STATE_714,714,STATE_714,merge,requires_manual,,,owner/controller/core conflict
715,STATE_715,715,STATE_715,merge,requires_manual,,,owner/controller/core conflict
754,STATE_754,754,STATE_754,split,requires_manual,,,owner/controller/core conflict
756,STATE_756,1044,STATE_1044,split,requires_manual,,,owner/controller/core conflict
761,STATE_761,761,STATE_761,merge,requires_manual,,,owner/controller/core conflict
819,STATE_819,24,STATE_24,split,requires_manual,,,owner/controller/core conflict
820,STATE_820,31,STATE_31,split,requires_manual,,,owner/controller/core conflict
868,STATE_868,45,STATE_45,split,requires_manual,,,owner/controller/core conflict
879,STATE_879,814,STATE_814,split,requires_manual,,,owner/controller/core conflict
898,STATE_898,774,STATE_774,split,requires_manual,,,owner/controller/core conflict
925,STATE_925,78,STATE_78,split,requires_manual,,,owner/controller/core conflict
933,STATE_933,95,STATE_95,split,requires_manual,,,owner/controller/core conflict
934,STATE_934,102,STATE_102,split,requires_manual,,,owner/controller/core conflict
935,STATE_935,102,STATE_102,split,requires_manual,,,owner/controller/core conflict
942,STATE_942,801,STATE_801,split,requires_manual,,,owner/controller/core conflict
959,STATE_959,353,STATE_353,merge,requires_manual,,,owner/controller/core conflict
960,STATE_960,352,STATE_352,merge,requires_manual,,,owner/controller/core conflict
987,STATE_987,159,STATE_159,split,requires_manual,,,owner/controller/core conflict
992,STATE_992,849,STATE_849,split,requires_manual,,,owner/controller/core conflict
1074,STATE_1074,670,STATE_670,split,requires_manual,,,owner/controller/core conflict
1076,STATE_1076,1090,STATE_1090,split,requires_manual,,,owner/controller/core conflict
1077,STATE_1077,1090,STATE_1090,split,requires_manual,,,owner/controller/core conflict
1113,STATE_1113,842,STATE_842,same_name,requires_manual,,,owner/controller/core conflict
1116,STATE_1116,1056,STATE_1056,split,requires_manual,,,owner/controller/core conflict
1122,STATE_1122,406,Gurev,split,requires_manual,,,owner/controller/core conflict
1123,STATE_1123,407,STATE_407,split,requires_manual,,,owner/controller/core conflict
1124,STATE_1124,443,Sind,merge,requires_manual,,,owner/controller/core conflict
1138,STATE_1138,831,Khiva,split,requires_manual,,,owner/controller/core conflict
1163,Karma,241,Gomel,split,requires_manual,,,owner/controller/core conflict
1170,STATE_1170,207,STATE_207,split,requires_manual,,,owner/controller/core conflict
1171,STATE_1171,732,STATE_732,split,requires_manual,,,owner/controller/core conflict
1180,STATE_1180,91,Lwow,split,requires_manual,,,owner/controller/core conflict
1184,STATE_1184,18,STATE_18,split,requires_manual,,,owner/controller/core conflict
1192,STATE_1192,94,STATE_94,split,requires_manual,,,owner/controller/core conflict
1201,STATE_1201,76,STATE_76,split,requires_manual,,,owner/controller/core conflict
1205,STATE_1205,95,STATE_95,split,requires_manual,,,owner/controller/core conflict
1227,STATE_1227,231,STATE_231,split,requires_manual,,,owner/controller/core conflict
1241,STATE_1241,554,STATE_554,split,requires_manual,,,owner/controller/core conflict
1268,STATE_1268,30,STATE_30,split,requires_manual,,,owner/controller/core conflict
1276,STATE_1276,907,STATE_907,split,requires_manual,,,owner/controller/core conflict
1279,STATE_1279,456,Aswan,split,requires_manual,,,owner/controller/core conflict
1285,STATE_1285,547,STATE_547,split,requires_manual,,,owner/controller/core conflict
1288,STATE_1288,453,STATE_453,split,requires_manual,,,owner/controller/core conflict
1293,STATE_1293,815,STATE_815,merge,requires_manual,,,owner/controller/core conflict
1305,STATE_1305,755,STATE_755,split,requires_manual,,,owner/controller/core conflict
1306,STATE_1306,759,STATE_759,merge,requires_manual,,,owner/controller/core conflict
1352,STATE_1352,806,STATE_806,split,requires_manual,,,owner/controller/core conflict
1353,STATE_1353,806,STATE_806,split,requires_manual,,,owner/controller/core conflict
1367,STATE_1367,230,STATE_230,split,requires_manual,,,owner/controller/core conflict
1368,STATE_1368,146,KARJALA,split,requires_manual,,,owner/controller/core conflict
1375,STATE_1375,95,STATE_95,split,requires_manual,,,owner/controller/core conflict
1383,STATE_1383,96,STATE_96,split,requires_manual,,,owner/controller/core conflict
1386,STATE_1386,91,Lwow,split,requires_manual,,,owner/controller/core conflict
1393,STATE_1393,420,STATE_420,split,requires_manual,,,owner/controller/core conflict
1409,STATE_1409,5,STATE_5,split,requires_manual,,,owner/controller/core conflict
1441,STATE_1441,95,STATE_95,split,requires_manual,,,owner/controller/core conflict
1445,STATE_1445,228,Voroshilovgrad,split,requires_manual,,,owner/controller/core conflict
1450,STATE_1450,102,STATE_102,split,requires_manual,,,owner/controller/core conflict
1457,STATE_1457,153,STATE_153,split,requires_manual,,,owner/controller/core conflict
1459,STATE_1459,584,STATE_584,split,requires_manual,,,owner/controller/core conflict
1460,STATE_1460,584,STATE_584,split,requires_manual,,,owner/controller/core conflict
1461,STATE_1461,584,STATE_584,split,requires_manual,,,owner/controller/core conflict
1466,STATE_1466,584,STATE_584,split,requires_manual,,,owner/controller/core conflict
1489,STATE_1489,405,Tashkent,split,requires_manual,,,owner/controller/core conflict
