bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
887,STATE_887,europe,69,STATE_69,split,1.000,1,10,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1403,STATE_1403,europe,108,STATE_108,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1404,STATE_1404,europe,104,STATE_104,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1406,STATE_1406,europe,92,STATE_92,split,0.500,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1438,STATE_1438,europe,189,STATE_189,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1468,STATE_1468,asia,742,STATE_742,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
1469,STATE_1469,asia,404,Kyzyl Orda,merge,0.417,5,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=2
1477,STATE_1477,asia,588,Semipalatinsk,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1487,STATE_1487,europe,229,STATE_229,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1491,STATE_1491,europe,202,STATE_202,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1582,STATE_1582,europe,785,STATE_785,split,0.667,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1589,STATE_1589,europe,92,STATE_92,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1595,STATE_1595,europe,184,STATE_184,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1628,Savo / Tavastland / Tavastia,europe,929,OULU,merge,0.818,3,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=3
1629,Savo / Tavastland / Tavastia,europe,929,OULU,merge,0.889,2,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2
1730,STATE_1730,europe,20,Rhone,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=1
1733,STATE_1733,europe,17,Lorraine,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
1818,STATE_1818,asia,1005,STATE_1005,merge,0.600,3,4,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=3
1877,STATE_1877,europe,785,STATE_785,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
2012,STATE_2012,europe,109,Croatia,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
2032,STATE_2032,europe,68,STATE_68,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
2040,STATE_2040,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
2041,STATE_2041,europe,17,Lorraine,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
2042,STATE_2042,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1
2043,STATE_2043,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/8; bsr_source_count=1
2044,STATE_2044,europe,27,Bourgogne,split,1.000,1,4,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
4,STATE_4,europe,4,STATE_4,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
8,STATE_8,europe,8,STATE_8,merge,0.500,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=1; bsr_source_count=2
10,STATE_10,europe,10,STATE_10,merge,0.500,3,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,merge vp_review resource_distribution owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=3
12,STATE_12,europe,808,STATE_808,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
17,STATE_17,europe,17,Lorraine,split,0.600,3,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
23,STATE_23,europe,23,STATE_23,merge,0.875,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
35,STATE_35,europe,35,STATE_35,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1
38,STATE_38,europe,918,Västerbotten,merge,1.000,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=34; bsr_source_count=2
39,STATE_39,europe,39,(South Tyrol) Alto Adige,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
48,STATE_48,europe,48,STATE_48,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
60,STATE_60,europe,60,STATE_60,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
90,STATE_90,europe,90,Kielce,merge,0.714,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2
107,STATE_107,europe,107,STATE_107,merge,0.875,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
117,STATE_117,europe,117,Campania,merge,0.833,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2
119,STATE_119,europe,119,STATE_119,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
142,STATE_142,europe,142,STATE_142,merge,0.895,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=2
152,STATE_152,europe,152,STATE_152,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1
183,STATE_183,europe,183,STATE_183,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
588,STATE_588,asia,882,Pavlodar,merge,1.000,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=9; bsr_source_count=2
664,STATE_664,europe,664,STATE_664,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
666,STATE_666,europe,666,STATE_666,split,1.000,1,3,1,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=23; tsr_overlap_rank=1/2; bsr_source_count=1
871,STATE_871,europe,970,STATE_970,split,0.667,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
928,STATE_928,europe,215,STATE_215,split,0.875,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=14; tsr_overlap_rank=1/5; bsr_source_count=1
929,STATE_929,europe,215,STATE_215,split,0.923,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=12; tsr_overlap_rank=2/5; bsr_source_count=1
999,STATE_999,asia,402,STATE_402,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=2/3; bsr_source_count=1
1010,STATE_1010,europe,921,Telemark,merge,0.600,2,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
1011,STATE_1011,europe,920,STATE_920,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1
1046,STATE_1046,europe,804,STATE_804,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1066,STATE_1066,europe,852,Dalmatia,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
1090,STATE_1090,asia,560,Nikolayevsk,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1156,STATE_1156,europe,184,STATE_184,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/4; bsr_source_count=1
1160,STATE_1160,europe,731,STATE_731,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1228,STATE_1228,europe,934,STATE_934,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1376,STATE_1376,europe,664,STATE_664,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1380,STATE_1380,europe,215,STATE_215,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1454,STATE_1454,europe,12,STATE_12,merge,1.000,3,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=5; bsr_source_count=3
1581,STATE_1581,europe,17,Lorraine,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1627,Savo / Tavastland / Tavastia,europe,927,HÄME,merge,0.714,6,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=10; tsr_overlap_rank=1/4; bsr_source_count=6
1712,STATE_1712,europe,92,STATE_92,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1762,STATE_1762,europe,925,STATE_925,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1800,STATE_1800,europe,20,Rhone,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
1803,STATE_1803,europe,72,STATE_72,split,1.000,1,3,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
9,STATE_9,europe,9,STATE_9,split,0.929,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=13; tsr_overlap_rank=1/2; bsr_source_count=1
13,STATE_13,europe,812,STATE_812,merge,1.000,3,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=4; bsr_source_count=3
19,STATE_19,europe,19,STATE_19,merge,1.000,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=5; bsr_source_count=2
27,STATE_27,europe,27,Bourgogne,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/8; bsr_source_count=1
32,STATE_32,europe,32,STATE_32,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
71,STATE_71,europe,71,STATE_71,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
72,STATE_72,europe,72,STATE_72,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
74,STATE_74,europe,74,STATE_74,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
101,STATE_101,europe,101,STATE_101,split,0.800,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
106,STATE_106,europe,106,STATE_106,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
109,STATE_109,europe,109,Croatia,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/4; bsr_source_count=1
143,STATE_143,europe,143,STATE_143,merge,0.941,3,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=16; tsr_overlap_rank=1/2; bsr_source_count=3
160,STATE_160,europe,160,STATE_160,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
196,STATE_196,europe,196,STATE_196,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
202,STATE_202,europe,202,STATE_202,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
212,STATE_212,europe,212,STATE_212,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=6; tsr_overlap_rank=1/4; bsr_source_count=1
215,STATE_215,europe,215,STATE_215,split,0.636,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=3/5; bsr_source_count=1
216,STATE_216,europe,216,STATE_216,merge,0.950,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=19; bsr_source_count=2
221,STATE_221,europe,221,STATE_221,merge,1.000,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=11; bsr_source_count=2
226,STATE_226,europe,226,Dnipropertovsk,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
227,STATE_227,europe,227,STATE_227,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
397,STATE_397,europe,397,STATE_397,merge,0.864,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=19; bsr_source_count=3
408,STATE_408,asia,408,STATE_408,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
409,STATE_409,asia,409,STATE_409,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=24; tsr_overlap_rank=1/2; bsr_source_count=1
560,STATE_560,asia,560,Nikolayevsk,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=1
563,STATE_563,asia,563,Chita,merge,1.000,4,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=21; bsr_source_count=2
581,STATE_581,europe,581,STATE_581,split,0.600,3,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
586,STATE_586,asia,586,STATE_586,merge,1.000,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=10; bsr_source_count=2
589,STATE_589,asia,589,STATE_589,merge,0.750,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,split+merge; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=2
742,STATE_742,asia,742,STATE_742,split,1.000,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
785,STATE_785,europe,785,STATE_785,split,0.667,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
810,STATE_810,europe,975,STATE_975,split,0.667,1,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,split resource_distribution owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
867,STATE_867,europe,850,Trentino,merge,1.000,2,2,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=2; bsr_source_count=2
191,STATE_191,europe,191,STATE_191,merge,1.000,3,1,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=5; bsr_source_count=3
197,STATE_197,europe,197,STATE_197,merge,1.000,2,1,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=8; bsr_source_count=2
590,Akmolinsk,asia,590,Akmolinsk,merge,1.000,2,1,0,no,yes,yes,requires_manual,owner/controller/core conflict,merge resource_distribution owner_core_conflict,merge; province_overlap=28; bsr_source_count=2
1413,STATE_1413,europe,99,STATE_99,split,1.000,1,9,5,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1758,STATE_1758,europe,162,STATE_162,split,1.000,1,8,4,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
816,STATE_816,europe,849,STATE_849,split,1.000,1,7,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
943,STATE_943,europe,211,STATE_211,merge,0.750,2,7,3,no,no,yes,requires_manual,owner/controller/core conflict,merge vp_review owner_core_conflict,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
990,STATE_990,europe,2,Latium,split,1.000,1,7,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
1571,STATE_1571,europe,137,STATE_137,split,1.000,1,7,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
1975,STATE_1975,europe,36,STATE_36,split,1.000,1,7,4,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
99,STATE_99,europe,99,STATE_99,split,0.667,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
149,Pohjanmaa,europe,149,VAASA,merge,0.714,3,6,3,no,no,yes,requires_manual,owner/controller/core conflict,merge vp_review owner_core_conflict,split+merge; province_overlap=10; tsr_overlap_rank=1/4; bsr_source_count=3
865,STATE_865,europe,807,STATE_807,split,0.500,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=1/8; bsr_source_count=1
939,STATE_939,europe,103,Dalmatia,split,1.000,1,6,2,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
1059,STATE_1059,europe,36,STATE_36,split,0.500,2,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
1157,STATE_1157,europe,182,STATE_182,split,1.000,1,6,2,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1226,STATE_1226,europe,231,STATE_231,merge,0.500,3,6,2,no,no,yes,requires_manual,owner/controller/core conflict,merge vp_review owner_core_conflict,split+merge; province_overlap=2; tsr_overlap_rank=4/7; bsr_source_count=2
1267,STATE_1267,europe,137,STATE_137,split,1.000,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1329,STATE_1329,europe,64,STATE_64,split,0.667,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1369,STATE_1369,europe,146,KARJALA,split,1.000,1,6,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1412,STATE_1412,europe,99,STATE_99,split,1.000,1,6,2,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
1426,STATE_1426,europe,86,STATE_86,split,1.000,1,6,1,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1478,STATE_1478,europe,14,STATE_14,split,1.000,1,6,2,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1559,STATE_1559,europe,36,STATE_36,split,1.000,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1
1561,STATE_1561,europe,807,STATE_807,split,1.000,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1
1728,STATE_1728,europe,807,STATE_807,split,1.000,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1868,STATE_1868,europe,807,STATE_807,split,1.000,1,6,3,no,no,yes,requires_manual,owner/controller/core conflict,split vp_review owner_core_conflict,split; province_overlap=1; tsr_overlap_rank=2/8; bsr_source_count=1
