bsr_state_id,bsr_state_name,tsr_state_id,tsr_state_name,tsr_owner,bsr_owner,tsr_controller,bsr_controller,tsr_cores,bsr_cores
598,STATE_598,598,STATE_598,BYG,CHI,BYG,,BYG,CHI PRC
599,STATE_599,594,STATE_594,GXC,GXC,,,GXC,CHI GXC PRC
600,STATE_600,600,STATE_600,KMT,CHI,,,KMT,CHI PRC
601,STATE_601,601,STATE_601,TIB,TIB,,,TIB,CHI HSI PRC TIB
602,STATE_602,602,STATE_602,KMT,CHI,,,KMT,CHI PRC
603,STATE_603,603,STATE_603,GUI,CHI,GUI,,GUI,CHI PRC
604,STATE_604,604,STATE_604,XSM,XSM,,,XSM,CHI PRC XSM
606,STATE_606,606,STATE_606,BYG,CHI,BYG,,BYG,CHI PRC
607,STATE_607,607,STATE_607,BYG,CHI,BYG,,BYG,CHI PRC
608,STATE_608,608,STATE_608,BYG,CHI,BYG,,BYG,CHI PGR PRC
609,STATE_609,609,East Hebei,BYG,JAP,BYG,,BYG HBC,CHI PGR PRC
610,STATE_610,610,Jehol,BYG,MAN,BYG,,BYG MAN,CHI MAN PRC
611,STATE_611,611,South Chahar,MON,MEN,MON,,HBC MEN MON,CHI MEN PRC
612,STATE_612,612,STATE_612,MON,JAP,MON,MEN,HBC MEN MON,CHI MEN PRC
613,STATE_613,613,Shanghai,KMT,CHI,JAP,,KMT,CHI PRC
614,Hebei,614,Hebei,BYG,CHI,BYG,,BYG,CHI PRC
615,STATE_615,615,STATE_615,SHX,SHX,JAP,JAP,SHX,CHI PRC SHX
616,STATE_616,1040,STATE_1040,XSM,NSI,,,XSM,CHI NSI PRC XSM
617,STATE_617,617,STATE_617,SIK,SIK,,,SIK,CHI PRC SIK
618,STATE_618,618,Dzungaria,ETR,SIK,ETR,,ETR SIK,CHI PRC SIK
619,STATE_619,619,Yarkand,SIK,SIK,,,SIK,CHI PRC SIK TUG
620,STATE_620,620,STATE_620,BYG,CHI,BYG,,BYG,CHI PRC
621,STATE_621,621,STATE_621,MON,SHX,MON,MEN,MEN MON SHX,CHI PRC SHX
622,STATE_622,622,STATE_622,XIC,PRC,XIC,,XIC,CHI PRC
626,STATE_626,626,STATE_626,PHI,PHI,,,PHI,PHI SUU
633,STATE_633,633,STATE_633,DAS,JAP,,,FSM,FSM
634,STATE_634,634,STATE_634,DAS,ENG,,,SOL,SOL
635,STATE_635,635,STATE_635,AST,FRA,AST,,TAH,TAH
636,STATE_636,636,STATE_636,AST,ENG,,,FIJ,FIJ
637,STATE_637,637,Kamchatka,RUS,SOV,,,FER RUS,FER SIB SOV
639,STATE_639,639,STATE_639,DAS,ENG,,,FIJ,KIR
640,STATE_640,998,STATE_998,BRM,RAJ,,,BRM,BRM
641,STATE_641,641,STATE_641,AST,FRA,AST,,TAH,TAH
642,STATE_642,642,STATE_642,USA,USA,,,HAW,KIR
643,STATE_643,643,STATE_643,DAS,ENG,,,FIJ,KIR
644,STATE_644,644,Kolyma,RUS,SOV,,,RUS YAK,SIB SOV YAK
646,STATE_646,646,STATE_646,DAS,JAP,,,GUM JAP,GUM JAP
647,STATE_647,647,STATE_647,DAS,JAP,,,FSM PLU,PLU
648,STATE_648,648,STATE_648,JAP,JAP,,,JAP,GUM
650,STATE_650,650,STATE_650,USA,USA,,,,ALA
651,Ufa,651,Ufa,RUS,SOV,,,BSK RUS,IDL SOV
652,STATE_652,652,STATE_652,RUS,SOV,,,RUS,IDL SOV
654,Gorno-Altaysk,654,Gorno-Altaysk,RUS,SOV,,,ALT RUS,SIB SOV
655,STATE_655,655,STATE_655,RUS,SOV,,,ANU FER RUS,FER SOV
657,Birobidzhan,657,Birobidzhan,RUS,SOV,,,FER RUS,FER SIB SOV
658,STATE_658,658,STATE_658,UAE,ENG,,,UAE,UAE
659,STATE_659,659,STATE_659,YEM,ENG,,,FSA YEM,SYE YEM
660,STATE_660,660,STATE_660,DWA,FRA,DWA,,CAR,CAR
661,STATE_661,661,STATE_661,LBA,ITA,LBA,,LBA,LBA
662,STATE_662,662,STATE_662,LBA,ITA,LBA,,LBA,LBA
663,STATE_663,663,STATE_663,LBA,ITA,LBA,,LBA,LBA
664,STATE_664,664,STATE_664,HUN,CZE,HUN,HUN,HUN SLO,CZE HUN SLO
665,STATE_665,665,STATE_665,TUN,FRA,TUN,,TUN,TUN
666,STATE_666,666,STATE_666,SWE,SWE,,,SMI SWE,SWE
667,STATE_667,667,STATE_667,INS,INS,,,INS,GEA INS
668,STATE_668,668,STATE_668,INS,INS,,,INS,GEA INS
669,STATE_669,1079,STATE_1079,INS,INS,,,PNG WPG,WPP
670,STATE_670,670,STATE_670,DAS,FRA,DAS,JAP,LAO,LAO
671,STATE_671,671,STATE_671,DAS,FRA,DAS,JAP,VIN,TON VIN
672,STATE_672,1070,STATE_1070,INS,INS,,,INS,INS PGY
673,STATE_673,673,STATE_673,INS,INS,,,INS,GEA INS SUL
674,STATE_674,1096,STATE_1096,AST,AST,,,AST,AST WSR
675,STATE_675,675,STATE_675,SAU,IRQ,,ENG,SAU,IRQ JBS
676,STATE_676,676,STATE_676,IRQ,IRQ,,ENG,ASY IRQ KUR,IRQ
677,STATE_677,677,STATE_677,SYR,FRA,,,SYR,SYR
679,STATE_679,856,STATE_856,SAU,SAU,,,SAU,HEJ SAU
680,STATE_680,680,STATE_680,SYR,FRA,,,KUR SYR,SYR
684,STATE_684,684,STATE_684,DAS,JAP,,,FSM,FSM
694,STATE_694,694,STATE_694,USA,FRA,USA,,GDL,GDL
699,STATE_699,699,STATE_699,MOR,SPR,,,WES,WES
700,STATE_700,700,STATE_700,ENG,ENG,ENG,,SIE,SIE
701,STATE_701,701,STATE_701,ENG,ENG,ENG,,GAM,GAM
702,STATE_702,702,STATE_702,POR,POR,,,CBV,
705,STATE_705,705,STATE_705,POR,POR,,,,SAO
706,STATE_706,706,STATE_706,GER,FRA,GER,,MAD,MAD
708,STATE_708,708,STATE_708,GER,FRA,GER,,MAD,MAD
711,STATE_711,711,STATE_711,ENG,MAL,,,,
713,STATE_713,713,STATE_713,GER,FRA,GER,,,
714,STATE_714,714,STATE_714,MAN,MAN,MAN,,MAN,CHI MAN PRC
715,STATE_715,715,STATE_715,BYG,MAN,BYG,,BYG MAN,CHI MAN PRC
716,STATE_716,716,STATE_716,MAN,MAN,MAN,,MAN,CHI MAN PRC
717,STATE_717,717,STATE_717,MAN,MAN,MAN,,MAN,CHI MAN PRC
718,STATE_718,890,STATE_890,BEL,BEL,,,COG,COG KVU
719,STATE_719,719,Natal,SAF,SAF,,,SAF,SAF TRV
720,STATE_720,720,STATE_720,ENG,ENG,,,,ARG
721,STATE_721,721,STATE_721,POR,POR,,,TML,ETM
722,STATE_722,722,PETSAMO,RUS,FIN,RUS,,FIN SMI,FIN
723,STATE_723,723,STATE_723,AST,NZL,AST,,AST NZL,NZL
725,STATE_725,725,STATE_725,DAS,AST,,,FIJ,NAU
726,STATE_726,726,STATE_726,DAS,NZL,,,SAM,SAM
727,STATE_727,727,STATE_727,USA,USA,,,HAW,KIR
728,STATE_728,728,STATE_728,GER,FRA,GER,,,CHI PRC
729,STATE_729,729,STATE_729,POR,POR,,,,CHI MCU PRC
730,STATE_730,730,STATE_730,ENG,FRA,ENG,,,
731,STATE_731,731,STATE_731,GRE,GRE,,GER,GRE,GRE
732,STATE_732,732,STATE_732,RUS,SOV,,,KYR RUS,KOK KYR SOV
733,STATE_733,733,STATE_733,ENG,RAJ,,,,RAJ
734,STATE_734,734,STATE_734,DAS,ENG,DAS,,TAH,SOL
735,STATE_735,1066,STATE_1066,ITA,FRA,ITA,,ITA,FRA SRD
736,STATE_736,852,Dalmatia,ITA,ITA,,,CRO ITA LBV YUG,CRO ITA YUG
737,STATE_737,737,STATE_737,DAS,AST,,,PNG,PNG
738,STATE_738,738,STATE_738,INS,INS,,,INS,GEA INS
741,STATE_741,741,STATE_741,DAS,FRA,DAS,,CAM,CAM
742,STATE_742,742,STATE_742,RUS,SOV,,,BUK RUS TAJ,SOV TAJ
743,STATE_743,743,STATE_743,GER,CHI,JAP,,SND,CHI PRC
744,STATE_744,744,STATE_744,XIC,NEA,XIC,CHI,XIC,CHI NEA PRC
745,STATE_745,745,STATE_745,RUS,JAP,,,MAN,CHI MAN PRC
746,STATE_746,746,STATE_746,XIC,SHX,XIC,JAP,MEN SHX XIC,CHI PRC SHX
747,STATE_747,747,STATE_747,YUN,YUN,,,YUN,CHI PRC YUN
749,STATE_749,749,STATE_749,KMT,CHI,JAP,,KMT,CHI PRC
750,STATE_750,750,STATE_750,KMT,CHI,,,KMT,CHI PRC
751,STATE_751,751,STATE_751,KMT,SZH,KMT,CHI,KMT SIC,CHI PRC SZH
754,STATE_754,754,STATE_754,XSM,XSM,,,XSM,CHI PRC XSM
755,STATE_755,755,STATE_755,XSM,XSM,,,XSM,CHI PRC XSM
756,STATE_756,1044,STATE_1044,XSM,XSM,,,XSM,CHI PRC XSM
759,STATE_759,1042,STATE_1042,SIK,TUG,,SIK,SIK,CHI PRC SIK TUG
760,STATE_760,760,STATE_760,SIK,SIK,,,KUM SIK,CHI PRC SIK
761,STATE_761,761,STATE_761,MAN,MAN,MAN,,MAN,CHI MAN PRC
762,STATE_762,762,STATE_762,GER,POL,,GER,GER POL SIL,POL SIL
763,STATE_763,763,STATE_763,GER,GER,,GER,GER PRE,GER PRE
764,STATE_764,764,STATE_764,HUN,YUG,HUN,GER,SER TRA YUG,BNT SER VOJ YUG
765,STATE_765,765,STATE_765,QAT,ENG,,,QAT,QAT
766,STATE_766,766,STATE_766,RUS,ROM,,SOV,MOL ROM UKR,MOL ROM UKR
767,STATE_767,767,North Darfur,EGY,ENG,EGY,,SUD,SUD
770,STATE_770,770,STATE_770,FRN,ENG,FRN,,MLW,MLW
771,Zambia,771,Zambia,FRN,ENG,FRN,,ZAM,ZAM
772,STATE_772,772,Middle Congo (Brazzaville),COG,FRA,COG,,RCG,RCG
773,Cameroon,773,Cameroon,DWA,FRA,DWA,,CMR,CMR
774,STATE_774,774,STATE_774,DWA,FRA,DWA,,CHA,CHA
775,BET - Borkou-Ennedi-Tibesti region,775,BET - Borkou-Ennedi-Tibesti region,DWA,FRA,DWA,,CHA,CHA
776,Benin/Dahomey,776,Benin/Dahomey,DWA,FRA,DWA,,DAH,DAH
777,STATE_777,777,STATE_777,DWA,FRA,DWA,,TOG,TOG
778,Upper Volta,778,Upper Volta,AOC,FRA,AOC,,VOL,VOL
779,Ivory Coast,779,Ivory Coast,AOC,FRA,AOC,,IVO,IVO
780,Guinea,780,Guinea,AOC,FRA,AOC,,GNA,GNA
781,STATE_781,781,Niger,AOC,FRA,AOC,,NGR SOK,NGR
782,Tombouctou,782,Tombouctou,AOC,FRA,AOC,,MLI,MLI
783,Sidi Ifni,783,Sidi Ifni,MOR,SPR,MOR,,MOR,MOR
784,STATE_784,784,STATE_784,RUS,POL,,SOV,LIT POL,LIT POL
785,STATE_785,785,STATE_785,FRA,FRA,,GER,FRA,FRA
786,STATE_786,786,Mauritanian Desert,AOC,FRA,AOC,,MRT,MRT
787,STATE_787,787,Northern Kashmir,KAS,RAJ,KAS,,KAS KHL PAK,KSH PAK RAJ
788,STATE_788,51,STATE_51,GER,GER,,,GER PRE RHI,GER HAN PRE RHI
789,STATE_789,42,STATE_42,GER,GER,,,GER PRE RHI,GER RHI SAR
791,STATE_791,55,STATE_55,GER,GER,,,GER HES PRE,BDN GER
797,STATE_797,63,STATE_63,GER,GER,,,GER KSH PRE,GER PRE
799,STATE_799,50,Württemberg,GER,GER,,,GER WUR,BDN GER
803,STATE_803,67,STATE_67,GER,GER,,,GER PRE SIL,GER POL PRE SIL
805,STATE_805,910,STATE_910,DEN,DEN,,GER,DEN,DEN
806,STATE_806,153,STATE_153,GER,AUS,GER,GER,AUS GER,AUS GER
807,STATE_807,4,STATE_4,GER,AUS,GER,GER,AUS GER,AUS GER
810,STATE_810,975,STATE_975,HUN,AUS,GER,GER,AUS GER HUN,AUS GER
812,STATE_812,1047,STATE_1047,GER,BEL,,GER,BEL GER,BEL RHI WLL
814,STATE_814,1048,Moselgebiet,GER,FRA,GER,GER,GER,BGN FRA
815,STATE_815,18,STATE_18,FRA,FRA,,GER,FRA,FRA
816,STATE_816,849,STATE_849,ITA,ITA,,,ITA TTS,ITA KTS
817,STATE_817,18,STATE_18,FRA,FRA,,GER,FRA,BGN FRA
818,STATE_818,1065,STATE_1065,FRA,FRA,,GER,FRA,FRA NRM
819,STATE_819,24,STATE_24,FRA,FRA,,GER,FRA,FRA
820,STATE_820,31,STATE_31,FRA,FRA,,,FRA OCC,CAT FRA OCC
826,STATE_826,1014,STATE_1014,BHR,LIE,,,BHR,LIE
830,STATE_830,79,STATE_79,ROM,ROM,,,ROM,BUK ROM
835,STATE_835,357,STATE_357,USA,USA,,,USA,NEE USA
836,STATE_836,357,STATE_357,USA,USA,,,USA,NEE USA
837,STATE_837,357,STATE_357,USA,USA,,,USA,NEE USA
838,STATE_838,357,STATE_357,USA,USA,,,USA,NEE USA
839,STATE_839,357,STATE_357,USA,USA,,,USA,NEE USA
840,STATE_840,357,STATE_357,USA,USA,,,USA,NEE USA
845,STATE_845,371,STATE_371,USA,USA,,,USA,LOU USA
850,STATE_850,375,STATE_375,USA,USA,,,USA,TEX USA
851,STATE_851,375,STATE_375,USA,USA,,,USA,TEX USA
852,STATE_852,375,STATE_375,USA,USA,,,USA,TEX USA
854,STATE_854,378,STATE_378,USA,USA,,,USA,CAL USA
855,STATE_855,378,STATE_378,USA,USA,,,USA,CAL USA
858,STATE_858,371,STATE_371,USA,USA,,,USA,LOU USA
863,STATE_863,88,STATE_88,RUS,POL,,GER,POL,GAL POL
865,STATE_865,807,STATE_807,GER,POL,,GER,GER KSH POL,POL
866,STATE_866,736,Name was Istria before the Pola (Istria) split and merge with Fiume,ITA,ITA,,,ITA LBV SLV YUG,ITA SLV YUG
867,STATE_867,850,Trentino,ITA,ITA,,,ITA LBV,ITA VEC
868,STATE_868,45,STATE_45,HUN,YUG,,HUN,SER YUG,SER VOJ YUG
869,STATE_869,109,Croatia,YUG,YUG,,CRO,CRO YUG,CRO VOJ YUG
870,STATE_870,803,STATE_803,YUG,YUG,,BUL,SER YUG,SER YUG
871,STATE_871,970,STATE_970,YUG,YUG,,ALB,MAC YUG,MAC YUG
872,STATE_872,108,STATE_108,YUG,YUG,,SER,SER YUG,SER YUG
877,STATE_877,799,STATE_799,SYR,FRA,TUR,TUR,SYR TUR,TUR
878,STATE_878,108,STATE_108,YUG,YUG,,,SER YUG,KOS SER YUG
879,STATE_879,814,STATE_814,RUS,LIT,,SOV,LIT,LIT
880,STATE_880,810,STATE_810,RUS,LAT,,SOV,LAT,LAT LIV
881,STATE_881,809,STATE_809,RUS,LAT,,SOV,LAT,COU LAT
882,STATE_882,811,STATE_811,RUS,EST,,SOV,EST,EST
886,STATE_886,972,STATE_972,GER,CZE,GER,GER,CZE GER,CZE GER
887,STATE_887,69,STATE_69,GER,CZE,GER,GER,CZE GER,CZE GER
888,STATE_888,972,STATE_972,GER,CZE,GER,GER,CZE GER,CZE GER MRV
889,STATE_889,70,STATE_70,HUN,CZE,HUN,SLO,SLO,CZE SLO
896,STATE_896,772,Middle Congo (Brazzaville),COG,FRA,COG,,RCG,RCG
897,STATE_897,914,STATE_914,NOR,FRA,,,NOR,GAB
898,STATE_898,774,STATE_774,DWA,FRA,DWA,,CHA,CHA
899,STATE_899,660,STATE_660,DWA,FRA,DWA,,CAR,CAR
901,STATE_901,900,STATE_900,DWA,ENG,DWA,,BIA NGA,NGA
903,STATE_903,1031,STATE_1031,KOR,JAP,KOR,,KOR,KOR
904,STATE_904,1031,STATE_1031,KOR,JAP,KOR,,KOR,KOR
905,STATE_905,1030,STATE_1030,KOR,JAP,KOR,,KOR,KOR
906,STATE_906,1029,STATE_1029,KOR,JAP,,,KOR,KOR
907,STATE_907,1029,STATE_1029,KOR,JAP,,,KOR,KOR
908,STATE_908,527,STATE_527,KOR,JAP,KOR,,KOR,KOR
909,STATE_909,1028,STATE_1028,KOR,JAP,KOR,,KOR,KOR
911,STATE_911,1031,STATE_1031,KOR,JAP,KOR,,KOR,KOR
918,STATE_918,979,STATE_979,DAS,AST,,,PNG,PNG
919,STATE_919,871,STATE_871,AST,AST,,,AST,AST WSR
920,STATE_920,870,STATE_870,AST,AST,,,AST,AST WSR
925,STATE_925,78,STATE_78,RUS,ROM,,SOV,MOL ROM,MOL ROM
926,STATE_926,202,STATE_202,RUS,SOV,,,RUS UKR,SOV UKR
928,STATE_928,215,STATE_215,RUS,SOV,,,KAR RUS,KAR SOV
929,STATE_929,215,STATE_215,RUS,SOV,,,KAR RUS,KAR SOV
931,STATE_931,232,Dagestan,RUS,SOV,,,DAG RUS,DAG SOV
932,STATE_932,232,Dagestan,RUS,SOV,,,DAG RUS,DAG SOV
933,STATE_933,95,STATE_95,RUS,POL,,SOV,BLR POL,BLR POL
934,STATE_934,102,STATE_102,YUG,YUG,,GER,SLV YUG,SLV YUG
935,STATE_935,102,STATE_102,YUG,YUG,,GER,SLV YUG,SLV YUG
936,STATE_936,1049,Prekmurje,HUN,YUG,HUN,HUN,HUN,SLV YUG
937,STATE_937,109,Croatia,YUG,YUG,,CRO,CRO YUG,CRO YUG
938,STATE_938,940,STATE_940,BRA,YUG,,CRO,BRA,BOS CRO HRZ YUG
939,STATE_939,103,Dalmatia,YUG,YUG,,CRO,CRO YUG,CRO YUG
940,STATE_940,105,STATE_105,YUG,YUG,,ITA,MNT YUG,MNT YUG
941,STATE_941,802,STATE_802,YUG,YUG,,SER,KOS SER YUG,KOS SER YUG
942,STATE_942,801,STATE_801,BUL,BUL,BUL,,BUL,BUL
943,STATE_943,211,STATE_211,BUL,BUL,BUL,,BUL,BUL
945,STATE_945,1010,STATE_1010,IRQ,IRQ,,ENG,IRQ,IRQ
946,STATE_946,1011,STATE_1011,IRQ,IRQ,,ENG,IRQ,IRQ
947,STATE_947,1051,STATE_1051,SAU,ENG,SAU,,SAU,JBS JOR
950,STATE_950,1055,STATE_1055,STC,TUR,STC,,TUR,TUR
952,STATE_952,183,STATE_183,GRE,ENG,GRE,,CYP GRE,CYP
955,STATE_955,355,STATE_355,TUR,TUR,,,TUR,PON TUR
959,STATE_959,353,STATE_353,KUR,TUR,,,KUR TUR,KUR TUR
960,STATE_960,352,STATE_352,KUR,TUR,,,,KUR TUR
961,STATE_961,1059,STATE_1059,SYR,TUR,SYR,,SYR,TUR
970,STATE_970,409,STATE_409,RUS,SOV,,,FER RUS VLA,FER SIB SOV
971,STATE_971,526,STATE_526,JAP,JAP,,,JAP OKN,CHI JAP PRC
972,STATE_972,686,STATE_686,USA,USA,,,PUE,
974,STATE_974,967,STATE_967,BRA,ENG,,,BRA,ENG
975,STATE_975,187,STATE_187,GRE,GRE,,GER,GRE,GRE
976,STATE_976,185,STATE_185,GRE,GRE,,ITA,GRE,GRE
977,STATE_977,185,STATE_185,GRE,GRE,,ITA,GRE,GRE
978,STATE_978,47,Thessaly,GRE,GRE,,ITA,GRE,GRE
980,STATE_980,1021,STATE_1021,DAS,MAL,DAS,,MAL SNG,SNG
981,STATE_981,1083,STATE_1083,DAS,MAL,DAS,,MAL,MAL
982,STATE_982,1023,STATE_1023,DAS,MAL,DAS,,BRN MAL,BRU
986,STATE_986,160,STATE_160,ITA,ITA,,,ITA LBV,ITA VEC
987,STATE_987,159,STATE_159,ITA,ITA,,,ITA LBV,ITA VEC
988,STATE_988,158,STATE_158,ITA,ITA,,,ITA SPM,ITA SRD
989,STATE_989,158,STATE_158,ITA,ITA,,,ITA SPM,ITA SRD
990,STATE_990,2,Latium,ITA,ITA,,,ITA PAP,ITA
991,STATE_991,117,Campania,ITA,ITA,,,ITA TTS,ITA KTS
992,STATE_992,849,STATE_849,ITA,ITA,,,ITA TTS,ITA KTS
993,STATE_993,736,Name was Istria before the Pola (Istria) split and merge with Fiume,ITA,ITA,,,ITA LBV SLV YUG,ITA
994,STATE_994,947,STATE_947,PRU,HUN,,,PRU,HUN
995,STATE_995,446,Suez,EGY,ENG,EGY,,EGY,EGY
996,STATE_996,88,STATE_88,RUS,POL,,SOV,POL,GAL POL UKR
997,STATE_997,97,STATE_97,RUS,POL,,GER,BLR POL,POL
998,STATE_998,273,Libyan Desert,LBA,ITA,LBA,,LBA,CHA LBA
999,STATE_999,402,STATE_402,RUS,SOV,,,KAZ RUS,KAZ SOV
1002,STATE_1002,826,STATE_826,RUS,SOV,,,ABK GEO RUS,ABH GEO SOV
1005,STATE_1005,229,STATE_229,RUS,SOV,,,AZR RUS,AZR SOV
1009,STATE_1009,917,STATE_917,SWE,SWE,,,SMI SWE,SWE
1010,STATE_1010,921,Telemark,NOR,NOR,,GER,NOR,NOR
1011,STATE_1011,920,STATE_920,NOR,NOR,,GER,NOR,NOR
1012,STATE_1012,920,STATE_920,NOR,NOR,,GER,NOR,NOR
1013,STATE_1013,923,STATE_923,NOR,NOR,,GER,NOR SMI,NOR
1014,STATE_1014,144,Nordland,NOR,NOR,,GER,NOR SMI,NOR
1022,STATE_1022,328,Kirin,MAN,MAN,MAN,,MAN,CHI MAN PRC
1023,STATE_1023,716,STATE_716,MAN,MAN,MAN,,MAN,CHI MAN PRC
1024,STATE_1024,328,Kirin,MAN,MAN,MAN,,MAN,CHI MAN PRC
1025,STATE_1025,716,STATE_716,MAN,MAN,MAN,,MAN,CHI MAN PRC
1026,STATE_1026,328,Kirin,MAN,MAN,MAN,,MAN,CHI MAN PRC
1027,STATE_1027,1038,STATE_1038,BYG,CHI,BYG,,BYG,CHI PRC
1028,STATE_1028,1034,STATE_1034,KMT,CHI,JAP,RGR,KMT,CHI PRC
1035,STATE_1035,1092,STATE_1092,AST,AST,,,BOU PNG SOL,PNG
1039,STATE_1039,906,STATE_906,SOM,ENG,,,YEM,SYE YEM
1041,STATE_1041,993,STATE_993,BRM,RAJ,,,BRM,BRM
1042,STATE_1042,994,STATE_994,BRM,RAJ,,,BRM,BRM
1045,STATE_1045,44,STATE_44,ALB,ALB,ITA,,ALB,ALB
1046,STATE_1046,804,STATE_804,YUG,YUG,,CRO,BOS HRZ YUG,BOS HRZ YUG
1047,STATE_1047,104,STATE_104,YUG,YUG,,CRO,BOS YUG,BOS YUG
1048,STATE_1048,104,STATE_104,YUG,YUG,,CRO,BOS YUG,BOS YUG
1049,STATE_1049,274,STATE_274,DWA,ENG,DWA,,GHA,GHA
1051,STATE_1051,789,STATE_789,SPR,SPR,,,SPR,ADU SPR
1057,STATE_1057,895,STATE_895,DSW,SAF,DSW,,NMB SAF,NMB
1058,STATE_1058,35,STATE_35,HOL,HOL,,GER,HOL,FLA HOL ZEE
1059,STATE_1059,36,STATE_36,HOL,HOL,,GER,HOL,GEL HOL
1060,STATE_1060,35,STATE_35,HOL,HOL,,GER,HOL,HOL LIM
1061,STATE_1061,7,STATE_7,HOL,HOL,,GER,HOL,HOL
1063,STATE_1063,184,STATE_184,GRE,GRE,,BUL,GRE,GRE
1066,STATE_1066,852,Dalmatia,ITA,ITA,,,CRO ITA LBV YUG,CRO ITA YUG
1070,STATE_1070,663,STATE_663,LBA,ITA,LBA,,LBA,LBA
1071,STATE_1071,273,Libyan Desert,LBA,ITA,LBA,,LBA,LBA
1072,STATE_1072,273,Libyan Desert,LBA,ITA,LBA,,LBA,LBA
1073,STATE_1073,1091,STATE_1091,DAS,FRA,DAS,SIA,LAO,LAO
1074,STATE_1074,670,STATE_670,DAS,FRA,DAS,JAP,LAO,LAO
1075,STATE_1075,670,STATE_670,DAS,FRA,DAS,,LAO,LAO
1076,STATE_1076,1090,STATE_1090,DAS,FRA,DAS,,CPS LAO,LAO
1077,STATE_1077,1090,STATE_1090,DAS,FRA,DAS,SIA,CPS LAO,LAO
1078,STATE_1078,671,STATE_671,DAS,FRA,DAS,JAP,VIN,TON VIN
1079,STATE_1079,1017,STATE_1017,DAS,FRA,DAS,JAP,VIN,VIN
1080,STATE_1080,1017,STATE_1017,DAS,FRA,DAS,,VIN,VIN
1081,STATE_1081,1088,STATE_1088,DAS,FRA,DAS,,VIN,COC VIN
1082,STATE_1082,286,STATE_286,DAS,FRA,DAS,,CHM VIN,VIN
1083,STATE_1083,741,STATE_741,DAS,FRA,DAS,,CAM,CAM
1084,STATE_1084,741,STATE_741,DAS,FRA,DAS,,CAM,CAM
1085,STATE_1085,1089,STATE_1089,DAS,FRA,DAS,SIA,CAM,CAM
1087,STATE_1087,844,STATE_844,SOM,ITA,,ENG,SOM,SOM
1088,STATE_1088,559,STATE_559,SOM,ITA,SOM,ENG,SOM,SOM
1089,STATE_1089,29,STATE_29,BEL,FRA,,GER,FRA,FRA
1090,STATE_1090,560,Nikolayevsk,RUS,SOV,,,FER RUS,FER SIB SOV
1091,STATE_1091,231,STATE_231,RUS,SOV,,,GEO RUS,GEO SOT SOV
1092,STATE_1092,231,STATE_231,RUS,SOV,,,GEO RUS,GEO SOV
1093,STATE_1093,1071,STATE_1071,INS,INS,,,SSI,INS SSI
1094,STATE_1094,1084,STATE_1084,DAS,MAL,DAS,,MAL,MAL
1100,STATE_1100,834,STATE_834,RUS,SOV,,,MOL RUS UKR,MOL SOV UKR
1103,STATE_1103,48,STATE_48,BUL,BUL,BUL,,BUL,BUL
1104,STATE_1104,103,Dalmatia,YUG,YUG,,ITA,CRO YUG,CRO YUG
1106,STATE_1106,699,STATE_699,MOR,SPR,,,WES,MOR
1107,STATE_1107,153,STATE_153,GER,AUS,GER,GER,AUS GER,AUS GER
1109,STATE_1109,948,STATE_948,CHL,JAP,,,CHL RAP,KOR
1110,STATE_1110,558,STATE_558,DWA,ENG,DWA,,NGA,NGA
1111,STATE_1111,835,STATE_835,ETH,ETH,ITA,ITA,ETH HAR SOM,ETH SOM
1112,STATE_1112,63,STATE_63,GER,GER,,,GER KSH PRE,GER POL PRE
1113,STATE_1113,842,STATE_842,ETH,ETH,ITA,ITA,ETH TIG,ETH
1116,STATE_1116,1056,STATE_1056,STC,TUR,STC,,TUR,THR TUR
1119,STATE_1119,87,STATE_87,RUS,POL,,GER,POL,POL
1122,STATE_1122,406,Gurev,RUS,SOV,,,KAZ RUS,KAZ SOV
1123,STATE_1123,407,STATE_407,RUS,SOV,,,KAZ RUS,KAZ SOV
1124,STATE_1124,443,Sind,PAK,RAJ,PAK,,IND PAK SIN,PAK SIN
1125,STATE_1125,193,Chernihiv,RUS,SOV,,,RUS UKR,SOV UKR
1126,STATE_1126,193,Chernihiv,RUS,SOV,,,RUS UKR,SOV UKR
1127,STATE_1127,226,Dnipropertovsk,RUS,SOV,,,RUS UKR,SOV UKR
1129,STATE_1129,1005,STATE_1005,AFG,AFG,,,AFG TAJ,AFG
1130,STATE_1130,1007,STATE_1007,AFG,AFG,,,AFG TMS,AFG
1131,STATE_1131,1008,STATE_1008,AFG,AFG,,,AFG,AFG BAL
1135,STATE_1135,889,STATE_889,BEL,BEL,,,COG KAT,COG KTG
1136,STATE_1136,889,STATE_889,BEL,BEL,,,COG KAT,COG KTG
1138,STATE_1138,831,Khiva,RUS,SOV,,,KHI KKP RUS UZB,KPS SOV UZB
1139,STATE_1139,731,STATE_731,GRE,GRE,,GER,GRE,GRE
1140,STATE_1140,341,STATE_341,GRE,TUR,GRE,,GRE TUR,THR TUR
1142,STATE_1142,212,STATE_212,BUL,BUL,BUL,,BUL,BUL THR
1143,STATE_1143,212,STATE_212,BUL,BUL,BUL,,BUL,BUL
1144,STATE_1144,273,Libyan Desert,LBA,ITA,LBA,,LBA,LBA
1145,STATE_1145,273,Libyan Desert,LBA,ITA,LBA,,LBA,LBA
1146,STATE_1146,273,Libyan Desert,LBA,ITA,LBA,,LBA,LBA
