bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,manual_decision,manual_tsr_state_id,reviewer_notes
530,STATE_530,530,Shikoku,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
531,STATE_531,531,Kansai,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
533,STATE_533,533,North Tohoku,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
534,Hokuriku,534,"was Hokuriku, is actually Kōshin'etsu",split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
535,Koshinetsu,535,"was Koshinetsu, is actually Hokuriku",merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
536,STATE_536,536,STATE_536,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
537,STATE_537,537,STATE_537,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
538,STATE_538,538,STATE_538,merge,approve_selected,,Phase4c: conf=0.714 resource/building dist auto approve
539,STATE_539,539,STATE_539,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
540,STATE_540,892,STATE_892,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
541,STATE_541,893,STATE_893,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
542,STATE_542,542,STATE_542,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
543,STATE_543,543,STATE_543,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
544,STATE_544,544,STATE_544,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
545,STATE_545,545,STATE_545,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
546,STATE_546,546,STATE_546,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
547,STATE_547,904,STATE_904,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
548,STATE_548,548,STATE_548,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
549,STATE_549,549,"Kurdufan / was ""Sudan""",split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
550,STATE_550,550,STATE_550,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
551,STATE_551,551,STATE_551,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
552,STATE_552,552,STATE_552,merge,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve
553,STATE_553,553,STATE_553,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
554,STATE_554,554,STATE_554,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
555,Kuril Islands,555,Kuril Islands,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
556,Mali (previously French West Africa),556,STATE_556,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
557,Mauritania,557,Mauritania,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
558,STATE_558,902,STATE_902,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
559,STATE_559,559,STATE_559,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
560,STATE_560,560,Nikolayevsk,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
561,STATE_561,561,Amur,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
562,Okhotsk,562,Okhotsk,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
563,STATE_563,563,Chita,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
564,Ulan Ude,564,Ulan Ude,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
565,Bodaybo,565,Bodaybo,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
566,Irktusk,566,Irktusk,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
567,STATE_567,567,Bratsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
568,Krasnoyarsk,568,Krasnoyarsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
569,Kemerovo,569,Khakassia,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
570,Novosibirsk,570,Novosibirsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
571,Omsk,571,Omsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
572,Chelyabinsk,572,Chelyabinsk,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
573,Zlatoust,573,Zlatoust,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
574,STATE_574,574,Yakutsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
575,Kirensk,575,Kirensk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
576,Yeniseisk,576,Yeniseisk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
577,STATE_577,577,STATE_577,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
578,Tomsk,578,Tomsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
579,Salekhard,579,Salekhard,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
580,Tobolsk,580,Tobolsk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
581,STATE_581,581,STATE_581,split,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve
582,STATE_582,582,STATE_582,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
583,STATE_583,583,STATE_583,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
584,STATE_584,584,STATE_584,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
585,STATE_585,585,Navoiy,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
586,STATE_586,586,STATE_586,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
587,STATE_587,587,STATE_587,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
588,STATE_588,882,Pavlodar,merge,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
589,STATE_589,589,STATE_589,merge,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
590,Akmolinsk,590,Akmolinsk,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
591,STATE_591,591,STATE_591,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
592,STATE_592,592,STATE_592,merge,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve
593,STATE_593,593,STATE_593,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
594,STATE_594,1033,STATE_1033,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
595,STATE_595,595,STATE_595,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
596,STATE_596,596,STATE_596,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
597,STATE_597,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
598,STATE_598,598,STATE_598,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
599,STATE_599,594,STATE_594,split,approve_selected,,Phase4a: conf=0.929 owner/core conflict auto approve
600,STATE_600,600,STATE_600,same_id_same_area,approve_selected,,Phase4a: conf=0.931 owner/core conflict auto approve
601,STATE_601,601,STATE_601,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
602,STATE_602,602,STATE_602,same_id_same_area,approve_selected,,Phase4a: conf=0.947 owner/core conflict auto approve
603,STATE_603,603,STATE_603,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
604,STATE_604,604,STATE_604,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
605,STATE_605,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
606,STATE_606,606,STATE_606,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
607,STATE_607,607,STATE_607,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
608,STATE_608,608,STATE_608,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
609,STATE_609,609,East Hebei,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
610,STATE_610,610,Jehol,merge,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve
611,STATE_611,611,South Chahar,merge,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve
612,STATE_612,612,STATE_612,merge,approve_selected,,Phase4b: conf=0.786 owner/core conflict auto approve
613,STATE_613,613,Shanghai,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
614,Hebei,614,Hebei,same_id_same_area,approve_selected,,Phase4a: conf=0.929 owner/core conflict auto approve
615,STATE_615,615,STATE_615,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
616,STATE_616,1040,STATE_1040,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
617,STATE_617,617,STATE_617,merge,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve
618,STATE_618,618,Dzungaria,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
619,STATE_619,619,Yarkand,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
620,STATE_620,620,STATE_620,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
621,STATE_621,621,STATE_621,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
622,STATE_622,622,STATE_622,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
623,STATE_623,623,Luzon,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
624,STATE_624,624,Central Islands,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
626,STATE_626,626,STATE_626,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
627,STATE_627,1026,STATE_1026,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
633,STATE_633,633,STATE_633,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
634,STATE_634,634,STATE_634,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
635,STATE_635,635,STATE_635,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
636,STATE_636,636,STATE_636,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
637,STATE_637,637,Kamchatka,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
639,STATE_639,639,STATE_639,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
640,STATE_640,998,STATE_998,merge,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve
641,STATE_641,641,STATE_641,split,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve
642,STATE_642,642,STATE_642,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
643,STATE_643,643,STATE_643,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
644,STATE_644,644,Kolyma,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
646,STATE_646,646,STATE_646,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
647,STATE_647,647,STATE_647,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
648,STATE_648,648,STATE_648,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
650,STATE_650,650,STATE_650,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
651,Ufa,651,Ufa,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
652,STATE_652,652,STATE_652,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
653,Sverdlovsk,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
654,Gorno-Altaysk,654,Gorno-Altaysk,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
655,STATE_655,655,STATE_655,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
656,STATE_656,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
657,Birobidzhan,657,Birobidzhan,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
658,STATE_658,658,STATE_658,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
659,STATE_659,659,STATE_659,merge,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
660,STATE_660,660,STATE_660,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
661,STATE_661,661,STATE_661,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
662,STATE_662,662,STATE_662,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
663,STATE_663,663,STATE_663,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
664,STATE_664,664,STATE_664,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
665,STATE_665,665,STATE_665,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
666,STATE_666,666,STATE_666,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
667,STATE_667,667,STATE_667,merge,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import)
668,STATE_668,668,STATE_668,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
669,STATE_669,1079,STATE_1079,merge,approve_selected,,Phase4a: conf=0.857 owner/core conflict auto approve
670,STATE_670,670,STATE_670,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
671,STATE_671,671,STATE_671,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
672,STATE_672,1070,STATE_1070,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
673,STATE_673,673,STATE_673,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
674,STATE_674,1096,STATE_1096,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
675,STATE_675,675,STATE_675,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
676,STATE_676,676,STATE_676,split,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve
677,STATE_677,677,STATE_677,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
678,STATE_678,678,STATE_678,merge,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve
679,STATE_679,856,STATE_856,merge,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import)
680,STATE_680,680,STATE_680,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
681,STATE_681,681,Cape,split,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve
682,STATE_682,682,STATE_682,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
683,STATE_683,683,STATE_683,merge,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve
684,STATE_684,684,STATE_684,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
686,STATE_686,686,STATE_686,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
687,STATE_687,687,STATE_687,split,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve
688,STATE_688,688,STATE_688,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
694,STATE_694,694,STATE_694,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
699,STATE_699,699,STATE_699,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
700,STATE_700,700,STATE_700,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
701,STATE_701,701,STATE_701,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
702,STATE_702,702,STATE_702,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
705,STATE_705,705,STATE_705,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
706,STATE_706,706,STATE_706,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
708,STATE_708,708,STATE_708,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
711,STATE_711,711,STATE_711,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
713,STATE_713,713,STATE_713,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
714,STATE_714,714,STATE_714,merge,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve
715,STATE_715,715,STATE_715,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
716,STATE_716,716,STATE_716,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
717,STATE_717,717,STATE_717,split,approve_selected,,Phase4a: conf=0.957 owner/core conflict auto approve
718,STATE_718,890,STATE_890,merge,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
719,STATE_719,719,Natal,split,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
720,STATE_720,720,STATE_720,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
721,STATE_721,721,STATE_721,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
722,STATE_722,722,PETSAMO,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
723,STATE_723,723,STATE_723,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
724,STATE_724,724,STATE_724,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
725,STATE_725,725,STATE_725,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
726,STATE_726,726,STATE_726,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
727,STATE_727,727,STATE_727,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
728,STATE_728,728,STATE_728,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
729,STATE_729,729,STATE_729,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
730,STATE_730,730,STATE_730,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
731,STATE_731,731,STATE_731,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
732,STATE_732,732,STATE_732,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
733,STATE_733,733,STATE_733,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
734,STATE_734,734,STATE_734,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
735,STATE_735,1066,STATE_1066,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
736,STATE_736,852,Dalmatia,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
737,STATE_737,737,STATE_737,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
738,STATE_738,738,STATE_738,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
741,STATE_741,741,STATE_741,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
742,STATE_742,742,STATE_742,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
743,STATE_743,743,STATE_743,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
744,STATE_744,744,STATE_744,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
745,STATE_745,745,STATE_745,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
746,STATE_746,746,STATE_746,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
747,STATE_747,747,STATE_747,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
748,STATE_748,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
749,STATE_749,749,STATE_749,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
750,STATE_750,750,STATE_750,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
751,STATE_751,751,STATE_751,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
752,STATE_752,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
753,STATE_753,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
754,STATE_754,754,STATE_754,split,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve
755,STATE_755,755,STATE_755,merge,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve
756,STATE_756,1044,STATE_1044,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
757,STATE_757,757,STATE_757,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
758,STATE_758,758,STATE_758,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
759,STATE_759,1042,STATE_1042,split,approve_selected,,Phase4a: conf=0.833 owner/core conflict auto approve
760,STATE_760,760,STATE_760,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
761,STATE_761,761,STATE_761,merge,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve
762,STATE_762,762,STATE_762,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
763,STATE_763,763,STATE_763,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
764,STATE_764,764,STATE_764,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
765,STATE_765,765,STATE_765,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
766,STATE_766,766,STATE_766,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
767,STATE_767,767,North Darfur,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
770,STATE_770,770,STATE_770,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
771,Zambia,771,Zambia,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
772,STATE_772,772,Middle Congo (Brazzaville),split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
773,Cameroon,773,Cameroon,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
774,STATE_774,774,STATE_774,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
775,BET - Borkou-Ennedi-Tibesti region,775,BET - Borkou-Ennedi-Tibesti region,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
776,Benin/Dahomey,776,Benin/Dahomey,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
777,STATE_777,777,STATE_777,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
778,Upper Volta,778,Upper Volta,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
779,Ivory Coast,779,Ivory Coast,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
780,Guinea,780,Guinea,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
781,STATE_781,781,Niger,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
782,Tombouctou,782,Tombouctou,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
783,Sidi Ifni,783,Sidi Ifni,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
784,STATE_784,784,STATE_784,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
785,STATE_785,785,STATE_785,split,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
786,STATE_786,786,Mauritanian Desert,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
787,STATE_787,787,Northern Kashmir,province_overlap,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
788,STATE_788,51,STATE_51,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
789,STATE_789,42,STATE_42,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
790,STATE_790,55,STATE_55,split,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
791,STATE_791,55,STATE_55,merge,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve
792,STATE_792,42,STATE_42,merge,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve
793,STATE_793,64,STATE_64,merge,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve
794,STATE_794,64,STATE_64,split,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
795,STATE_795,65,STATE_65,split,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
796,STATE_796,909,STATE_909,split,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve
797,STATE_797,63,STATE_63,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
798,STATE_798,52,STATE_52,split,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
799,STATE_799,50,Württemberg,merge,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve
800,STATE_800,53,STATE_53,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
801,STATE_801,66,STATE_66,split,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
802,STATE_802,66,STATE_66,split,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
803,STATE_803,67,STATE_67,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
804,STATE_804,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
805,STATE_805,910,STATE_910,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
806,STATE_806,153,STATE_153,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
807,STATE_807,4,STATE_4,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
808,STATE_808,974,South Transdanubia,merge,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve
809,STATE_809,973,STATE_973,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
810,STATE_810,975,STATE_975,split,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
811,STATE_811,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
812,STATE_812,1047,STATE_1047,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
813,STATE_813,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
814,STATE_814,1048,Moselgebiet,merge,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve
815,STATE_815,18,STATE_18,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
816,STATE_816,849,STATE_849,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
817,STATE_817,18,STATE_18,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
818,STATE_818,1065,STATE_1065,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
819,STATE_819,24,STATE_24,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
820,STATE_820,31,STATE_31,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
821,STATE_821,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
822,STATE_822,851,Var (Split-off from former Provence now Bouches-du-Rhône),split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
823,STATE_823,735,STATE_735,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
824,STATE_824,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
825,STATE_825,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
826,STATE_826,1014,STATE_1014,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
827,STATE_827,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
828,STATE_828,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
829,STATE_829,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
830,STATE_830,79,STATE_79,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
831,STATE_831,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
